site_id,code_national_ea,numero_ea,identification_ea_brute,commune,adresse_ou_nom_lieu,pays,longitude,latitude,x_l93,y_l93,periode,sous_periode,type_site,confiance,source,notes_parsing
PATRIARCHE-15703,15703,67 040 0003,5703 / 67 040 0003 / BINDERNHEIM / / BACHFELD / Age du bronze - Age du fer / fossé,BINDERNHEIM,,FR,7.613297,48.284242,1042017.6184506151,6808206.081380908,indéterminé,indéterminé,habitat,moyen,Patriarche_EA_ageFer_20250806,lieu_dit=Age du bronze - Age du fer; type_brut=fossé; georef=ban_municipality;precision=centroïde
PATRIARCHE-1658,1658,67 043 0001,"658 / 67 043 0001 / BISCHHEIM / NOUVELLE MAIRIE,37 ROUTE DE BISCHWILLER / / sépulture / Age du bronze - Age du fer",BISCHHEIM,"NOUVELLE MAIRIE,37 ROUTE DE BISCHWILLER",FR,7.7524347,48.61480327999999,1050110.4853991908,6845495.5987849375,indéterminé,indéterminé,indéterminé,faible,Patriarche_EA_ageFer_20250806,lieu_dit=/ sépulture; chrono_brut=Age du bronze - Age du fer; georef=sites_csv_commune_mean;precision=commune
PATRIARCHE-11145,11145,67 045 0007,1145 / 67 045 0007 / BISCHOFFSHEIM / RUE DITE SCHLOSSRAINGASSE /  / sépulture / Age du fer,BISCHOFFSHEIM,RUE DITE SCHLOSSRAINGASSE,FR,7.5,48.48,1032387.9455202986,6829444.84268923,indéterminé,indéterminé,nécropole,faible,Patriarche_EA_ageFer_20250806,chrono_brut=Age du fer; type_brut=sépulture; georef=golden_commune_mean;precision=commune
PATRIARCHE-12024,12024,67 045 0013,2024 / 67 045 0013 / BISCHOFFSHEIM /  / LE LONG DE LA LIGNE SNCF / occupation / Age du fer,BISCHOFFSHEIM,,FR,7.5,48.48,1032387.9455202986,6829444.84268923,indéterminé,indéterminé,habitat,faible,Patriarche_EA_ageFer_20250806,lieu_dit=LE LONG DE LA LIGNE SNCF; chrono_brut=Age du fer; type_brut=occupation; georef=golden_commune_mean;precision=commune
PATRIARCHE-1111,1111,67 045 0018,111 / 67 045 0018 / BISCHOFFSHEIM / RN 422 / LE VILLAGE / Néolithique - Age du fer / fosse,BISCHOFFSHEIM,RN 422,FR,7.5,48.48,1032387.9455202986,6829444.84268923,indéterminé,indéterminé,habitat,faible,Patriarche_EA_ageFer_20250806,lieu_dit=LE VILLAGE; chrono_brut=Néolithique - Age du fer; type_brut=fosse; georef=golden_commune_mean;precision=commune
PATRIARCHE-18749,18749,67 045 0026,8749 / 67 045 0026 / BISCHOFFSHEIM /  / GRIESHEIMER STRASSE / occupation / Age du bronze - Age du fer,BISCHOFFSHEIM,,FR,7.5,48.48,1032387.9455202986,6829444.84268923,indéterminé,indéterminé,habitat,faible,Patriarche_EA_ageFer_20250806,lieu_dit=GRIESHEIMER STRASSE; chrono_brut=Age du bronze - Age du fer; type_brut=occupation; georef=golden_commune_mean;precision=commune
PATRIARCHE-112729,112729,67 045 0034,12729 / 67 045 0034 / BISCHOFFSHEIM /  / Kleine Schaumatten / tumulus / nécropole / Age du fer - Gallo-romain,BISCHOFFSHEIM,,FR,7.5,48.48,1032387.9455202986,6829444.84268923,indéterminé,indéterminé,tumulus,faible,Patriarche_EA_ageFer_20250806,lieu_dit=Kleine Schaumatten; chrono_brut=Age du fer - Gallo-romain; type_brut=tumulus; georef=golden_commune_mean;precision=commune
PATRIARCHE-112730,112730,67 045 0035,12730 / 67 045 0035 / BISCHOFFSHEIM /  / Riedweg / occupation / Néolithique - Age du fer,BISCHOFFSHEIM,,FR,7.5,48.48,1032387.9455202986,6829444.84268923,indéterminé,indéterminé,habitat,faible,Patriarche_EA_ageFer_20250806,lieu_dit=Riedweg; chrono_brut=Néolithique - Age du fer; type_brut=occupation; georef=golden_commune_mean;precision=commune
PATRIARCHE-12026,12026,67 046 0003,2026 / 67 046 0003 / BISCHWILLER / / LE SCHLOESSELBERG / tumulus / Age du bronze - Age du fer,BISCHWILLER,,FR,7.865305000000005,48.766656999999995,1057375.613809256,6862852.883820803,indéterminé,indéterminé,indéterminé,faible,Patriarche_EA_ageFer_20250806,lieu_dit=tumulus; chrono_brut=Age du bronze - Age du fer; georef=sites_csv_commune_mean;precision=commune
PATRIARCHE-17085,17085,67 046 0006,"7085 / 67 046 0006 / BISCHWILLER /  / GRAVIERE ORSA GRANULATS, HANHOFFEN / Age du bronze - Age du fer / fosse, trou de poteau",BISCHWILLER,,FR,7.865305000000005,48.766656999999995,1057375.613809256,6862852.883820803,indéterminé,indéterminé,habitat,faible,Patriarche_EA_ageFer_20250806,"lieu_dit=GRAVIERE ORSA GRANULATS, HANHOFFEN; chrono_brut=Age du bronze - Age du fer; type_brut=fosse, trou de poteau; georef=sites_csv_commune_mean;precision=commune"
PATRIARCHE-18398,18398,67 046 0009,8398 / 67 046 0009 / BISCHWILLER / / / Age du bronze - Age du fer / objet métallique,BISCHWILLER,,FR,7.865305000000005,48.766656999999995,1057375.613809256,6862852.883820803,indéterminé,indéterminé,dépôt,faible,Patriarche_EA_ageFer_20250806,lieu_dit=Age du bronze - Age du fer; type_brut=objet métallique; georef=sites_csv_commune_mean;precision=commune
PATRIARCHE-18812,18812,67 046 0011,8812 / 67 046 0011 / BISCHWILLER / / / occupation / Age du bronze - Age du fer,BISCHWILLER,,FR,7.865305000000005,48.766656999999995,1057375.613809256,6862852.883820803,indéterminé,indéterminé,indéterminé,faible,Patriarche_EA_ageFer_20250806,lieu_dit=occupation; chrono_brut=Age du bronze - Age du fer; georef=sites_csv_commune_mean;precision=commune
PATRIARCHE-1514,1514,67 049 0001,514 / 67 049 0001 / BLAESHEIM / Lotissement Entrée Est / GLOECKELSBERG LIEU-DIT SCHLEIF / sépulture / habitat / Age du bronze - Age du fer,BLAESHEIM,Lotissement Entrée Est,FR,7.6129474887243305,48.50716693240918,1040545.0,6832941.0,indéterminé,indéterminé,nécropole,faible,Patriarche_EA_ageFer_20250806,lieu_dit=GLOECKELSBERG LIEU-DIT SCHLEIF; chrono_brut=Age du bronze - Age du fer; type_brut=sépulture; georef=sites_csv_commune_mean;precision=commune
PATRIARCHE-112662,112662,67 049 0012,12662 / 67 049 0012 / BLAESHEIM / Lotissement Entrée Est /  / tumulus / Age du bronze - Age du fer,BLAESHEIM,Lotissement Entrée Est,FR,7.6129474887243305,48.50716693240918,1040545.0,6832941.0,indéterminé,indéterminé,tumulus,faible,Patriarche_EA_ageFer_20250806,chrono_brut=Age du bronze - Age du fer; type_brut=tumulus; georef=sites_csv_commune_mean;precision=commune
PATRIARCHE-12038,12038,67 053 0001,2038 / 67 053 0001 / BOESENBIESEN /  / GEMEINDEWALD / tumulus / Age du bronze - Age du fer,BOESENBIESEN,,FR,7.563606,48.227662,1038701.0160831554,6801714.136741572,indéterminé,indéterminé,tumulus,moyen,Patriarche_EA_ageFer_20250806,lieu_dit=GEMEINDEWALD; chrono_brut=Age du bronze - Age du fer; type_brut=tumulus; georef=ban_municipality;precision=centroïde
PATRIARCHE-12658,12658,67 053 0003,2658 / 67 053 0003 / BOESENBIESEN / AU CROISEMENT DU CD 705 ET DU CD 609 / / Age du bronze - Age du fer / enclos,BOESENBIESEN,AU CROISEMENT DU CD 705 ET DU CD 609,FR,7.563606,48.227662,1038701.0160831554,6801714.136741572,indéterminé,indéterminé,habitat,moyen,Patriarche_EA_ageFer_20250806,lieu_dit=/ Age du bronze - Age du fer; type_brut=enclos; georef=ban_municipality;precision=centroïde
PATRIARCHE-12657,12657,67 053 0004,2657 / 67 053 0004 / BOESENBIESEN /  / BRUNNENPLATZ / Age du bronze - Age du fer / fosse,BOESENBIESEN,,FR,7.563606,48.227662,1038701.0160831554,6801714.136741572,indéterminé,indéterminé,habitat,moyen,Patriarche_EA_ageFer_20250806,lieu_dit=BRUNNENPLATZ; chrono_brut=Age du bronze - Age du fer; type_brut=fosse; georef=ban_municipality;precision=centroïde
PATRIARCHE-18237,18237,67 060 0026,8237 / 67 060 0026 / BOURGHEIM /  /  / occupation / Age du bronze - Age du fer,BOURGHEIM,,FR,7.496655799999998,48.41717550000001,1032538.6631456038,6822458.701865598,indéterminé,indéterminé,habitat,faible,Patriarche_EA_ageFer_20250806,chrono_brut=Age du bronze - Age du fer; type_brut=occupation; georef=sites_csv_commune_mean;precision=commune
PATRIARCHE-112202,112202,67 065 0009,12202 / 67 065 0009 / BREUSCHWICKERSHEIM /  / Gelgenberg / Age du bronze - Age du fer / fosse,BREUSCHWICKERSHEIM,,FR,7.586914250000001,48.58393213999999,1038129.8582767056,6841348.296663922,indéterminé,indéterminé,habitat,faible,Patriarche_EA_ageFer_20250806,lieu_dit=Gelgenberg; chrono_brut=Age du bronze - Age du fer; type_brut=fosse; georef=sites_csv_commune_mean;precision=commune
PATRIARCHE-112422,112422,67 065 0012,"12422 / 67 065 0012 / BREUSCHWICKERSHEIM / Lotissement ""Les Tournesols"" / Hinter dem Dorf / environnement / occupation / Néolithique - Age du fer",BREUSCHWICKERSHEIM,"Lotissement ""Les Tournesols""",FR,7.586914250000001,48.58393213999999,1038129.8582767056,6841348.296663922,indéterminé,indéterminé,indéterminé,faible,Patriarche_EA_ageFer_20250806,lieu_dit=Hinter dem Dorf; chrono_brut=Néolithique - Age du fer; type_brut=environnement; georef=sites_csv_commune_mean;precision=commune
PATRIARCHE-112629,112629,67 065 0014,12629 / 67 065 0014 / BREUSCHWICKERSHEIM / COS - Tronçon 2 /  / Age du bronze - Age du fer / silo,BREUSCHWICKERSHEIM,COS - Tronçon 2,FR,7.586914250000001,48.58393213999999,1038129.8582767056,6841348.296663922,indéterminé,indéterminé,habitat,faible,Patriarche_EA_ageFer_20250806,chrono_brut=Age du bronze - Age du fer; type_brut=silo; georef=sites_csv_commune_mean;precision=commune
PATRIARCHE-112634,112634,67 065 0019,12634 / 67 065 0019 / BREUSCHWICKERSHEIM / cos 6 Tronçon 2 /  / habitat / Age du fer,BREUSCHWICKERSHEIM,cos 6 Tronçon 2,FR,7.586914250000001,48.58393213999999,1038129.8582767056,6841348.296663922,indéterminé,indéterminé,habitat,faible,Patriarche_EA_ageFer_20250806,chrono_brut=Age du fer; type_brut=habitat; georef=sites_csv_commune_mean;precision=commune
PATRIARCHE-113274,113274,67 065 0024,"13274 / 67 065 0024 / BREUSCHWICKERSHEIM / COS 2, site 2.8 /  / habitat / Age du bronze - Age du fer",BREUSCHWICKERSHEIM,"COS 2, site 2.8",FR,7.586914250000001,48.58393213999999,1038129.8582767056,6841348.296663922,indéterminé,indéterminé,habitat,faible,Patriarche_EA_ageFer_20250806,chrono_brut=Age du bronze - Age du fer; type_brut=habitat; georef=sites_csv_commune_mean;precision=commune
PATRIARCHE-11565,11565,67 067 0036,"1565 / 67 067 0036 / BRUMATH / Forêt de Brumath, Groupe Sud /  / tumulus / nécropole / Age du fer",Brumath,"Forêt de Brumath, Groupe Sud",FR,7.71,48.73,1046224.577203886,6858092.757455027,indéterminé,indéterminé,tumulus,faible,Patriarche_EA_ageFer_20250806,chrono_brut=Age du fer; type_brut=tumulus; georef=golden_commune_mean;precision=commune
PATRIARCHE-16728,16728,67 067 0074,6728 / 67 067 0074 / BRUMATH / Lotissement Edouard Manet /  / Age du fer / fosse,Brumath,Lotissement Edouard Manet,FR,7.71,48.73,1046224.577203886,6858092.757455027,indéterminé,indéterminé,habitat,faible,Patriarche_EA_ageFer_20250806,chrono_brut=Age du fer; type_brut=fosse; georef=golden_commune_mean;precision=commune
PATRIARCHE-111796,111796,67 067 0109,"11796 / 67 067 0109 / BRUMATH /  / Rue Schoepflin / Age du fer - Gallo-romain ? / fossé, fosse",Brumath,,FR,7.71,48.73,1046224.577203886,6858092.757455027,indéterminé,indéterminé,habitat,faible,Patriarche_EA_ageFer_20250806,"lieu_dit=Rue Schoepflin; chrono_brut=Age du fer - Gallo-romain ?; type_brut=fossé, fosse; georef=golden_commune_mean;precision=commune"
PATRIARCHE-16077,16077,67 072 0011,6077 / 67 072 0011 / BUTTEN /  / GROSSE NACHTWEID (IGN) / tumulus / Age du bronze - Age du fer,BUTTEN,,FR,7.221843,48.969605,1008953.301417625,6882667.815711933,indéterminé,indéterminé,tumulus,moyen,Patriarche_EA_ageFer_20250806,lieu_dit=GROSSE NACHTWEID (IGN); chrono_brut=Age du bronze - Age du fer; type_brut=tumulus; georef=ban_municipality;precision=centroïde
PATRIARCHE-111398,111398,67 078 0006,"11398 / 67 078 0006 / CRASTATT /  / Falby / Age du bronze - Age du fer / fosse, foyer",CRASTATT,,FR,7.427961,48.659357,1025954.9685616948,6849051.401774353,indéterminé,indéterminé,habitat,moyen,Patriarche_EA_ageFer_20250806,"lieu_dit=Falby; chrono_brut=Age du bronze - Age du fer; type_brut=fosse, foyer; georef=ban_municipality;precision=centroïde"
PATRIARCHE-15723,15723,67 080 0004,5723 / 67 080 0004 / DACHSTEIN /  / LEFFERT / tumulus / Age du fer,DACHSTEIN,,FR,7.538224944903016,48.5560010797795,1034723.0,6838041.0,indéterminé,indéterminé,tumulus,faible,Patriarche_EA_ageFer_20250806,lieu_dit=LEFFERT; chrono_brut=Age du fer; type_brut=tumulus; georef=sites_csv_commune_mean;precision=commune
PATRIARCHE-1447,1447,67 080 0009,447 / 67 080 0009 / DACHSTEIN / PRES DE LA LOESSIERE VONESCH / AM GEIST / sépulture / village / Age du bronze - Age du fer,DACHSTEIN,PRES DE LA LOESSIERE VONESCH,FR,7.538224944903016,48.5560010797795,1034723.0,6838041.0,indéterminé,indéterminé,nécropole,faible,Patriarche_EA_ageFer_20250806,lieu_dit=AM GEIST; chrono_brut=Age du bronze - Age du fer; type_brut=sépulture; georef=sites_csv_commune_mean;precision=commune
PATRIARCHE-15721,15721,67 080 0011,5721 / 67 080 0011 / DACHSTEIN /  / DANS UN CHAMP / Age du bronze - Age du fer / objet lithique,DACHSTEIN,,FR,7.538224944903016,48.5560010797795,1034723.0,6838041.0,indéterminé,indéterminé,indéterminé,faible,Patriarche_EA_ageFer_20250806,lieu_dit=DANS UN CHAMP; chrono_brut=Age du bronze - Age du fer; georef=sites_csv_commune_mean;precision=commune
PATRIARCHE-15722,15722,67 080 0012,5722 / 67 080 0012 / DACHSTEIN /  / DANS LE BAN DE D. / Age du bronze - Age du fer / objet lithique,DACHSTEIN,,FR,7.538224944903016,48.5560010797795,1034723.0,6838041.0,indéterminé,indéterminé,indéterminé,faible,Patriarche_EA_ageFer_20250806,lieu_dit=DANS LE BAN DE D.; chrono_brut=Age du bronze - Age du fer; georef=sites_csv_commune_mean;precision=commune
PATRIARCHE-111265,111265,67 080 0015,11265 / 67 080 0015 / DACHSTEIN /  /  / occupation / Néolithique - Age du fer,DACHSTEIN,,FR,7.538224944903016,48.5560010797795,1034723.0,6838041.0,indéterminé,indéterminé,habitat,faible,Patriarche_EA_ageFer_20250806,chrono_brut=Néolithique - Age du fer; type_brut=occupation; georef=sites_csv_commune_mean;precision=commune
PATRIARCHE-111873,111873,67 080 0017,11873 / 67 080 0017 / DACHSTEIN / Gazoduc /  / Age du bronze - Age du fer / fosse,DACHSTEIN,Gazoduc,FR,7.538224944903016,48.5560010797795,1034723.0,6838041.0,indéterminé,indéterminé,habitat,faible,Patriarche_EA_ageFer_20250806,chrono_brut=Age du bronze - Age du fer; type_brut=fosse; georef=sites_csv_commune_mean;precision=commune
PATRIARCHE-111084,111084,67 081 0005,11084 / 67 081 0005 / DAHLENHEIM /  / Holderstock / occupation / Néolithique - Age du fer,DAHLENHEIM,,FR,7.504937,48.583395,1032096.8300168744,6840940.774285778,indéterminé,indéterminé,habitat,moyen,Patriarche_EA_ageFer_20250806,lieu_dit=Holderstock; chrono_brut=Néolithique - Age du fer; type_brut=occupation; georef=ban_municipality;precision=centroïde
PATRIARCHE-12972,12972,67 088 0003,2972 / 67 088 0003 / DEHLINGEN /  / GORGELBACH / Age du bronze - Age du fer / mobiliers divers,DEHLINGEN,,FR,7.197658299999999,48.99044842,1007061.979612338,6884888.133114094,indéterminé,indéterminé,indéterminé,faible,Patriarche_EA_ageFer_20250806,lieu_dit=GORGELBACH; chrono_brut=Age du bronze - Age du fer; georef=sites_csv_commune_mean;precision=commune
PATRIARCHE-1257,1257,67 097 0005,257 / 67 097 0005 / DINGSHEIM /  / AUF DIE MUSAU I / Age du bronze - Age du fer / fosse,DINGSHEIM,,FR,7.643136999999999,48.628796,1041976.52766616,6846569.468142663,indéterminé,indéterminé,habitat,faible,Patriarche_EA_ageFer_20250806,lieu_dit=AUF DIE MUSAU I; chrono_brut=Age du bronze - Age du fer; type_brut=fosse; georef=sites_csv_commune_mean;precision=commune
PATRIARCHE-18683,18683,67 097 0012,8683 / 67 097 0012 / DINGSHEIM /  / BAUMACKER / Age du bronze - Age du fer / fosse,DINGSHEIM,,FR,7.643136999999999,48.628796,1041976.52766616,6846569.468142663,indéterminé,indéterminé,habitat,faible,Patriarche_EA_ageFer_20250806,lieu_dit=BAUMACKER; chrono_brut=Age du bronze - Age du fer; type_brut=fosse; georef=sites_csv_commune_mean;precision=commune
PATRIARCHE-112310,112310,67 097 0016,12310 / 67 097 0016 / DINGSHEIM /  / Stutzheimer Weg Auf die Hatten / habitat / Age du fer - Gallo-romain,DINGSHEIM,,FR,7.643136999999999,48.628796,1041976.52766616,6846569.468142663,indéterminé,indéterminé,habitat,faible,Patriarche_EA_ageFer_20250806,lieu_dit=Stutzheimer Weg Auf die Hatten; chrono_brut=Age du fer - Gallo-romain; type_brut=habitat; georef=sites_csv_commune_mean;precision=commune
PATRIARCHE-112311,112311,67 097 0017,12311 / 67 097 0017 / DINGSHEIM /  / Heherzwerchen / Goldblumen / habitat / Age du bronze - Age du fer,DINGSHEIM,,FR,7.643136999999999,48.628796,1041976.52766616,6846569.468142663,indéterminé,indéterminé,indéterminé,faible,Patriarche_EA_ageFer_20250806,lieu_dit=Heherzwerchen; chrono_brut=Age du bronze - Age du fer; type_brut=Goldblumen; georef=sites_csv_commune_mean;precision=commune
PATRIARCHE-112372,112372,67 097 0020,12372 / 67 097 0020 / DINGSHEIM /  /  / Age du bronze - Age du fer / fosse,DINGSHEIM,,FR,7.643136999999999,48.628796,1041976.52766616,6846569.468142663,indéterminé,indéterminé,habitat,faible,Patriarche_EA_ageFer_20250806,chrono_brut=Age du bronze - Age du fer; type_brut=fosse; georef=sites_csv_commune_mean;precision=commune
PATRIARCHE-111759,111759,67 098 0007,11759 / 67 098 0007 / DINSHEIM-SUR-BRUCHE /  / ZIEGELRAIN / occupation / Mésolithique - Age du fer,DINSHEIM-SUR-BRUCHE,,FR,7.424365,48.542611,1026417.3672549764,6836078.209886248,indéterminé,indéterminé,habitat,moyen,Patriarche_EA_ageFer_20250806,lieu_dit=ZIEGELRAIN; chrono_brut=Mésolithique - Age du fer; type_brut=occupation; georef=ban_municipality;precision=centroïde
PATRIARCHE-16766,16766,67 099 0006,6766 / 67 099 0006 / DOMFESSEL / LAMPERSTAECKER / BITZEN / occupation / Age du fer,DOMFESSEL,LAMPERSTAECKER,FR,7.162706299999996,48.95051410000001,1004741.6005978012,6880317.987984738,indéterminé,indéterminé,habitat,faible,Patriarche_EA_ageFer_20250806,lieu_dit=BITZEN; chrono_brut=Age du fer; type_brut=occupation; georef=sites_csv_commune_mean;precision=commune
PATRIARCHE-16769,16769,67 099 0009,6769 / 67 099 0009 / DOMFESSEL / LAMPERSTAECKER 5 / LAMPERSTAECKER / Age du bronze - Age du fer / mobiliers divers,DOMFESSEL,LAMPERSTAECKER 5,FR,7.162706299999996,48.95051410000001,1004741.6005978012,6880317.987984738,indéterminé,indéterminé,indéterminé,faible,Patriarche_EA_ageFer_20250806,lieu_dit=LAMPERSTAECKER; chrono_brut=Age du bronze - Age du fer; georef=sites_csv_commune_mean;precision=commune
PATRIARCHE-16773,16773,67 099 0013,6773 / 67 099 0013 / DOMFESSEL / LAMPERSTAECKER 9 / SPECKBIRNBAUM / Age du bronze - Age du fer / mobiliers divers,DOMFESSEL,LAMPERSTAECKER 9,FR,7.162706299999996,48.95051410000001,1004741.6005978012,6880317.987984738,indéterminé,indéterminé,indéterminé,faible,Patriarche_EA_ageFer_20250806,lieu_dit=SPECKBIRNBAUM; chrono_brut=Age du bronze - Age du fer; georef=sites_csv_commune_mean;precision=commune
PATRIARCHE-16774,16774,67 099 0014,6774 / 67 099 0014 / DOMFESSEL / LAMPERSTAECKER 10 / SPECKBIRNBAUM / Age du bronze - Age du fer / mobiliers divers,DOMFESSEL,LAMPERSTAECKER 10,FR,7.162706299999996,48.95051410000001,1004741.6005978012,6880317.987984738,indéterminé,indéterminé,indéterminé,faible,Patriarche_EA_ageFer_20250806,lieu_dit=SPECKBIRNBAUM; chrono_brut=Age du bronze - Age du fer; georef=sites_csv_commune_mean;precision=commune
PATRIARCHE-1417,1417,67 107 0006,417 / 67 107 0006 / DUNTZENHEIM / / BECKENHECKEN-AUF DIE WESTGASSE / Age du bronze - Age du fer / fosse,DUNTZENHEIM,,FR,7.551360200000002,48.72073659999998,1034635.6929988448,6856380.659982902,indéterminé,indéterminé,habitat,faible,Patriarche_EA_ageFer_20250806,lieu_dit=Age du bronze - Age du fer; type_brut=fosse; georef=sites_csv_commune_mean;precision=commune
PATRIARCHE-13414,13414,67 107 0007,3414 / 67 107 0007 / DUNTZENHEIM / / DORFMATTEN / Age du bronze - Age du fer / fosse,DUNTZENHEIM,,FR,7.551360200000002,48.72073659999998,1034635.6929988448,6856380.659982902,indéterminé,indéterminé,habitat,faible,Patriarche_EA_ageFer_20250806,lieu_dit=Age du bronze - Age du fer; type_brut=fosse; georef=sites_csv_commune_mean;precision=commune
PATRIARCHE-111679,111679,67 107 0012,"11679 / 67 107 0012 / DUNTZENHEIM /  / Neum Acker / Néolithique - Age du fer / fossé, fosse, silo",DUNTZENHEIM,,FR,7.551360200000002,48.72073659999998,1034635.6929988448,6856380.659982902,indéterminé,indéterminé,habitat,faible,Patriarche_EA_ageFer_20250806,"lieu_dit=Neum Acker; chrono_brut=Néolithique - Age du fer; type_brut=fossé, fosse, silo; georef=sites_csv_commune_mean;precision=commune"
PATRIARCHE-18468,18468,67 108 0003,8468 / 67 108 0003 / DUPPIGHEIM /  /  / tumulus / Age du bronze - Age du fer,DUPPIGHEIM,,FR,7.592056,48.534535,1038827.6287833104,6835888.28798012,indéterminé,indéterminé,tumulus,moyen,Patriarche_EA_ageFer_20250806,chrono_brut=Age du bronze - Age du fer; type_brut=tumulus; georef=ban_municipality;precision=centroïde
PATRIARCHE-18699,18699,67 112 0002,8699 / 67 112 0002 / DUTTLENHEIM / / HARDT / tumulus / Age du fer,DUTTLENHEIM,,FR,7.563651,48.52882699999999,1036770.7422313952,6835133.312191754,indéterminé,indéterminé,indéterminé,faible,Patriarche_EA_ageFer_20250806,lieu_dit=tumulus; chrono_brut=Age du fer; georef=sites_csv_commune_mean;precision=commune
PATRIARCHE-18700,18700,67 112 0003,8700 / 67 112 0003 / DUTTLENHEIM / / / tumulus / Age du fer,DUTTLENHEIM,,FR,7.563651,48.52882699999999,1036770.7422313952,6835133.312191754,indéterminé,indéterminé,indéterminé,faible,Patriarche_EA_ageFer_20250806,lieu_dit=tumulus; chrono_brut=Age du fer; georef=sites_csv_commune_mean;precision=commune
PATRIARCHE-112621,112621,67 112 0011,12621 / 67 112 0011 / DUTTLENHEIM / COS - Tronçon 1 /  / occupation / Age du bronze - Age du fer,DUTTLENHEIM,COS - Tronçon 1,FR,7.563651,48.52882699999999,1036770.7422313952,6835133.312191754,indéterminé,indéterminé,habitat,faible,Patriarche_EA_ageFer_20250806,chrono_brut=Age du bronze - Age du fer; type_brut=occupation; georef=sites_csv_commune_mean;precision=commune
PATRIARCHE-112623,112623,67 112 0013,12623 / 67 112 0013 / DUTTLENHEIM / COS - Tronçon 1 /  / habitat / Age du bronze - Age du fer,DUTTLENHEIM,COS - Tronçon 1,FR,7.563651,48.52882699999999,1036770.7422313952,6835133.312191754,indéterminé,indéterminé,habitat,faible,Patriarche_EA_ageFer_20250806,chrono_brut=Age du bronze - Age du fer; type_brut=habitat; georef=sites_csv_commune_mean;precision=commune
PATRIARCHE-12987,12987,67 113 0001,2987 / 67 113 0001 / EBERBACH-SELTZ /  / GROSSER FISCHWEIHERBERG / sépulture / Age du bronze - Age du fer,EBERBACH-SELTZ,,FR,8.06526,48.927448,1070897.2240203829,6881618.667763097,indéterminé,indéterminé,nécropole,moyen,Patriarche_EA_ageFer_20250806,lieu_dit=GROSSER FISCHWEIHERBERG; chrono_brut=Age du bronze - Age du fer; type_brut=sépulture; georef=ban_municipality;precision=centroïde
PATRIARCHE-13004,13004,67 116 0002,3004 / 67 116 0002 / EBERSMUNSTER /  / FORET DU TODTENKOPF / tumulus / Age du bronze - Age du fer,EBERSMUNSTER,,FR,7.525012,48.308483,1035325.3268020177,6810517.168832255,indéterminé,indéterminé,tumulus,moyen,Patriarche_EA_ageFer_20250806,lieu_dit=FORET DU TODTENKOPF; chrono_brut=Age du bronze - Age du fer; type_brut=tumulus; georef=ban_municipality;precision=centroïde
PATRIARCHE-18109,18109,67 116 0019,8109 / 67 116 0019 / EBERSMUNSTER /  / TODTENKOPF / dépôt / Age du bronze - Age du fer,EBERSMUNSTER,,FR,7.525012,48.308483,1035325.3268020177,6810517.168832255,indéterminé,indéterminé,dépôt,moyen,Patriarche_EA_ageFer_20250806,lieu_dit=TODTENKOPF; chrono_brut=Age du bronze - Age du fer; type_brut=dépôt; georef=ban_municipality;precision=centroïde
PATRIARCHE-18705,18705,67 118 0017,8705 / 67 118 0017 / ECKBOLSHEIM /  / BAUERHOF / Age du bronze - Age du fer / fosse,ECKBOLSHEIM,,FR,7.684481699999999,48.5953938,1045238.2601904402,6843042.4802685,indéterminé,indéterminé,habitat,faible,Patriarche_EA_ageFer_20250806,lieu_dit=BAUERHOF; chrono_brut=Age du bronze - Age du fer; type_brut=fosse; georef=sites_csv_commune_mean;precision=commune
PATRIARCHE-113080,113080,67 118 0027,"13080 / 67 118 0027 / ECKBOLSHEIM /  / 70, rue du Général de Gaulle / occupation / Néolithique - Age du fer",ECKBOLSHEIM,,FR,7.684481699999999,48.5953938,1045238.2601904402,6843042.4802685,indéterminé,indéterminé,habitat,faible,Patriarche_EA_ageFer_20250806,"lieu_dit=70, rue du Général de Gaulle; chrono_brut=Néolithique - Age du fer; type_brut=occupation; georef=sites_csv_commune_mean;precision=commune"
PATRIARCHE-111683,111683,67 119 0011,"11683 / 67 119 0011 / ECKWERSHEIM /  / Judenacker, Anderthalben / Age du bronze - Age du fer / fosse",ECKWERSHEIM,,FR,7.692983,48.692745,1045221.190029439,6853883.54900975,indéterminé,indéterminé,habitat,faible,Patriarche_EA_ageFer_20250806,"lieu_dit=Judenacker, Anderthalben; chrono_brut=Age du bronze - Age du fer; type_brut=fosse; georef=sites_csv_commune_mean;precision=commune"
PATRIARCHE-112680,112680,67 119 0015,12680 / 67 119 0015 / ECKWERSHEIM /  / Hirtenacker / Age du bronze - Age du fer / fossé,ECKWERSHEIM,,FR,7.692983,48.692745,1045221.190029439,6853883.54900975,indéterminé,indéterminé,habitat,faible,Patriarche_EA_ageFer_20250806,lieu_dit=Hirtenacker; chrono_brut=Age du bronze - Age du fer; type_brut=fossé; georef=sites_csv_commune_mean;precision=commune
PATRIARCHE-13704,13704,67 121 0004,"3704 / 67 121 0004 / ELSENHEIM / PRES DE LA ROUTE VERS ILLHAUSERN, A L'OUEST DU VILLAGE /  / funéraire / Age du bronze - Age du fer",ELSENHEIM,"PRES DE LA ROUTE VERS ILLHAUSERN, A L'OUEST DU VILLAGE",FR,7.499071,48.161444,1034335.671330167,6794091.98545843,indéterminé,indéterminé,nécropole,faible,Patriarche_EA_ageFer_20250806,chrono_brut=Age du bronze - Age du fer; type_brut=funéraire; georef=sites_csv_commune_mean;precision=commune
