row_index,excel_row_ordinal,commune,nom_site,phase_index,action,site_id,matched_reason,coord_quality,periode,sous_periode
16,21,Erstein,Grasweg-PAPE,0,new,SITE-b98a82cde14a8de7,aucune correspondance,ok,Hallstatt,Ha B2-B3
17,22,Fegersheim,ancienne poste/école,0,merge,SITE-c52db06069609cfb,distance<=55.0m+commune,ok,Hallstatt,Ha D3
18,23,Fegersheim,"nord village, près de la voie ferrée",0,new,SITE-c3b487860430e89e,aucune correspondance,ok,Hallstatt,Ha D1
18,23,Fegersheim,"nord village, près de la voie ferrée",1,new,SITE-c3b487860430e89e,aucune correspondance,ok,Hallstatt,Ha D2
18,23,Fegersheim,"nord village, près de la voie ferrée",2,new,SITE-c3b487860430e89e,aucune correspondance,ok,Hallstatt,Ha D3
19,24,Fegersheim,Rocade sud de Strasbourg,0,new,SITE-b3aec648a886e68f,aucune correspondance,ok,Hallstatt,Ha C
20,25,Forstfeld,Schiessheck - étape 2,0,skip_duplicate,SITE-32d530057ab0f5b6,distance<=55.0m+commune,ok,Hallstatt,Ha D1
20,26,Forstfeld,Schiessheck - étape 3,0,skip_duplicate,SITE-32d530057ab0f5b6,distance<=55.0m+commune,ok,Hallstatt,Ha D2
20,26,Forstfeld,Schiessheck - étape 3,1,merge,SITE-32d530057ab0f5b6,distance<=55.0m+commune,ok,Hallstatt,Ha D3
20,27,Forstfeld,Schiessheck - étape indéterminée,0,skip_duplicate,SITE-32d530057ab0f5b6,distance<=55.0m+commune,ok,Hallstatt,Ha D
21,28,Geispolsheim,Rocade sud de Strasbourg,0,new,SITE-ea4d6f0022e7c11b,aucune correspondance,ok,Hallstatt,Ha D3
21,28,Geispolsheim,Rocade sud de Strasbourg,1,new,SITE-ea4d6f0022e7c11b,aucune correspondance,ok,La Tène,LT B1
22,29,Gries (Haguenau),Gries (Haguenau) (nécropole),0,skip_duplicate,SITE-f26ce4776777314a,distance<=55.0m+commune,ok,Hallstatt,Ha D3
23,30,Griesheim-sur-Souffel,Flaschen (site COS 4-2),0,new,SITE-bd2af10a165dfc60,aucune correspondance,ok,Hallstatt,Ha D1
23,30,Griesheim-sur-Souffel,Flaschen (site COS 4-2),1,new,SITE-bd2af10a165dfc60,aucune correspondance,ok,Hallstatt,Ha D2
24,31,Haguenau,Dachshuebel-Birklach,0,new,SITE-184ca99b371501c3,aucune correspondance,ok,Hallstatt,Ha D2
24,31,Haguenau,Dachshuebel-Birklach,1,new,SITE-184ca99b371501c3,aucune correspondance,ok,Hallstatt,Ha D3
25,32,Haguenau,Donauberg - étape 1,0,new,SITE-25306cd640de471b,aucune correspondance,ok,Hallstatt,Ha B2-B3
25,32,Haguenau,Donauberg - étape 1,1,new,SITE-25306cd640de471b,aucune correspondance,ok,Hallstatt,Ha C
25,33,Haguenau,Donauberg - étape 2,0,new,SITE-c1fef6d7c4fbaeca,aucune correspondance,ok,Hallstatt,Ha D1
25,34,Haguenau,Donauberg - étape 3,0,new,SITE-acd065721cf3ed16,aucune correspondance,ok,Hallstatt,Ha D2
25,34,Haguenau,Donauberg - étape 3,1,new,SITE-acd065721cf3ed16,aucune correspondance,ok,Hallstatt,Ha D3
26,35,Haguenau,Kirchlach - étape 1,0,new,SITE-6e6e20c4d6c21c39,aucune correspondance,ok,Hallstatt,Ha C
26,36,Haguenau,Kirchlach - étape 2,0,new,SITE-b1573845dec7804b,aucune correspondance,ok,Hallstatt,Ha D1
26,37,Haguenau,Kirchlach - étape 3,0,new,SITE-0513a5f26b9d6d84,aucune correspondance,ok,Hallstatt,Ha D1
26,37,Haguenau,Kirchlach - étape 3,1,new,SITE-0513a5f26b9d6d84,aucune correspondance,ok,Hallstatt,Ha D2
26,37,Haguenau,Kirchlach - étape 3,2,new,SITE-0513a5f26b9d6d84,aucune correspondance,ok,Hallstatt,Ha D3
27,38,Haguenau,Maegstub - Wiwitzer,0,new,SITE-0788b422c7aed5e3,aucune correspondance,ok,Hallstatt,Ha D1
27,38,Haguenau,Maegstub - Wiwitzer,1,new,SITE-0788b422c7aed5e3,aucune correspondance,ok,Hallstatt,Ha D2
28,39,Haguenau,Maegstub A - étape 1,0,new,SITE-bd24f4a68d4d4852,aucune correspondance,ok,Hallstatt,Ha C
28,40,Haguenau,Maegstub A - étape 2,0,new,SITE-475f8474b5d99495,aucune correspondance,ok,Hallstatt,Ha D1
28,41,Haguenau,Maegstub A - étape 3,0,new,SITE-74d212e8ba713aca,aucune correspondance,ok,Hallstatt,Ha D2
28,42,Haguenau,Maegstub B - étape 2,0,new,SITE-2f5f259a6c6edcea,aucune correspondance,ok,Hallstatt,Ha D1
28,43,Haguenau,Maegstub B - étape 3,0,new,SITE-763d279eec2f7734,aucune correspondance,ok,Hallstatt,Ha D1
28,43,Haguenau,Maegstub B - étape 3,1,new,SITE-763d279eec2f7734,aucune correspondance,ok,Hallstatt,Ha D2
29,44,Haguenau,Maegstub C - étape 2,0,new,SITE-d7ec22cddef8d7f7,aucune correspondance,ok,Hallstatt,Ha D1
29,44,Haguenau,Maegstub C - étape 2,1,new,SITE-d7ec22cddef8d7f7,aucune correspondance,ok,Hallstatt,Ha D2
29,45,Haguenau,Maegstub C - étape 3,0,new,SITE-a13bd962edd1469d,aucune correspondance,ok,Hallstatt,Ha D3
29,46,Haguenau,Maegstub D - étape 2,0,new,SITE-1cbc0843437907bc,aucune correspondance,ok,Hallstatt,Ha D1
29,46,Haguenau,Maegstub D - étape 2,1,new,SITE-1cbc0843437907bc,aucune correspondance,ok,Hallstatt,Ha D2
29,47,Haguenau,Maegstub D - étape 3,0,new,SITE-6184ed991b9d1020,aucune correspondance,ok,Hallstatt,Ha D3
30,48,Haguenau,Schelmenhofstatt,0,new,SITE-4b8bcf0741519823,aucune correspondance,ok,Hallstatt,Ha C
30,48,Haguenau,Schelmenhofstatt,1,new,SITE-4b8bcf0741519823,aucune correspondance,ok,Hallstatt,Ha D1
31,49,Haguenau,Schirrheinerweg - étape 2,0,new,SITE-de8a9996d6e362e3,aucune correspondance,ok,Hallstatt,Ha D1
31,50,Haguenau,Schirrheinerweg - étape 3,0,new,SITE-5d61bba6b4ac5ab1,aucune correspondance,ok,Hallstatt,Ha D2
31,50,Haguenau,Schirrheinerweg - étape 3,1,new,SITE-5d61bba6b4ac5ab1,aucune correspondance,ok,Hallstatt,Ha D3
32,51,Haguenau,Weissensee-Oberfeld - étape 2,0,new,SITE-884157c08f992b75,aucune correspondance,ok,Hallstatt,Ha D1
32,51,Haguenau,Weissensee-Oberfeld - étape 2,1,new,SITE-884157c08f992b75,aucune correspondance,ok,Hallstatt,Ha D2
32,52,Haguenau,Weissensee-Oberfeld - étape 3,0,new,SITE-e40147b0fd256590,aucune correspondance,ok,Hallstatt,Ha D2
32,52,Haguenau,Weissensee-Oberfeld - étape 3,1,new,SITE-e40147b0fd256590,aucune correspondance,ok,Hallstatt,Ha D3
33,53,Hangenbieten,nord-ouest de la commune,0,merge,SITE-d277fea12f2d2b69,distance<=55.0m+commune,ok,Hallstatt,Ha D1
34,54,Harthouse (Haguenau),Harthouse - étape 1,0,merge,SITE-1f9d583e70c12359,distance<=55.0m+commune,ok,Hallstatt,Ha B2-B3
34,54,Harthouse (Haguenau),Harthouse - étape 1,1,skip_duplicate,SITE-1f9d583e70c12359,distance<=55.0m+commune,ok,Hallstatt,Ha C
34,55,Harthouse (Haguenau),Harthouse - étape 2,0,skip_duplicate,SITE-1f9d583e70c12359,distance<=55.0m+commune,ok,Hallstatt,Ha D1
34,56,Harthouse (Haguenau),Harthouse - étape 3,0,skip_duplicate,SITE-1f9d583e70c12359,distance<=55.0m+commune,ok,Hallstatt,Ha D1
34,56,Harthouse (Haguenau),Harthouse - étape 3,1,merge,SITE-1f9d583e70c12359,distance<=55.0m+commune,ok,Hallstatt,Ha D2
34,56,Harthouse (Haguenau),Harthouse - étape 3,2,merge,SITE-1f9d583e70c12359,distance<=55.0m+commune,ok,Hallstatt,Ha D3
34,57,Harthouse (Haguenau),Harthouse - étape indéterminée,0,skip_duplicate,SITE-1f9d583e70c12359,distance<=55.0m+commune,ok,Hallstatt,Ha D
35,58,Hatten-Seltz,Eichelgarten - étape 1,0,merge,SITE-4a0c42da01c6c83e,distance<=55.0m+commune,ok,Hallstatt,Ha C
35,59,Hatten-Seltz,Eichelgarten - étape 2,0,skip_duplicate,SITE-4a0c42da01c6c83e,distance<=55.0m+commune,ok,Hallstatt,Ha D1
35,60,Hatten-Seltz,Eichelgarten - étape 3,0,skip_duplicate,SITE-4a0c42da01c6c83e,distance<=55.0m+commune,ok,Hallstatt,Ha D3
35,61,Hatten-Seltz,Eschenbusch - étape 2,0,new,SITE-e5d2b5f6fc5650ab,aucune correspondance,ok,Hallstatt,Ha D1
35,61,Hatten-Seltz,Eschenbusch - étape 2,1,new,SITE-e5d2b5f6fc5650ab,aucune correspondance,ok,Hallstatt,Ha D2
35,62,Hatten-Seltz,Eschenbusch - étape 3,0,new,SITE-19a8fb7fef44fd6c,aucune correspondance,ok,Hallstatt,Ha D2
35,62,Hatten-Seltz,Eschenbusch - étape 3,1,new,SITE-19a8fb7fef44fd6c,aucune correspondance,ok,Hallstatt,Ha D3
36,63,Hatten-Seltz,Hesselbusch - étape 1,0,new,SITE-becab138fed6c436,aucune correspondance,ok,Hallstatt,Ha C
37,64,Hatten-Seltz,Niedersand - étape 2,0,new,SITE-440386f8eea0b4df,aucune correspondance,ok,Hallstatt,Ha D2
37,64,Hatten-Seltz,Niedersand - étape 2,1,new,SITE-440386f8eea0b4df,aucune correspondance,ok,Hallstatt,Ha D3
38,65,Heidolsheim,Bittlich,0,skip_duplicate,SITE-baf2203e57c19a35,distance<=55.0m+commune,ok,Hallstatt,Ha D1
38,65,Heidolsheim,Bittlich,1,merge,SITE-baf2203e57c19a35,distance<=55.0m+commune,ok,Hallstatt,Ha D2
38,65,Heidolsheim,Bittlich,2,merge,SITE-baf2203e57c19a35,distance<=55.0m+commune,ok,Hallstatt,Ha D3
39,66,Heidolsheim,Grosses Ried - Etape 1,0,new,SITE-c311efefcd79837c,aucune correspondance,ok,Hallstatt,Ha C
39,67,Heidolsheim,Grosses Ried - Etape 2,0,new,SITE-2af242e8aac19c8a,aucune correspondance,ok,Hallstatt,Ha D1
40,68,Herbsheim,am Steg,0,merge,SITE-4095292751d8e322,distance<=55.0m+commune,ok,Hallstatt,Ha D1
41,69,Herrlisheim,Auwald,0,skip_duplicate,SITE-5a4b9b6756088ed3,distance<=55.0m+commune,ok,Hallstatt,Ha D1
41,69,Herrlisheim,Auwald,1,merge,SITE-5a4b9b6756088ed3,distance<=55.0m+commune,ok,Hallstatt,Ha D2
42,70,Hilsenheim,Willermatt,0,merge,SITE-52c15ebad648acf3,distance<=55.0m+commune,ok,Hallstatt,Ha C
42,70,Hilsenheim,Willermatt,1,merge,SITE-52c15ebad648acf3,distance<=55.0m+commune,ok,Hallstatt,Ha D1
42,70,Hilsenheim,Willermatt,2,merge,SITE-52c15ebad648acf3,distance<=55.0m+commune,ok,Hallstatt,Ha D2
42,70,Hilsenheim,Willermatt,3,merge,SITE-52c15ebad648acf3,distance<=55.0m+commune,ok,Hallstatt,Ha D3
43,71,Hochfelden,Hochfelden (nécropole),0,merge,SITE-9858666741608d8d,distance<=55.0m+commune,ok,Hallstatt,Ha D1
43,71,Hochfelden,Hochfelden (nécropole),1,merge,SITE-9858666741608d8d,distance<=55.0m+commune,ok,Hallstatt,Ha D2
43,71,Hochfelden,Hochfelden (nécropole),2,merge,SITE-9858666741608d8d,distance<=55.0m+commune,ok,Hallstatt,Ha D3
44,72,Hoenheim,Auf dem Strengweg,0,new,SITE-7909a6ba96919f12,aucune correspondance,ok,Hallstatt,Ha C
44,72,Hoenheim,Auf dem Strengweg,1,new,SITE-7909a6ba96919f12,aucune correspondance,ok,Hallstatt,Ha D1
44,72,Hoenheim,Auf dem Strengweg,2,new,SITE-7909a6ba96919f12,aucune correspondance,ok,Hallstatt,Ha D2
44,72,Hoenheim,Auf dem Strengweg,3,new,SITE-7909a6ba96919f12,aucune correspondance,ok,Hallstatt,Ha D3
45,73,Hoerdt,Hoerdt (nécropole),0,merge,SITE-9f8e9c0727736036,distance<=55.0m+commune,ok,Hallstatt,Ha D1
45,73,Hoerdt,Hoerdt (nécropole),1,merge,SITE-9f8e9c0727736036,distance<=55.0m+commune,ok,Hallstatt,Ha D2
46,74,Ittenheim,Achenheimer Berg (COS 2.11),0,new,SITE-8dd52da0164a58fb,aucune correspondance,ok,Hallstatt,Ha D1
47,75,Kolbsheim,Knoblochsberg (site COS 2-1),0,new,SITE-65fe0d7281f93cc7,aucune correspondance,ok,Hallstatt,Ha D1
48,76,Kolbsheim,Kurze Straenge (site COS 2-2),0,new,SITE-699458caad6d8c87,aucune correspondance,ok,Hallstatt,Ha D1
48,76,Kolbsheim,Kurze Straenge (site COS 2-2),1,new,SITE-699458caad6d8c87,aucune correspondance,ok,Hallstatt,Ha D2
49,77,Leutenheim (Haguenau),Koenigsbruck groupe 1 - étape 2,0,skip_duplicate,SITE-a3ab49ec4d3b0c6f,distance<=55.0m+commune,ok,Hallstatt,Ha C
49,77,Leutenheim (Haguenau),Koenigsbruck groupe 1 - étape 2,1,skip_duplicate,SITE-a3ab49ec4d3b0c6f,distance<=55.0m+commune,ok,Hallstatt,Ha D1
49,77,Leutenheim (Haguenau),Koenigsbruck groupe 1 - étape 2,2,merge,SITE-a3ab49ec4d3b0c6f,distance<=55.0m+commune,ok,Hallstatt,Ha D2
49,78,Leutenheim (Haguenau),Koenigsbruck groupe 1 - étape 3,0,skip_duplicate,SITE-a3ab49ec4d3b0c6f,distance<=55.0m+commune,ok,Hallstatt,Ha D1
49,78,Leutenheim (Haguenau),Koenigsbruck groupe 1 - étape 3,1,merge,SITE-a3ab49ec4d3b0c6f,distance<=55.0m+commune,ok,Hallstatt,Ha D2
49,78,Leutenheim (Haguenau),Koenigsbruck groupe 1 - étape 3,2,merge,SITE-a3ab49ec4d3b0c6f,distance<=55.0m+commune,ok,Hallstatt,Ha D3
49,79,Leutenheim (Haguenau),Koenigsbruck groupe 1 - étape indéterminée,0,skip_duplicate,SITE-a3ab49ec4d3b0c6f,distance<=55.0m+commune,ok,Hallstatt,Ha D
50,80,Leutenheim (Haguenau),Koenigsbruck groupe 2 - étape 1,0,merge,SITE-a3ab49ec4d3b0c6f,distance<=55.0m+commune,ok,Hallstatt,Ha B2-B3
50,80,Leutenheim (Haguenau),Koenigsbruck groupe 2 - étape 1,1,skip_duplicate,SITE-a3ab49ec4d3b0c6f,distance<=55.0m+commune,ok,Hallstatt,Ha C
50,81,Leutenheim (Haguenau),Koenigsbruck groupe 2 - étape 2,0,skip_duplicate,SITE-a3ab49ec4d3b0c6f,distance<=55.0m+commune,ok,Hallstatt,Ha D1
50,82,Leutenheim (Haguenau),Koenigsbruck groupe 2 - étape 3,0,skip_duplicate,SITE-a3ab49ec4d3b0c6f,distance<=55.0m+commune,ok,Hallstatt,Ha D1
50,82,Leutenheim (Haguenau),Koenigsbruck groupe 2 - étape 3,1,merge,SITE-a3ab49ec4d3b0c6f,distance<=55.0m+commune,ok,Hallstatt,Ha D2
50,82,Leutenheim (Haguenau),Koenigsbruck groupe 2 - étape 3,2,merge,SITE-a3ab49ec4d3b0c6f,distance<=55.0m+commune,ok,Hallstatt,Ha D3
50,83,Leutenheim (Haguenau),Koenigsbruck groupe 2 - étape indéterminée,0,skip_duplicate,SITE-a3ab49ec4d3b0c6f,distance<=55.0m+commune,ok,Hallstatt,Ha D
51,84,Mackenheim,Mackenheim (nécropole),0,merge,SITE-071d674528eb1c42,distance<=55.0m+commune,ok,Hallstatt,Ha D3
52,85,Marmoutier,Kurzaeckerle et Muehlmatten,0,new,SITE-465b614a6e6165cb,aucune correspondance,ok,Hallstatt,Ha D1
53,86,Mundolsheim,à l'est du château,0,skip_duplicate,SITE-31a6b2a84ee0bcbb,distance<=55.0m+commune,ok,Hallstatt,Ha D2
55,87,Mussig,"Obere Nachtweide, Obere Plaetze, Ried",0,skip_duplicate,SITE-69dba5dd2b602507,distance<=55.0m+commune,ok,indéterminé,
55,88,Mussig,"Obere Nachtweide, Obere Plaetze, Ried",0,skip_duplicate,SITE-69dba5dd2b602507,distance<=55.0m+commune,ok,indéterminé,
55,89,Mussig à vérif fin 90 et 2000,?,0,skip_duplicate,SITE-58fc3f108bb9caef,distance<=55.0m+commune,ok,indéterminé,
56,90,Niedernai,"Lotissement Les Acacias, rue de Meistratzheim - étape 1",0,skip_duplicate,SITE-458e4a7f54906039,distance<=55.0m+commune,ok,Hallstatt,Ha C
56,91,Niedernai,"Lotissement Les Acacias, rue de Meistratzheim",0,skip_duplicate,SITE-458e4a7f54906039,distance<=55.0m+commune,ok,Hallstatt,Ha D2
57,92,Nordhouse,Buerckelmatt - étape 1a,0,new,SITE-64af3717172a2ebb,aucune correspondance,ok,Hallstatt,Ha B2-B3
57,93,Nordhouse,Buerckelmatt - étape 1b,0,new,SITE-34c0bcc681947bd9,aucune correspondance,ok,Hallstatt,Ha C
57,94,Nordhouse,Buerckelmatt - étape 2,0,new,SITE-bdfd9d185be75bd1,aucune correspondance,ok,Hallstatt,Ha C
57,94,Nordhouse,Buerckelmatt - étape 2,1,new,SITE-bdfd9d185be75bd1,aucune correspondance,ok,Hallstatt,Ha D1
57,95,Nordhouse,Buerckelmatt - étape 3,0,new,SITE-7be9c01096b8958a,aucune correspondance,ok,Hallstatt,Ha D2
57,95,Nordhouse,Buerckelmatt - étape 3,1,new,SITE-7be9c01096b8958a,aucune correspondance,ok,Hallstatt,Ha D3
58,96,Obenheim,Taspelmatt,0,merge,SITE-27a5aa2a07b2bc97,distance<=55.0m+commune,ok,Hallstatt,Ha C
59,97,Oberbetschdorf,étape 2,0,new,SITE-45ab5841a4e9d259,aucune correspondance,bad,Hallstatt,Ha D1
59,97,Oberbetschdorf,étape 2,1,new,SITE-45ab5841a4e9d259,aucune correspondance,bad,Hallstatt,Ha D2
60,98,Obermodern,étape 2,0,skip_duplicate,SITE-daf9da072d0401cc,distance<=55.0m+commune,ok,Hallstatt,Ha D1
61,99,Oberschaeffolsheim/Dingsheim,Rebberg/Stimmelsberg,0,merge,SITE-846eef9dd8a1297c,distance<=55.0m+commune,ok,Hallstatt,Ha D1
62,100,Ohlungen,étape 2,0,merge,SITE-4207f4584701b535,distance<=55.0m+commune,ok,Hallstatt,Ha D1
62,101,Ohlungen,étape 3,0,skip_duplicate,SITE-4207f4584701b535,distance<=55.0m+commune,ok,Hallstatt,Ha D2
63,102,Ohnenheim,Niederschley,0,skip_duplicate,SITE-deb58393b81f4154,distance<=55.0m+commune,ok,Hallstatt,Ha C
64,103,Pfulgriesheim,"Kammeracker (site COS 4,2bis)",0,merge,SITE-bde33d8d6d59fbf7,distance<=55.0m+commune,ok,Hallstatt,Ha D1
65,104,Rosheim,"Rittergass, Boerschweg",0,new,SITE-1e8c99719b59f71d,aucune correspondance,ok,Hallstatt,Ha C
66,105,Schlackendorf,Sambösch,0,skip_duplicate,SITE-4ce019af803a9082,distance<=55.0m+commune,ok,Hallstatt,Ha D1
67,106,Schaeffersheim,"""La Chênaie""",0,new,SITE-c5e6f1c89c24543c,aucune correspondance,ok,Hallstatt,Ha C
67,106,Schaeffersheim,"""La Chênaie""",1,new,SITE-c5e6f1c89c24543c,aucune correspondance,ok,Hallstatt,Ha D1
67,106,Schaeffersheim,"""La Chênaie""",2,new,SITE-c5e6f1c89c24543c,aucune correspondance,ok,Hallstatt,Ha D2
68,107,Schirrhein (Haguenau),Fischerhuebel-Kurzgelaend - étape 1,0,merge,SITE-56f3c29a9f0982fc,distance<=55.0m+commune,ok,Hallstatt,Ha B2-B3
68,107,Schirrhein (Haguenau),Fischerhuebel-Kurzgelaend - étape 1,1,skip_duplicate,SITE-56f3c29a9f0982fc,distance<=55.0m+commune,ok,Hallstatt,Ha C
68,108,Schirrhein (Haguenau),Fischerhuebel-Kurzgelaend - étape 2,0,skip_duplicate,SITE-56f3c29a9f0982fc,distance<=55.0m+commune,ok,Hallstatt,Ha C
68,108,Schirrhein (Haguenau),Fischerhuebel-Kurzgelaend - étape 2,1,skip_duplicate,SITE-56f3c29a9f0982fc,distance<=55.0m+commune,ok,Hallstatt,Ha D1
68,108,Schirrhein (Haguenau),Fischerhuebel-Kurzgelaend - étape 2,2,merge,SITE-56f3c29a9f0982fc,distance<=55.0m+commune,ok,Hallstatt,Ha D2
68,109,Schirrhein (Haguenau),Fischerhuebel-Kurzgelaend - étape 3,0,skip_duplicate,SITE-56f3c29a9f0982fc,distance<=55.0m+commune,ok,Hallstatt,Ha D1
68,109,Schirrhein (Haguenau),Fischerhuebel-Kurzgelaend - étape 3,1,merge,SITE-56f3c29a9f0982fc,distance<=55.0m+commune,ok,Hallstatt,Ha D2
68,109,Schirrhein (Haguenau),Fischerhuebel-Kurzgelaend - étape 3,2,merge,SITE-56f3c29a9f0982fc,distance<=55.0m+commune,ok,Hallstatt,Ha D3
68,110,Schirrhein (Haguenau),Fischerhuebel-Kurzgelaend - étape indéterminée,0,skip_duplicate,SITE-56f3c29a9f0982fc,distance<=55.0m+commune,ok,indéterminé,
69,111,Schweighouse/Moder,Sablière Quirin - étape 2,0,new,SITE-e13d9ef206bad441,aucune correspondance,ok,Hallstatt,Ha D
69,112,Schweighouse/Moder,Sablière Quirin - phase ind,0,new,SITE-bbf103e957ad713f,aucune correspondance,ok,indéterminé,
70,113,Schweighouse/Moder,Schelmenwasen étape 2,0,new,SITE-0d61af0128c21d52,aucune correspondance,ok,Hallstatt,Ha D1
70,114,Schweighouse/Moder,Schelmenwasen étape 3,0,new,SITE-64051c09f5d062bd,aucune correspondance,ok,Hallstatt,Ha D2
70,114,Schweighouse/Moder,Schelmenwasen étape 3,1,new,SITE-64051c09f5d062bd,aucune correspondance,ok,Hallstatt,Ha D1
71,115,Sélestat,"Oberrieth, Oberbütten",0,new,SITE-28020ed40d5f515e,aucune correspondance,ok,Hallstatt,Ha C
71,115,Sélestat,"Oberrieth, Oberbütten",1,new,SITE-28020ed40d5f515e,aucune correspondance,ok,Hallstatt,Ha D1
71,115,Sélestat,"Oberrieth, Oberbütten",2,new,SITE-28020ed40d5f515e,aucune correspondance,ok,Hallstatt,Ha D2
71,115,Sélestat,"Oberrieth, Oberbütten",3,new,SITE-28020ed40d5f515e,aucune correspondance,ok,Hallstatt,Ha D3
72,116,Seltz,"Eichelgarten/Lotissement Les Genêts (tranche 2), Tum 1 - étape indéterminée",0,new,SITE-1e94c13953a48800,aucune correspondance,ok,indéterminé,
72,117,Seltz,"Eichelgarten/Lotissement Les Genêts (tranche 2), Tum 1 - étape 1",0,new,SITE-7eaa60c79e9b50b7,aucune correspondance,ok,Hallstatt,Ha C
73,118,Sessenheim,Goethehügel,0,new,SITE-f58937d241767697,aucune correspondance,ok,Hallstatt,Ha D3
74,119,Soufflenheim,à l'embranchement desRD 138 et 737,0,new,SITE-c6b7ad53c008bd84,aucune correspondance,ok,Hallstatt,Ha D3
75,120,Soufflenheim,Golf,0,new,SITE-6da15d7be2ff5471,aucune correspondance,ok,Hallstatt,Ha C
75,120,Soufflenheim,Golf,1,new,SITE-6da15d7be2ff5471,aucune correspondance,ok,Hallstatt,Ha D1
76,121,Uhlwiller,bois d'Uhlwiller - étape 2,0,merge,SITE-d8400565cd7d25bf,distance<=55.0m+commune,ok,Hallstatt,Ha D1
76,121,Uhlwiller,bois d'Uhlwiller - étape 2,1,merge,SITE-d8400565cd7d25bf,distance<=55.0m+commune,ok,Hallstatt,Ha D2
76,122,Uhlwiller,bois d'Uhlwiller - étape 3,0,skip_duplicate,SITE-d8400565cd7d25bf,distance<=55.0m+commune,ok,Hallstatt,Ha D3
77,123,Weitbruch,Groupe 2 - étape 1,0,merge,SITE-92c011ba429297d6,distance<=55.0m+commune,ok,Hallstatt,Ha D1
77,124,Weitbruch,Groupe 2 - étape 2,0,skip_duplicate,SITE-92c011ba429297d6,distance<=55.0m+commune,ok,Hallstatt,Ha D2
78,125,Westhouse,"""Jungholz""",0,new,SITE-9f8550e2e11f8538,aucune correspondance,ok,indéterminé,
79,126,Andolsheim-Widensohlen,Husarenbrunne-Dachsbuckel,0,new,SITE-88d765951dcae2dd,aucune correspondance,ok,Hallstatt,Ha C
79,126,Andolsheim-Widensohlen,Husarenbrunne-Dachsbuckel,1,new,SITE-88d765951dcae2dd,aucune correspondance,ok,Hallstatt,Ha D1
80,127,Appenwihr,Forêt du Kastenwald,0,merge,SITE-b134492e05d4f0c5,distance<=55.0m+commune,ok,Hallstatt,Ha C
80,127,Appenwihr,Forêt du Kastenwald,1,merge,SITE-b134492e05d4f0c5,distance<=55.0m+commune,ok,Hallstatt,Ha D1
80,128,Appenwihr,Forêt du Kastenwald,0,merge,SITE-b134492e05d4f0c5,distance<=55.0m+commune,ok,Hallstatt,Ha D2
81,129,Brunstatt,Sur le ban communal,0,merge,SITE-d928737086cc3175,distance<=55.0m+commune,ok,Hallstatt,Ha C
81,129,Brunstatt,Sur le ban communal,1,merge,SITE-d928737086cc3175,distance<=55.0m+commune,ok,Hallstatt,Ha D1
82,130,Colmar,Au croisement des rues Oberlin et Schlumberger,0,new,SITE-8836db651a8f4bcf,aucune correspondance,ok,Hallstatt,Ha C
82,130,Colmar,Au croisement des rues Oberlin et Schlumberger,1,new,SITE-8836db651a8f4bcf,aucune correspondance,ok,Hallstatt,Ha D1
83,131,Colmar,Colmar Nord-Cora,0,new,SITE-d6c5dbefea43226c,aucune correspondance,ok,Hallstatt,Ha C
83,131,Colmar,Colmar Nord-Cora,1,new,SITE-d6c5dbefea43226c,aucune correspondance,ok,Hallstatt,Ha D1
84,132,Colmar,Route de Rouffach,0,new,SITE-ae9c102d54755f27,aucune correspondance,ok,Hallstatt,Ha C
84,132,Colmar,Route de Rouffach,1,new,SITE-ae9c102d54755f27,aucune correspondance,ok,Hallstatt,Ha D1
85,133,Colmar,rue Charles Koenig,0,new,SITE-31f6bf52ee5eee76,aucune correspondance,ok,indéterminé,
86,134,Colmar,Rue des Aunes,0,new,SITE-c5d0ea91d7e3fdc3,aucune correspondance,ok,Hallstatt,Ha C
87,135,Colmar,Rufacher Huben 1 - rue du 1er cuirassier,0,new,SITE-b2aa030063c8228c,aucune correspondance,ok,Hallstatt,Ha C
87,135,Colmar,Rufacher Huben 1 - rue du 1er cuirassier,1,new,SITE-b2aa030063c8228c,aucune correspondance,ok,Hallstatt,Ha D1
88,136,Colmar - Riedwihr,"Herten Grassmatt, phase 1",0,merge,SITE-fc389572d3b0eadd,distance<=55.0m+commune,ok,Hallstatt,Ha C
88,136,Colmar - Riedwihr,"Herten Grassmatt, phase 1",1,merge,SITE-fc389572d3b0eadd,distance<=55.0m+commune,ok,Hallstatt,Ha D1
88,137,Colmar - Riedwihr,"Herten Grassmatt, phase 2",0,skip_duplicate,SITE-fc389572d3b0eadd,distance<=55.0m+commune,ok,Hallstatt,Ha D2
89,138,Eguisheim,à l'ouest de l'Altstrasse,0,new,SITE-0838f1f0809e8147,aucune correspondance,ok,Hallstatt,Ha C
89,138,Eguisheim,à l'ouest de l'Altstrasse,1,new,SITE-0838f1f0809e8147,aucune correspondance,ok,Hallstatt,Ha D1
90,139,Eguisheim,Kiespfad,0,new,SITE-52026dffa1b6782d,aucune correspondance,ok,Hallstatt,Ha C
90,139,Eguisheim,Kiespfad,1,new,SITE-52026dffa1b6782d,aucune correspondance,ok,Hallstatt,Ha D1
91,140,Ensisheim,forêt de l'Allmend,0,new,SITE-49c305f2127ebb15,aucune correspondance,ok,Hallstatt,Ha D2
91,140,Ensisheim,forêt de l'Allmend,1,new,SITE-49c305f2127ebb15,aucune correspondance,ok,Hallstatt,Ha D3
