row_index,excel_row_ordinal,commune,nom_site,phase_index,action,site_id,matched_reason,coord_quality,periode,sous_periode
92,141,Ensisheim,Forêt de l'Allmend/Heidenbodenweg (groupe nord),0,new,SITE-dd9986af52da53c0,aucune correspondance,ok,Hallstatt,Ha C
92,141,Ensisheim,Forêt de l'Allmend/Heidenbodenweg (groupe nord),1,new,SITE-dd9986af52da53c0,aucune correspondance,ok,Hallstatt,Ha D1
93,142,Ensisheim,Forêt de l'Allmend/Heidenbodenweg (groupe sud),0,new,SITE-52a271ea1bd543fb,aucune correspondance,ok,indéterminé,
94,143,Ensisheim,Forêt de l'Allmend/Hubelwaeldele,0,new,SITE-beb841a45842534c,aucune correspondance,ok,Hallstatt,Ha B2-B3
94,143,Ensisheim,Forêt de l'Allmend/Hubelwaeldele,1,new,SITE-beb841a45842534c,aucune correspondance,ok,Hallstatt,Ha C
95,144,Ensisheim,Forêt de l'Allmend/Westerfeld/Heidenbodenweg,0,new,SITE-c2e82893cb2c67df,aucune correspondance,ok,Hallstatt,Ha B2-B3
95,144,Ensisheim,Forêt de l'Allmend/Westerfeld/Heidenbodenweg,1,new,SITE-c2e82893cb2c67df,aucune correspondance,ok,Hallstatt,Ha C
96,145,Ensisheim-Réguisheim,ZAID tranches 3 à 5,0,merge,SITE-4632c5de79b2a41b,distance<=55.0m+commune,ok,Hallstatt,Ha B2-B3
96,145,Ensisheim-Réguisheim,ZAID tranches 3 à 5,1,merge,SITE-4632c5de79b2a41b,distance<=55.0m+commune,ok,Hallstatt,Ha C
96,145,Ensisheim-Réguisheim,ZAID tranches 3 à 5,2,skip_duplicate,SITE-4632c5de79b2a41b,distance<=55.0m+commune,ok,Hallstatt,Ha D1
96,146,Ensisheim-Réguisheim,ZAID tranches 3 à 5,0,merge,SITE-4632c5de79b2a41b,distance<=55.0m+commune,ok,Hallstatt,Ha C
96,146,Ensisheim-Réguisheim,ZAID tranches 3 à 5,1,skip_duplicate,SITE-4632c5de79b2a41b,distance<=55.0m+commune,ok,Hallstatt,Ha D1
97,147,Herrlisheim-près-Colmar,Gravière,0,new,SITE-a548ea91cb536d86,aucune correspondance,ok,Hallstatt,Ha C
97,147,Herrlisheim-près-Colmar,Gravière,1,new,SITE-a548ea91cb536d86,aucune correspondance,ok,Hallstatt,Ha D1
97,147,Herrlisheim-près-Colmar,Gravière,2,new,SITE-a548ea91cb536d86,aucune correspondance,ok,Hallstatt,Ha D2
97,147,Herrlisheim-près-Colmar,Gravière,3,new,SITE-a548ea91cb536d86,aucune correspondance,ok,Hallstatt,Ha D3
98,148,Hirtzfelden-Munchhouse-Réguisheim,Forêt de Rothleibe,0,skip_duplicate,SITE-3682f8b99c89d6d3,distance<=55.0m+commune,ok,indéterminé,
99,149,Hattstatt,Hattstatt (nécropole non localisée),0,skip_duplicate,SITE-3e6231b82eec061d,distance<=55.0m+commune,ok,indéterminé,
100,150,Hattstatt,collines de Hattstatt-Obermorscwihr,0,skip_duplicate,SITE-3e6231b82eec061d,distance<=55.0m+commune,ok,indéterminé,
101,151,Houssen,"rue du Cèdre bleu, Lot. Le Cèdre Bleu",0,new,SITE-f09145ca4bf27904,aucune correspondance,ok,Hallstatt,Ha C
102,152,Jebsheim,Bois de Jebsheim,0,merge,SITE-94cc2d1d6163cda0,distance<=55.0m+commune,ok,Hallstatt,Ha C
102,152,Jebsheim,Bois de Jebsheim,1,merge,SITE-94cc2d1d6163cda0,distance<=55.0m+commune,ok,Hallstatt,Ha D1
103,153,Kappelen,Sonnenglitzer,0,merge,SITE-d3663d196642a09e,distance<=55.0m+commune,ok,Hallstatt,Ha D3 / LT A
104,154,Kembs,Kembs (nécropole),0,new,SITE-a850266ba493cda4,aucune correspondance,ok,Hallstatt,Ha D1
105,155,Koestlach-Moernach,Kastelberg,0,skip_duplicate,SITE-18662db047eab73f,distance<=55.0m+commune,ok,indéterminé,
106,156,Biesheim,Himmelreich,0,skip_duplicate,SITE-1f488b9f02c71b62,distance<=55.0m+commune,ok,Hallstatt,Ha D3
106,156,Biesheim,Himmelreich,1,merge,SITE-1f488b9f02c71b62,distance<=55.0m+commune,ok,Hallstatt,Ha D3 / LT A
107,157,Biesheim,Les résidences des Tilleuls,0,merge,SITE-1f488b9f02c71b62,distance<=55.0m+commune,ok,Hallstatt,Ha C
108,158,Mulhouse,Hôpital du hasenrain,0,new,SITE-e81a928080238dbd,aucune correspondance,ok,Hallstatt,Ha C
108,158,Mulhouse,Hôpital du hasenrain,1,new,SITE-e81a928080238dbd,aucune correspondance,ok,Hallstatt,Ha D1
109,159,Mulhouse,Rocade Ouest,0,new,SITE-7e1fa608867f9fd2,aucune correspondance,ok,Hallstatt,Ha C
110,160,Mulhouse,rue de la Bourse,0,new,SITE-7fcdd6c23f6b8c7e,aucune correspondance,ok,Hallstatt,Ha C
111,161,Niederhergheim,Am Ziegelberg,0,skip_duplicate,SITE-78cd2da8fa8286b9,distance<=55.0m+commune,ok,Hallstatt,Ha D3
112,162,Niederhergheim,Innere Allmende,0,new,SITE-edfa766aba3a04cc,aucune correspondance,ok,Hallstatt,Ha B2-B3
113,163,Oberentzen,Gravière Giessen,0,new,SITE-dc3618a69bea2202,aucune correspondance,ok,Hallstatt,Ha C
113,163,Oberentzen,Gravière Giessen,1,new,SITE-dc3618a69bea2202,aucune correspondance,ok,Hallstatt,Ha D1
114,164,Pulversheim,Hoell,0,new,SITE-88f8a3f54d65534e,aucune correspondance,ok,Hallstatt,Ha D3
115,165,Réguisheim,Altstraessle-Mattlaenderfeld,0,skip_duplicate,SITE-74264071e6b5b279,distance<=55.0m+commune,ok,Hallstatt,Ha C
116,166,Réguisheim,Leimgraben-Leimenbruben,0,new,SITE-497519a7923cccc0,aucune correspondance,ok,Hallstatt,Ha B2-B3
116,166,Réguisheim,Leimgraben-Leimenbruben,1,new,SITE-497519a7923cccc0,aucune correspondance,ok,Hallstatt,Ha C
117,167,Reningue,forêt de Vorwald Niederholtz,0,skip_duplicate,SITE-90a7aafd6e98ef4f,distance<=55.0m+commune,ok,indéterminé,
118,168,Riedisheim,ancienne glaisière Hartmann/Lot. Des œillets,0,new,SITE-777c09b5efdfab9d,aucune correspondance,ok,Hallstatt,Ha D1
119,169,Riedisheim,"rue des Jonquilles, Wolfsacker",0,new,SITE-8f86cc6e1587befc,aucune correspondance,ok,Hallstatt,Ha C
120,170,Rixheim,"Hünerhübel - Neumatt Espenhubel, près du Ziehlbrunnen, dans la forêt dite Zührenwald",0,new,SITE-5b853107b43a8be3,aucune correspondance,ok,Hallstatt,Ha C
120,170,Rixheim,"Hünerhübel - Neumatt Espenhubel, près du Ziehlbrunnen, dans la forêt dite Zührenwald",1,new,SITE-5b853107b43a8be3,aucune correspondance,ok,Hallstatt,Ha D1
121,171,Rixheim,ZAC Petit Prince,0,new,SITE-881df2fc9a72ebea,aucune correspondance,ok,Hallstatt,Ha C
122,172,Rorschwihr,Galgenbuckel - Werbreben - Stuempf,0,skip_duplicate,SITE-f781998e3a0cbc6e,distance<=55.0m+commune,ok,Hallstatt,Ha C
122,172,Rorschwihr,Galgenbuckel - Werbreben - Stuempf,1,merge,SITE-f781998e3a0cbc6e,distance<=55.0m+commune,ok,Hallstatt,Ha D1
123,173,Rouffach-Niederentzen,RD 18 bis - liaison routière A35/RD83,0,skip_duplicate,SITE-25a6671d3227f83c,distance<=55.0m+commune,ok,Hallstatt,Ha D2
123,173,Rouffach-Niederentzen,RD 18 bis - liaison routière A35/RD83,1,merge,SITE-25a6671d3227f83c,distance<=55.0m+commune,ok,Hallstatt,Ha D3
123,173,Rouffach-Niederentzen,RD 18 bis - liaison routière A35/RD83,2,merge,SITE-25a6671d3227f83c,distance<=55.0m+commune,ok,Hallstatt,Ha D3 / LT A
124,174,Sainte-Croix-en-Plaine,"Jebsen Boden (dont Zone artisanale) - Groupe Nord - 2 fouilles , 1 diagnostic et prospection magnétique en 2009",0,skip_duplicate,SITE-3d3e5493a9a5f812,distance<=55.0m+commune,ok,indéterminé,
125,175,Sainte-Croix-en-Plaine,Oberes Holzackerfeld (dont Ancien échangeur gendarmerie) - Groupe Sud - 2 fouilles et prospection magnétique en 2009,0,merge,SITE-3d3e5493a9a5f812,distance<=55.0m+commune,ok,Hallstatt,Ha B2-B3
125,175,Sainte-Croix-en-Plaine,Oberes Holzackerfeld (dont Ancien échangeur gendarmerie) - Groupe Sud - 2 fouilles et prospection magnétique en 2009,1,skip_duplicate,SITE-3d3e5493a9a5f812,distance<=55.0m+commune,ok,Hallstatt,Ha C
125,175,Sainte-Croix-en-Plaine,Oberes Holzackerfeld (dont Ancien échangeur gendarmerie) - Groupe Sud - 2 fouilles et prospection magnétique en 2009,2,skip_duplicate,SITE-3d3e5493a9a5f812,distance<=55.0m+commune,ok,Hallstatt,Ha D1
125,175,Sainte-Croix-en-Plaine,Oberes Holzackerfeld (dont Ancien échangeur gendarmerie) - Groupe Sud - 2 fouilles et prospection magnétique en 2009,3,skip_duplicate,SITE-3d3e5493a9a5f812,distance<=55.0m+commune,ok,Hallstatt,Ha D2
125,175,Sainte-Croix-en-Plaine,Oberes Holzackerfeld (dont Ancien échangeur gendarmerie) - Groupe Sud - 2 fouilles et prospection magnétique en 2009,4,merge,SITE-3d3e5493a9a5f812,distance<=55.0m+commune,ok,Hallstatt,Ha D3
125,175,Sainte-Croix-en-Plaine,Oberes Holzackerfeld (dont Ancien échangeur gendarmerie) - Groupe Sud - 2 fouilles et prospection magnétique en 2009,5,skip_duplicate,SITE-3d3e5493a9a5f812,distance<=55.0m+commune,ok,La Tène,LT A
126,176,Saint-Louis,Ritty-Heidenwald,0,new,SITE-dd703656c4935b14,aucune correspondance,ok,Hallstatt,Ha C
126,176,Saint-Louis,Ritty-Heidenwald,1,new,SITE-dd703656c4935b14,aucune correspondance,ok,Hallstatt,Ha D1
127,177,Saint-Louis-la-Chaussée,Lisbühl,0,merge,SITE-e746621a6374015a,distance<=55.0m+commune,ok,Hallstatt,Ha C
128,178,Sausheim,Rixheimerfeld,0,new,SITE-3936f26266ea500f,aucune correspondance,ok,Hallstatt,Ha C
129,179,Sausheim,"Ruhestätte, rue du Jura",0,new,SITE-ffe1ed0efaa126f6,aucune correspondance,ok,Hallstatt,Ha C
130,180,Schlierbach,Niedere Stocketen-Kembspfad,0,merge,SITE-b72ed1829eccd9e3,distance<=55.0m+commune,ok,Hallstatt,Ha C
131,181,Sierentz,Grassweg,0,new,SITE-474df5b641523b2d,aucune correspondance,ok,Hallstatt,Ha C
131,182,Sierentz,Grassweg,0,new,SITE-474df5b641523b2d,aucune correspondance,ok,Hallstatt,Ha C
132,183,Sundhoffen,Forêt du Kastenwald-Sieben Lauen,0,new,SITE-2c5c60ad7a74054d,aucune correspondance,ok,Hallstatt,Ha B2-B3
132,183,Sundhoffen,Forêt du Kastenwald-Sieben Lauen,1,new,SITE-2c5c60ad7a74054d,aucune correspondance,ok,Hallstatt,Ha C
132,183,Sundhoffen,Forêt du Kastenwald-Sieben Lauen,2,new,SITE-2c5c60ad7a74054d,aucune correspondance,ok,Hallstatt,Ha D1
132,183,Sundhoffen,Forêt du Kastenwald-Sieben Lauen,3,new,SITE-2c5c60ad7a74054d,aucune correspondance,ok,Hallstatt,Ha D2
132,183,Sundhoffen,Forêt du Kastenwald-Sieben Lauen,4,new,SITE-2c5c60ad7a74054d,aucune correspondance,ok,Hallstatt,Ha D3
132,183,Sundhoffen,Forêt du Kastenwald-Sieben Lauen,5,new,SITE-2c5c60ad7a74054d,aucune correspondance,ok,La Tène,LT A
133,184,Ungersheim,Lehlematten,0,new,SITE-8acf6ca94eb4b5c2,aucune correspondance,ok,Hallstatt,Ha C
133,184,Ungersheim,Lehlematten,1,new,SITE-8acf6ca94eb4b5c2,aucune correspondance,ok,Hallstatt,Ha D
133,185,Ungersheim,Lehlematten,0,new,SITE-8acf6ca94eb4b5c2,aucune correspondance,ok,Hallstatt,Ha C
133,186,Ungersheim,Lehlematten,0,new,SITE-8acf6ca94eb4b5c2,aucune correspondance,ok,Hallstatt,Ha C
133,187,Ungersheim,Lehlematten,0,new,SITE-8acf6ca94eb4b5c2,aucune correspondance,ok,Hallstatt,Ha D1
133,188,Ungersheim,Lehlematten,0,new,SITE-8acf6ca94eb4b5c2,aucune correspondance,ok,Hallstatt,Ha C
135,189,Volgelsheim,Au lotissement des Bouleaux,0,new,SITE-67fadcc2db24f7d7,aucune correspondance,ok,Hallstatt,Ha C
135,189,Volgelsheim,Au lotissement des Bouleaux,1,new,SITE-67fadcc2db24f7d7,aucune correspondance,ok,Hallstatt,Ha D1
136,190,Wettolsheim,"Ricoh, phase 1",0,new,SITE-401ae4e955116d14,aucune correspondance,ok,Hallstatt,Ha C
136,191,Wettolsheim,"Ricoh, phase 2",0,new,SITE-5ec4a2c993c6f2da,aucune correspondance,ok,Hallstatt,Ha C
136,191,Wettolsheim,"Ricoh, phase 2",1,new,SITE-5ec4a2c993c6f2da,aucune correspondance,ok,Hallstatt,Ha D1
137,192,Widensohlen,"Forêt du Kastenwald, phase 1",0,skip_duplicate,SITE-24afd1d4f6a10560,distance<=55.0m+commune,ok,Hallstatt,Ha C
137,193,Widensohlen,"Forêt du Kastenwald, phase 2",0,skip_duplicate,SITE-24afd1d4f6a10560,distance<=55.0m+commune,ok,Hallstatt,Ha D1
137,194,Widensohlen,"Forêt du Kastenwald, phase 3",0,skip_duplicate,SITE-24afd1d4f6a10560,distance<=55.0m+commune,ok,Hallstatt,Ha D2
138,195,Wintzenheim,Obersoedlen,0,new,SITE-3bf0779c6dc05e21,aucune correspondance,ok,Hallstatt,Ha D2
139,196,Wittenheim,Neumatt-Niederweiher,0,new,SITE-b73d8e3db43808a9,aucune correspondance,ok,Hallstatt,Ha C
139,196,Wittenheim,Neumatt-Niederweiher,1,new,SITE-b73d8e3db43808a9,aucune correspondance,ok,Hallstatt,Ha D1
139,196,Wittenheim,Neumatt-Niederweiher,2,new,SITE-b73d8e3db43808a9,aucune correspondance,ok,Hallstatt,Ha D2
139,196,Wittenheim,Neumatt-Niederweiher,3,new,SITE-b73d8e3db43808a9,aucune correspondance,ok,Hallstatt,Ha D3
140,197,Wolfgantzen,"Forêt du Kastenwald, phase 1",0,skip_duplicate,SITE-02d9bd0dfbed82d7,distance<=55.0m+commune,ok,Hallstatt,Ha C
140,198,Wolfgantzen,"Forêt du Kastenwald, phase 2",0,merge,SITE-02d9bd0dfbed82d7,distance<=55.0m+commune,ok,Hallstatt,Ha D1
140,198,Wolfgantzen,"Forêt du Kastenwald, phase 2",1,merge,SITE-02d9bd0dfbed82d7,distance<=55.0m+commune,ok,Hallstatt,Ha D2
140,198,Wolfgantzen,"Forêt du Kastenwald, phase 2",2,merge,SITE-02d9bd0dfbed82d7,distance<=55.0m+commune,ok,Hallstatt,Ha D3
141,199,Wolfgantzen,"Projet de ZA communale, RD29",0,new,SITE-d78346069ed7c758,aucune correspondance,ok,Hallstatt,Ha C
141,199,Wolfgantzen,"Projet de ZA communale, RD29",1,new,SITE-d78346069ed7c758,aucune correspondance,ok,Hallstatt,Ha D1
1,200,Bezange La Grande,Bois Sainte Marie,0,new,SITE-ec059bb18c9efc43,aucune correspondance,ok,Hallstatt,Ha C
2,201,Bouxières-Sous-Froidemont,Le Tremble site 7,0,new,SITE-1f44ee3c5060b853,aucune correspondance,ok,Hallstatt,Ha D3
3,202,Champigneulles,Le Pont de Bouxières,0,new,SITE-f627e13c51c291e6,aucune correspondance,ok,Hallstatt,Ha D3
4,203,Chaudeney-Sur-Moselle,Bois communal,0,new,SITE-4e27569a184118c4,aucune correspondance,ok,Hallstatt,Ha C
4,203,Chaudeney-Sur-Moselle,Bois communal,1,new,SITE-4e27569a184118c4,aucune correspondance,ok,Hallstatt,Ha D1
5,204,Clayeures,"La Naguée, Le Petit Fays",0,new,SITE-7ed703cf77a1d7c9,aucune correspondance,ok,Hallstatt,Ha B2-B3
5,204,Clayeures,"La Naguée, Le Petit Fays",1,new,SITE-7ed703cf77a1d7c9,aucune correspondance,ok,Hallstatt,Ha C
5,204,Clayeures,"La Naguée, Le Petit Fays",2,new,SITE-7ed703cf77a1d7c9,aucune correspondance,ok,Hallstatt,Ha D1
5,205,Clayeures,"La Naguée, Le Petit Fays",0,new,SITE-7ed703cf77a1d7c9,aucune correspondance,ok,Hallstatt,Ha D2
5,205,Clayeures,"La Naguée, Le Petit Fays",1,new,SITE-7ed703cf77a1d7c9,aucune correspondance,ok,Hallstatt,Ha D3
6,206,Cutry,Cutry (nécropole),0,new,SITE-8837144d598843b1,aucune correspondance,ok,Hallstatt,Ha D2
6,206,Cutry,Cutry (nécropole),1,new,SITE-8837144d598843b1,aucune correspondance,ok,Hallstatt,Ha D3
7,207,Diarville,"Devant Giblot, Pâquis devant Giblot - étape 3",0,new,SITE-cb905d82b8a76850,aucune correspondance,ok,Hallstatt,Ha D2
7,207,Diarville,"Devant Giblot, Pâquis devant Giblot - étape 3",1,new,SITE-cb905d82b8a76850,aucune correspondance,ok,Hallstatt,Ha D3
7,208,Diarville,"Devant Giblot, Pâquis devant Giblot - étapes 1-2",0,new,SITE-a012c21b2d433dab,aucune correspondance,ok,Hallstatt,Ha B2-B3
7,208,Diarville,"Devant Giblot, Pâquis devant Giblot - étapes 1-2",1,new,SITE-a012c21b2d433dab,aucune correspondance,ok,Hallstatt,Ha C
7,208,Diarville,"Devant Giblot, Pâquis devant Giblot - étapes 1-2",2,new,SITE-a012c21b2d433dab,aucune correspondance,ok,Hallstatt,Ha D1
8,209,Gondreville,La Croix Sainte Anne/au loup,0,new,SITE-93448e89cf4a67f0,aucune correspondance,ok,Hallstatt,Ha B2-B3
8,209,Gondreville,La Croix Sainte Anne/au loup,1,new,SITE-93448e89cf4a67f0,aucune correspondance,ok,Hallstatt,Ha C
9,210,Haroué,Bois de Voivre - étape indéterminée,0,new,SITE-c5a08bd4c475bf88,aucune correspondance,ok,indéterminé,
9,211,Haroué,Bois de Voivre - étapes 1-2,0,new,SITE-063e4ee55d0275b3,aucune correspondance,ok,Hallstatt,Ha B2-B3
9,211,Haroué,Bois de Voivre - étapes 1-2,1,new,SITE-063e4ee55d0275b3,aucune correspondance,ok,Hallstatt,Ha C
9,211,Haroué,Bois de Voivre - étapes 1-2,2,new,SITE-063e4ee55d0275b3,aucune correspondance,ok,Hallstatt,Ha D1
10,212,Jaillon,Jaillon (nécropole),0,new,SITE-3d6262892c5d3953,aucune correspondance,ok,indéterminé,
11,213,Laneuvelotte,Le coin du cendrier,0,new,SITE-66466b496c28205d,aucune correspondance,ok,Hallstatt,Ha D2
11,213,Laneuvelotte,Le coin du cendrier,1,new,SITE-66466b496c28205d,aucune correspondance,ok,Hallstatt,Ha D3
12,214,Lesmenils Pont-à-Mouson,"Grand Bois Juré, forêt de Facq",0,new,SITE-f3454092a4a51c27,aucune correspondance,ok,Hallstatt,Ha B2-B3
12,214,Lesmenils Pont-à-Mouson,"Grand Bois Juré, forêt de Facq",1,new,SITE-f3454092a4a51c27,aucune correspondance,ok,Hallstatt,Ha C
13,215,Limey-Remenauville,"Promenade des Moines, nord village",0,new,SITE-ec23b5c159a9cce3,aucune correspondance,ok,Hallstatt,Ha D1
14,216,Liverdun,La Garenne - étape 3,0,new,SITE-f7a4501847618cba,aucune correspondance,ok,Hallstatt,Ha D2
14,216,Liverdun,La Garenne - étape 3,1,new,SITE-f7a4501847618cba,aucune correspondance,ok,Hallstatt,Ha D3
14,217,Liverdun,La Garenne - étapes 1-2,0,new,SITE-c29cf9b643dc20b7,aucune correspondance,ok,Hallstatt,Ha C
14,217,Liverdun,La Garenne - étapes 1-2,1,new,SITE-c29cf9b643dc20b7,aucune correspondance,ok,Hallstatt,Ha D1
15,218,Liverdun,Sablière,0,new,SITE-47bb23452eb54e99,aucune correspondance,ok,Hallstatt,Ha D2
15,218,Liverdun,Sablière,1,new,SITE-47bb23452eb54e99,aucune correspondance,ok,Hallstatt,Ha D3
16,219,Malzeville,Côte de Malzeville - Bois de l'Hôpital,0,new,SITE-d3e9b5235639c07d,aucune correspondance,ok,Hallstatt,Ha D1
17,220,Messein - Richardmenil,Bois de Grève,0,new,SITE-a7306b82aa5a7fce,aucune correspondance,ok,Hallstatt,Ha C
18,221,Phlin,Au nord du village,0,new,SITE-5d51ef7e55114b3c,aucune correspondance,ok,Hallstatt,Ha D2
18,221,Phlin,Au nord du village,1,new,SITE-5d51ef7e55114b3c,aucune correspondance,ok,Hallstatt,Ha D3
19,222,Tomblaine,Le Pré Chenu,0,new,SITE-e692632dce29ac5d,aucune correspondance,ok,Hallstatt,Ha D3
20,223,Vandieres,Les Cugnots,0,merge,SITE-402d0e4840aa6ba2,distance<=55.0m+commune,ok,Hallstatt,Ha D2
20,223,Vandieres,Les Cugnots,1,merge,SITE-402d0e4840aa6ba2,distance<=55.0m+commune,ok,Hallstatt,Ha D3
21,224,Villers-Les-Nancy,Clairlieu,0,new,SITE-8c0435facdb0fe5c,aucune correspondance,ok,Hallstatt,Ha C
21,224,Villers-Les-Nancy,Clairlieu,1,new,SITE-8c0435facdb0fe5c,aucune correspondance,ok,Hallstatt,Ha D1
22,225,Villers-Les-Nancy,"Route Forestière, Parc de Brabois",0,new,SITE-dc9c02e84367ec31,aucune correspondance,ok,Hallstatt,Ha C
23,226,Villey-Saint-Etienne,Bois Communal Cp 13,0,new,SITE-b8dafbd563ec0fde,aucune correspondance,ok,Hallstatt,Ha B2-B3
23,226,Villey-Saint-Etienne,Bois Communal Cp 13,1,new,SITE-b8dafbd563ec0fde,aucune correspondance,ok,Hallstatt,Ha C
23,226,Villey-Saint-Etienne,Bois Communal Cp 13,2,new,SITE-b8dafbd563ec0fde,aucune correspondance,ok,Hallstatt,Ha D1
23,226,Villey-Saint-Etienne,Bois Communal Cp 13,3,new,SITE-b8dafbd563ec0fde,aucune correspondance,ok,Hallstatt,Ha D2
23,226,Villey-Saint-Etienne,Bois Communal Cp 13,4,new,SITE-b8dafbd563ec0fde,aucune correspondance,ok,Hallstatt,Ha D3
24,227,Villey-Saint-Etienne,Carrière Solvay,0,new,SITE-4e2c96ab91101148,aucune correspondance,ok,Hallstatt,Ha D2
24,227,Villey-Saint-Etienne,Carrière Solvay,1,new,SITE-4e2c96ab91101148,aucune correspondance,ok,Hallstatt,Ha D3
24,228,Amanty,Vallée du Maire,0,new,SITE-8120f6b61e149a1f,aucune correspondance,ok,indéterminé,
26,229,Beney-en-Woëvre,Beney-en-Woëvre (nécropole),0,new,SITE-1b7c9c39f72ce209,aucune correspondance,ok,Hallstatt,Ha D2
26,229,Beney-en-Woëvre,Beney-en-Woëvre (nécropole),1,new,SITE-1b7c9c39f72ce209,aucune correspondance,ok,Hallstatt,Ha D3
27,230,Chaillon,Les Fonzelles-Maucourt,0,merge,SITE-b4ba9b95e69d7189,distance<=55.0m+commune,ok,Hallstatt,Ha D2
27,230,Chaillon,Les Fonzelles-Maucourt,1,merge,SITE-b4ba9b95e69d7189,distance<=55.0m+commune,ok,Hallstatt,Ha D3
28,231,Dieue-Sur-Meuse,Thumelou,0,new,SITE-64d682bfdf8012dc,aucune correspondance,ok,Hallstatt,Ha D2
28,231,Dieue-Sur-Meuse,Thumelou,1,new,SITE-64d682bfdf8012dc,aucune correspondance,ok,Hallstatt,Ha D3
29,232,Koeur-la-Petite,Fond de Longevaux,0,new,SITE-c19649062e0f66e3,aucune correspondance,ok,Hallstatt,Ha D1
29,232,Koeur-la-Petite,Fond de Longevaux,1,new,SITE-c19649062e0f66e3,aucune correspondance,ok,Hallstatt,Ha D2
29,232,Koeur-la-Petite,Fond de Longevaux,2,new,SITE-c19649062e0f66e3,aucune correspondance,ok,Hallstatt,Ha D3
30,233,Lacroix-sur-Meuse,Lacroix-sur-Meuse (nécropole),0,new,SITE-8d5a4215c1183d50,aucune correspondance,ok,indéterminé,
31,234,Laimont,Poirier Maraudel,0,new,SITE-ab4634f307ad5c06,aucune correspondance,ok,Hallstatt,Ha D2
31,234,Laimont,Poirier Maraudel,1,new,SITE-ab4634f307ad5c06,aucune correspondance,ok,Hallstatt,Ha D3
32,235,Ligny-en-Barrois,La Chiennerie,0,new,SITE-ac6b0eb1438afa20,aucune correspondance,ok,Hallstatt,Ha D2
32,235,Ligny-en-Barrois,La Chiennerie,1,new,SITE-ac6b0eb1438afa20,aucune correspondance,ok,Hallstatt,Ha D3
33,236,Loison,Loison (nécropole),0,new,SITE-8324531411faa261,aucune correspondance,ok,Hallstatt,Ha D2
33,236,Loison,Loison (nécropole),1,new,SITE-8324531411faa261,aucune correspondance,ok,Hallstatt,Ha D3
34,237,Montzeville,Lambéchamp,0,new,SITE-bee22487af0a944d,aucune correspondance,ok,Hallstatt,Ha C
35,238,Neuvilly-en-Argonne,Croix Saint-Pierre,0,new,SITE-963b596ebcb58b82,aucune correspondance,ok,Hallstatt,Ha C
36,239,Pillon,Bord de l'Othain,0,new,SITE-f39da8bf94772302,aucune correspondance,ok,indéterminé,
37,240,Quincy-Landzecourt,Muret,0,new,SITE-2e628cda9e546810,aucune correspondance,ok,indéterminé,
38,241,Recicourt,Verrières-en-Hesse,0,new,SITE-12df3b2e1dab3c5c,aucune correspondance,ok,indéterminé,
39,242,Rigny-Saint-Martin,Chatte,0,new,SITE-73620a28c4d2a2bc,aucune correspondance,ok,indéterminé,
40,243,Robert-Espagne,Robert-Espagne (nécropole),0,new,SITE-f3ef4673a14eb6f5,aucune correspondance,ok,Hallstatt,Ha D3
40,243,Robert-Espagne,Robert-Espagne (nécropole),1,new,SITE-f3ef4673a14eb6f5,aucune correspondance,ok,Hallstatt,Ha D3 / LT A
41,244,Rouvrois-Sur-Meuse,Long Pré,0,new,SITE-41d54e35533259cd,aucune correspondance,ok,indéterminé,
42,245,Rupt-En-Woevre,Fontaine du Diable,0,new,SITE-14ba47cc94aaa1d5,aucune correspondance,ok,indéterminé,
43,246,Saint-Hilaire-En-Woevre,Brauze,0,new,SITE-38a73f084e5febd9,aucune correspondance,ok,indéterminé,
44,247,Saint-Julien-Sous-Les-Côtes,Hache,0,new,SITE-7d21b97b8d77448d,aucune correspondance,ok,indéterminé,
45,248,Samogneux,Queue du Prillon,0,new,SITE-61fe3a50626836fa,aucune correspondance,ok,Hallstatt,Ha B2-B3
45,248,Samogneux,Queue du Prillon,1,new,SITE-61fe3a50626836fa,aucune correspondance,ok,Hallstatt,Ha C
46,249,Saulvaux,Haie Poirier,0,new,SITE-73ff7777f8587847,aucune correspondance,ok,Hallstatt,Ha B2-B3
46,249,Saulvaux,Haie Poirier,1,new,SITE-73ff7777f8587847,aucune correspondance,ok,Hallstatt,Ha C
47,250,Saulvaux,La Montée d'Aton,0,new,SITE-96b29215b42a3a26,aucune correspondance,ok,Hallstatt,Ha B2-B3
47,250,Saulvaux,La Montée d'Aton,1,new,SITE-96b29215b42a3a26,aucune correspondance,ok,Hallstatt,Ha C
48,251,Sommelone,La Fayssé,0,new,SITE-82d0c48771607084,aucune correspondance,ok,Hallstatt,Ha B2-B3
48,251,Sommelone,La Fayssé,1,new,SITE-82d0c48771607084,aucune correspondance,ok,Hallstatt,Ha C
49,252,Sorcy-Saint-Martin,Rond Buisson,0,new,SITE-c9de8e1c96246079,aucune correspondance,ok,Hallstatt,Ha B2-B3
