site_id,commune,lieu_dit,n_sep,type_sep,chrono,periode,sous_periode,genre,nb_ceramique_nmi,position_corps,decomposition,AC Fibule,AC Bracelet,AC Anneau de jambe,AC Torque,AC Boucle d'oreille,Fer épée/poignard,Fer lance,Fer Char,Roche noire Bracelet,Ambre Perle,Verre Perle
SITE-4cb9e26a3ee1b9e2,Kolbsheim,Kurze Straenge (COS 2.2),43     (individu 2),"inhumation, tombe triple",Ha D1,Hallstatt,Ha D1,Féminin,4,sur le ventre,espace colmaté, ,1, , , ,,,, ,1, 
SITE-4cb9e26a3ee1b9e2,Kolbsheim,Kurze Straenge (COS 2.2),48,inhumation,Ha D1,Hallstatt,Ha D1,Féminin,2,sur le dos,espace vide (contenant rigide), ,1, , , ,,,, , ,1
SITE-4cb9e26a3ee1b9e2,Kolbsheim,Kurze Straenge (COS 2.2),51,inhumation,Ha,Hallstatt,Ha,Indéterminé,1,sur le dos,espace vide (contenant rigide), , , , ,1,,,, , , 
SITE-4cb9e26a3ee1b9e2,Kolbsheim,Kurze Straenge (COS 2.2),52,inhumation,Ha,Hallstatt,Ha,Masculin,2,sur le dos,espace vide (contenant rigide), , , , , ,,,, , , 
SITE-4cb9e26a3ee1b9e2,Kolbsheim,Kurze Straenge (COS 2.2),54,inhumation,Ha D1,Hallstatt,Ha D1,Féminin,2,sur le dos,espace vide (contenant rigide), , , , , ,,,, , ,1
SITE-4cb9e26a3ee1b9e2,Kolbsheim,Kurze Straenge (COS 2.2),59,inhumation,Ha D1,Hallstatt,Ha D1,Indéterminé,4,sur le dos,espace vide (contenant rigide), , , , , ,,,,1,1, 
SITE-4cb9e26a3ee1b9e2,Kolbsheim,Kurze Straenge (COS 2.2),61,inhumation,Ha,Hallstatt,Ha,Masculin,1,sur le dos,espace vide (contenant rigide), , , , , ,,,, , , 
SITE-4cb9e26a3ee1b9e2,Kolbsheim,Kurze Straenge (COS 2.2),"62     (individu 1, 2 ou 3 ?)","inhumation, tombe triple",Ha C-D1,Hallstatt,Ha C-D1,Masculin,1,"sur le dos, sur le ventre",indét, ,1, , , ,,,, , , 
SITE-4cb9e26a3ee1b9e2,Kolbsheim,Kurze Straenge (COS 2.2),76,inhumation,Ha D1-D2,Hallstatt,Ha D1-D2,Indéterminé,1,sur le dos,espace vide (contenant rigide), , , , , ,,,, ,1, 
SITE-4cb9e26a3ee1b9e2,Kolbsheim,Kurze Straenge (COS 2.2),78,inhumation,Ha C-D,Hallstatt,Ha C-D,Indéterminé,1,sur le dos,indét, , , , , ,,,, , , 
SITE-4cb9e26a3ee1b9e2,Kolbsheim,Kurze Straenge (COS 2.2),85,inhumation,Ha D1-D2,Hallstatt,Ha D1-D2,Indéterminé,1,"sur le côté droit, hyperfléchie",indét, , , , , ,,,,1, , 
SITE-4cb9e26a3ee1b9e2,Kolbsheim,Kurze Straenge (COS 2.2),86,inhumation,Ha D1-D2,Hallstatt,Ha D1-D2,Féminin,2,sur le dos,espace vide, , , , , ,,,,1, , 
SITE-4cb9e26a3ee1b9e2,Kolbsheim,Kurze Straenge (COS 2.2),103 (individu 1),"inhumation, tombe double",Ha D1-D2,Hallstatt,Ha D1-D2,Féminin,2,sur le dos,espace vide (contenant rigide), , , , , ,,,,2, , 
SITE-19fa5b123f1517a5,Kolbsheim,Knoblochsberg (COS 2.1),125,inhumation,Ha D1-D2,Hallstatt,Ha D1-D2,Indéterminé,2,sur le dos,indét, , , , , ,,,,2, , 
SITE-19fa5b123f1517a5,Kolbsheim,Knoblochsberg (COS 2.1),126,inhumation,Ha D1-D2,Hallstatt,Ha D1-D2,Indéterminé,2,indét,indét, , , , , ,,,,1, , 
SITE-19fa5b123f1517a5,Kolbsheim,Knoblochsberg (COS 2.1),160,inhumation,Ha D1-D2,Hallstatt,Ha D1-D2,Indéterminé,2,sur le dos,colmatage différé ?, , , , , ,,,,2, , 
SITE-19fa5b123f1517a5,Kolbsheim,Knoblochsberg (COS 2.1),161,inhumation,Ha D1,Hallstatt,Ha D1,Féminin ?,9,sur le dos,indét, ,1, , , ,,,,2, ,2
SITE-19fa5b123f1517a5,Kolbsheim,Knoblochsberg (COS 2.1),137,inhumation,Ha D1-D2,Hallstatt,Ha D1-D2,Indéterminé,1,sur le dos,indét, , , , , ,,,,1, , 
SITE-19fa5b123f1517a5,Kolbsheim,Knoblochsberg (COS 2.1),142,inhumation,Ha D1,Hallstatt,Ha D1,Indéterminé,1,sur le dos,indét, ,1, , , ,,,, , , 
SITE-71efb333f04153a8,Fameck,Rue d'Uckange,54,inhumation,Ha D-LT A,Transition,Ha D3 / LT A,Indéterminé,0,Pas d'os conservé,Pas d'os conservé,,,,,,,,,,,
SITE-253aca6f669c9e1a,Ittenheim,Achenheimer Berg (site COS 2.11),16,inhumation,Ha D1,Hallstatt,Ha D1,Indéterminé,1,sur le dos,indét,,,,,,,,,1,,
SITE-deadb588592cfc1d,Colmar,Rue des Aunes,172,inhumation,Ha D1,Hallstatt,Ha D1,Féminin ?,58,sur le dos,espace vide (contenant rigide encore conservé),,,,,,,,,2,47,6
SITE-607510ecd43367b0,Griesheim-sur-Souffel,Site COS 4.2 - Flaschen,233,inhumation,Ha D1,Hallstatt,Ha D1,Féminin ?,5,"sur le dos, membres en extension",espace vide, ,1, ,1, ,,,, , , 
SITE-607510ecd43367b0,Griesheim-sur-Souffel,Site COS 4.2 - Flaschen,245,inhumation,Ha D-LT A,Transition,Ha D3 / LT A,Masculin ?,0,"sur le dos, membres en extension",espace vide, , , , , ,,,, , , 
SITE-607510ecd43367b0,Griesheim-sur-Souffel,Site COS 4.2 - Flaschen,247,inhumation,Ha C-D ?,Hallstatt,Ha C-D ?,Masculin ?,1,"sur le dos, membres en extension",espace vide, , , , , ,,,, , , 
SITE-607510ecd43367b0,Griesheim-sur-Souffel,Site COS 4.2 - Flaschen,271,"inhumation, tombe double",Ha D1-D2,Hallstatt,Ha D1-D2,Féminin ?,2,"sur le dos, membres en extension",espace vide, , , , ,1,,,, , , 
SITE-607510ecd43367b0,Griesheim-sur-Souffel,Site COS 4.2 - Flaschen,398,inhumation,Ha D1,Hallstatt,Ha D1,Féminin ?,15,"sur le dos, membres en extension",espace vide, ,2, , ,9,,,, , , 
SITE-bde33d8d6d59fbf7,Pfulgriesheim,Site COS 4.2bis - Kammeracker,425,inhumation,Ha D1-D2,Hallstatt,Ha D1-D2,Féminin ?,1,"sur le dos, membres en extension", , , , ,1, ,,,, , , 
SITE-bde33d8d6d59fbf7,Pfulgriesheim,Site COS 4.2bis - Kammeracker,426,inhumation,Ha D1,Hallstatt,Ha D1,Indéterminé,3,"sur le dos, membres en extension", , , , , , ,,,, , , 
SITE-bde33d8d6d59fbf7,Pfulgriesheim,Site COS 4.2bis - Kammeracker,427,inhumation,Ha D1-D2,Hallstatt,Ha D1-D2,Féminin ?,1,"sur le dos, membres en extension", , , , , , ,,,, , , 
SITE-bde33d8d6d59fbf7,Pfulgriesheim,Site COS 4.2bis - Kammeracker,429,inhumation,Ha D1-D2,Hallstatt,Ha D1-D2,Indéterminé,2,"sur le dos, membres en extension", , ,1, , , ,,,, , , 
SITE-bde33d8d6d59fbf7,Pfulgriesheim,Site COS 4.2bis - Kammeracker,431,inhumation,Ha D1,Hallstatt,Ha D1,Féminin ?,2,"sur le dos, membres en extension", , , , , , ,,,, , , 
SITE-bde33d8d6d59fbf7,Pfulgriesheim,Site COS 4.2bis - Kammeracker,432,inhumation,Ha,Hallstatt,Ha,Indéterminé,1,"sur le dos, membres en extension", , , , , , ,,,, , , 
SITE-bde33d8d6d59fbf7,Pfulgriesheim,Site COS 4.2bis - Kammeracker,433,inhumation,Ha D1,Hallstatt,Ha D1,Féminin ?,15,"sur le dos, membres en extension", ,2,6, , , ,,,, , , 
SITE-bde33d8d6d59fbf7,Pfulgriesheim,Site COS 4.2bis - Kammeracker,434,inhumation,Ha D1,Hallstatt,Ha D1,Indéterminé,13,"sur le dos, membres en extension", , ,7, , , ,,,, , , 
SITE-bde33d8d6d59fbf7,Pfulgriesheim,Site COS 4.2bis - Kammeracker,444,inhumation,Ha D1-D2,Hallstatt,Ha D1-D2,Féminin ?,17,"sur le dos, membres en extension", , ,4, , , ,,,, , , 
SITE-bde33d8d6d59fbf7,Pfulgriesheim,Site COS 4.2bis - Kammeracker,441,inhumation,Ha D1-D2,Hallstatt,Ha D1-D2,Féminin ?,2,"sur le dos, membres en extension", , , , ,1, ,,,, , , 
SITE-bde33d8d6d59fbf7,Pfulgriesheim,Site COS 4.2bis - Kammeracker,439,inhumation,Ha D1-D2,Hallstatt,Ha D1-D2,Indéterminé,1,"sur le dos, membres en extension", , , , , , ,,,, , , 
SITE-bde33d8d6d59fbf7,Pfulgriesheim,Site COS 4.2bis - Kammeracker,436,inhumation,Ha D1,Hallstatt,Ha D1,Indéterminé,1, , , ,1, , , ,,,, , , 
SITE-bde33d8d6d59fbf7,Pfulgriesheim,Site COS 4.2bis - Kammeracker,435,inhumation,Ha D1,Hallstatt,Ha D1,Féminin ?,4,"sur le dos, membres en extension",, ,2, ,1, ,,,, , , 
SITE-1fcb1309d745f9de,Marmoutier,Kurzaeckerle/Muehlmatten,1050,inhumation,Ha D1,Hallstatt,Ha D1,Indéterminé,4,sur le dos ,espace vide,,2,,,,,,,2,,
SITE-1fcb1309d745f9de,Marmoutier,Kurzaeckerle/Muehlmatten,1058,inhumation,Ha D1,Hallstatt,Ha D1,Immature,5,indéterminé,indéterminé,,2,,,,,,,,1,
SITE-1fcb1309d745f9de,Marmoutier,Kurzaeckerle/Muehlmatten,1060,inhumation,Ha D1,Hallstatt,Ha D1,féminin,7,sur le dos ,espace vide,,2,,1,2,,,,,,
SITE-1fcb1309d745f9de,Marmoutier,Kurzaeckerle/Muehlmatten,1061,inhumation,Ha D1-D2,Hallstatt,Ha D1-D2,Indéterminé,1,sur le dos ,espace vide,,,,,,,,,,,
SITE-1fcb1309d745f9de,Marmoutier,Kurzaeckerle/Muehlmatten,1062,inhumation,Ha D1,Hallstatt,Ha D1,Indéterminé,2,sur le dos ,espace vide,,,,,,,,,1,,
SITE-1fcb1309d745f9de,Marmoutier,Kurzaeckerle/Muehlmatten,1067,inhumation,Ha D1,Hallstatt,Ha D1,Indéterminé,3,sur le dos ,espace vide,,,,,,,,,,1,
SITE-1fcb1309d745f9de,Marmoutier,Kurzaeckerle/Muehlmatten,1068,inhumation,Ha D1,Hallstatt,Ha D1,féminin,5,sur le dos ,espace vide,,2,,1,,,,,,,
SITE-4632c5de79b2a41b,Ensisheim,Reguisheimer Feld/ZAID tranche 3,54,inhumation,BF IIIb,Bronze final,BF IIIb,Indéterminé,1,sur le dos ,indéterminé,,,,,,,,,,,
SITE-4632c5de79b2a41b,Ensisheim,Reguisheimer Feld/ZAID tranche 3,205,inhumation,Ha C2,Hallstatt,Ha C2,Indéterminé,2,sur le dos ,indéterminé,,2,,,,,,,,,
SITE-4632c5de79b2a41b,Ensisheim,Reguisheimer Feld/ZAID tranche 3,208,inhumation,Ha C1,Hallstatt,Ha C1,Indéterminé,4,indéterminé,indéterminé,,,,,,,,,2,,
SITE-4632c5de79b2a41b,Ensisheim,Reguisheimer Feld/ZAID tranche 3,195004,inhumation,Ha C1,Hallstatt,Ha C1,Indéterminé,1,indéterminé,indéterminé,,,,,,,,,,,
SITE-4632c5de79b2a41b,Ensisheim,Reguisheimer Feld/ZAID tranche 4,14694,inhumation,Ha C,Hallstatt,Ha C,Indéterminé,0,sur le côté,indéterminé,,,,,,,,,,,
SITE-4632c5de79b2a41b,Ensisheim,Reguisheimer Feld/ZAID tranche 4,14695,inhumation,Ha C2,Hallstatt,Ha C2,Indéterminé,3,sur le dos ,espace vide,,,,,,,,,,,
SITE-4632c5de79b2a41b,Ensisheim,Reguisheimer Feld/ZAID tranche 4,17113,inhumation,Ha D,Hallstatt,Ha D,Indéterminé,3,sur le dos ,indéterminé,,,,,,,,,,,
SITE-4632c5de79b2a41b,Ensisheim,Reguisheimer Feld/ZAID tranche 4,17115,inhumation,Ha D1,Hallstatt,Ha D1,Indéterminé,14,sur le dos ,indéterminé,,,,,2,,,,2,1,2
SITE-4632c5de79b2a41b,Ensisheim,Reguisheimer Feld/ZAID tranche 4,17165,inhumation,Ha D1,Hallstatt,Ha D1,Indéterminé,2,sur le dos ,espace vide,,,,,,,,,,,
SITE-4632c5de79b2a41b,Ensisheim,Reguisheimer Feld/ZAID tranche 4,17166,inhumation,Ha D1,Hallstatt,Ha D1,Indéterminé,2,sur le dos ,"espace vide, traces cerceuil",,,,,,,,,,,
SITE-4632c5de79b2a41b,Ensisheim,Reguisheimer Feld/ZAID tranche 4,17171,inhumation,Ha D1,Hallstatt,Ha D1,Indéterminé,8,indéterminé,indéterminé,,,,,2,,,,2,1,
SITE-4632c5de79b2a41b,Ensisheim,Reguisheimer Feld/ZAID tranche 4,17209,inhumation,Ha D1,Hallstatt,Ha D1,Indéterminé,3,indéterminé,espace vide,,,,,,,,,,,
SITE-f03acea0267070c9,Wettolsheim,Ricoh,17,inhumation,Ha,Hallstatt,Ha,Immature,1,sur le dos ,espace vide,,,,,,,,,,,
SITE-f03acea0267070c9,Wettolsheim,Ricoh,18,"inhumation, tombe double ?",Ha,Hallstatt,Ha,Indéterminé,1,indéterminé,espace vide,,,,,,,,,,,
SITE-f03acea0267070c9,Wettolsheim,Ricoh,54,inhumation,Ha C,Hallstatt,Ha C,Indéterminé,4,sur le dos ,espace vide,,,,,,,,,,,
SITE-f03acea0267070c9,Wettolsheim,Ricoh,363,inhumation,Ha,Hallstatt,Ha,Indéterminé,2,sur le dos ,indéterminé,,,,,,,,,,,
SITE-f03acea0267070c9,Wettolsheim,Ricoh,401a,inhumation,Ha C2-D1,Hallstatt,Ha C2-D1,Immature,10,sur le dos ,espace vide,,2,,,,,,,,,
SITE-f03acea0267070c9,Wettolsheim,Ricoh,405,inhumation,Ha C2-D1,Hallstatt,Ha C2-D1,Indéterminé,4,sur le dos ,"espace vide, vestige d'un coffre",,2,,,,,,,1,,1
SITE-f03acea0267070c9,Wettolsheim,Ricoh,459,inhumation,Ha D1,Hallstatt,Ha D1,Indéterminé,4,sur le dos ,espace vide,,,,,2,,,,2,,
SITE-f03acea0267070c9,Wettolsheim,Ricoh,701,inhumation,Ha D1,Hallstatt,Ha D1,Indéterminé,5,sur le côté,espace vide,,,,,,,,,2,2,
SITE-f03acea0267070c9,Wettolsheim,Ricoh,736,inhumation,Ha,Hallstatt,Ha,Indéterminé,3,sur le dos ,espace vide,,,,,,,,,,,
SITE-f03acea0267070c9,Wettolsheim,Ricoh,753a,inhumation,Ha D1,Hallstatt,Ha D1,Indéterminé,6,sur le dos ,"espace vide, traces du cercueil",,2,,,1,,,,,1,
SITE-f03acea0267070c9,Wettolsheim,Ricoh,776,inhumation,Ha C2-D1,Hallstatt,Ha C2-D1,Indéterminé,3,sur le dos ,espace vide,,2,,,,,,,,,
SITE-f03acea0267070c9,Wettolsheim,Ricoh,929,inhumation,Ha C2-D1,Hallstatt,Ha C2-D1,Indéterminé,6,sur le dos ,indéterminé,,,,,,,,,1,,
SITE-f03acea0267070c9,Wettolsheim,Ricoh,1061,inhumation,Ha C,Hallstatt,Ha C,Indéterminé,3,sur le côté,indéterminé,,,,,,,,,,,
SITE-f03acea0267070c9,Wettolsheim,Ricoh,1065,inhumation,Ha C,Hallstatt,Ha C,Indéterminé,8,sur le dos ,indéterminé,,,,,,,,,,,
SITE-f03acea0267070c9,Wettolsheim,Ricoh,1074,inhumation,Ha C2-D1,Hallstatt,Ha C2-D1,Masculin,8,sur le dos ,"espace vide, traces de coffre",,,,,,,,,2,,
SITE-f03acea0267070c9,Wettolsheim,Ricoh,1078,inhumation,Ha C2-D1,Hallstatt,Ha C2-D1,Indéterminé,5,indéterminé,indéterminé,,,,,,,,,,,
SITE-f03acea0267070c9,Wettolsheim,Ricoh,1088/1,inhumation,Ha D1,Hallstatt,Ha D1,féminin,13,sur le dos ,indéterminé,,,,,,,,,,2,
SITE-f03acea0267070c9,Wettolsheim,Ricoh,1088/2,inhumation,Ha D1,Hallstatt,Ha D1,Immature,0,sur le côté,indéterminé,,,,,,,,,,,
SITE-1cb1065d7bc44e20,Nordhouse,Buerckelmatt,3,inhumation,Ha C-D1,Hallstatt,Ha C-D1,féminin,2,sur le dos,indéterminé,,,,,,,,,1,,1
SITE-1cb1065d7bc44e20,Nordhouse,Buerckelmatt,7a,inhumation,Ha D1,Hallstatt,Ha D1,Masculin,2,sur le dos,espace vide,2,,,,,,,,,,
SITE-1cb1065d7bc44e20,Nordhouse,Buerckelmatt,8,inhumation,Ha D1,Hallstatt,Ha D1,féminin,4,sur le dos,indéterminé,,2,2,,,,,,,,
SITE-1cb1065d7bc44e20,Nordhouse,Buerckelmatt,10,inhumation,Ha C,Hallstatt,Ha C,féminin,1,sur le dos,espace vide,,,,,,,,,1,,
SITE-1cb1065d7bc44e20,Nordhouse,Buerckelmatt,11,inhumation,Ha D1,Hallstatt,Ha D1,féminin,5,sur le dos,espace vide,,2,,,2,,,,,,
SITE-1cb1065d7bc44e20,Nordhouse,Buerckelmatt,13a et b,inhumation,Ha D3,Hallstatt,Ha D3,féminin,4,sur le dos,indéterminé,1,1,1,,,,,,,,
SITE-1cb1065d7bc44e20,Nordhouse,Buerckelmatt,14,inhumation,Ha C,Hallstatt,Ha C,Masculin,2,sur le dos,espace vide,,1,,,,,,,,,
SITE-1cb1065d7bc44e20,Nordhouse,Buerckelmatt,16,inhumation,Ha C-D1,Hallstatt,Ha C-D1,féminin,3,sur le dos,indéterminé,,,,,,,,,2,,1
SITE-1cb1065d7bc44e20,Nordhouse,Buerckelmatt,A Kim,inhumation,Ha D3,Hallstatt,Ha D3,féminin,2,sur le dos,indéterminé,1,,1,,,,,,,,
SITE-1cb1065d7bc44e20,Nordhouse,Buerckelmatt,3,inhumation,Ha,Hallstatt,Ha,Indéterminé,1,sur le dos,espace vide,,,,,,,,,,,
SITE-1cb1065d7bc44e20,Nordhouse,Buerckelmatt,6.1 et 2,inhumation,Ha,Hallstatt,Ha,Indéterminé,1,sur le dos,espace vide,,,,,,,,,,1,
SITE-1cb1065d7bc44e20,Nordhouse,Buerckelmatt,8,inhumation,Ha C-D1,Hallstatt,Ha C-D1,féminin,2,sur le côté,espace vide,,,,,,,,,1,,1
SITE-1cb1065d7bc44e20,Nordhouse,Buerckelmatt,9,inhumation,Ha C-D1,Hallstatt,Ha C-D1,féminin,1,sur le dos,espace vide,,,,,,,,,1,,
SITE-1cb1065d7bc44e20,Nordhouse,Buerckelmatt,10,inhumation,Ha C,Hallstatt,Ha C,féminin,3,sur le côté,espace vide,,,,,,,,,2,,1
SITE-1cb1065d7bc44e20,Nordhouse,Buerckelmatt,12,inhumation,Ha,Hallstatt,Ha,Indéterminé,2,sur le dos,espace vide,,,,,,,,,,,
SITE-1cb1065d7bc44e20,Nordhouse,Buerckelmatt,17,inhumation,Ha D1-D2,Hallstatt,Ha D1-D2,Indéterminé,6,sur le dos,espace vide,,2,,,,,,,,,
SITE-1cb1065d7bc44e20,Nordhouse,Buerckelmatt,18,inhumation,Ha C-D1,Hallstatt,Ha C-D1,féminin,1,indéterminé,indéterminé,,,,,,,,,1,,
SITE-1cb1065d7bc44e20,Nordhouse,Buerckelmatt,19,inhumation,Ha C-D1,Hallstatt,Ha C-D1,Indéterminé,1,sur le dos,espace vide,,,,,,,,,,,
SITE-1cb1065d7bc44e20,Nordhouse,Buerckelmatt,20,inhumation,Ha D1,Hallstatt,Ha D1,Masculin,1,sur le dos,espace vide,,,,,,,,,,,
SITE-1cb1065d7bc44e20,Nordhouse,Buerckelmatt,22,inhumation,Ha C-D1,Hallstatt,Ha C-D1,Masculin,1,indéterminé,indéterminé,,,,,,,,,,,
SITE-1cb1065d7bc44e20,Nordhouse,Buerckelmatt,24,inhumation,Ha D1,Hallstatt,Ha D1,féminin,2,indéterminé,indéterminé,,,,,,,,,,,
SITE-1cb1065d7bc44e20,Nordhouse,Buerckelmatt,1,inhumation,Ha D1,Hallstatt,Ha D1,féminin,15,sur le dos,indéterminé,1,4,2,1,,,,,,,
SITE-1cb1065d7bc44e20,Nordhouse,Buerckelmatt,3,inhumation,Ha C,Hallstatt,Ha C,féminin,2,sur le dos,indéterminé,,,,,,,,,2,,
SITE-1cb1065d7bc44e20,Nordhouse,Buerckelmatt,4a,inhumation,Ha D3,Hallstatt,Ha D3,Indéterminé,3,indéterminé,indéterminé,1,1,,,,,,,,,
SITE-1cb1065d7bc44e20,Nordhouse,Buerckelmatt,6.1 et 2,inhumation,Ha D1,Hallstatt,Ha D1,féminin,4,sur le dos,espace vide,,2,,,1,,,,,,
SITE-1cb1065d7bc44e20,Nordhouse,Buerckelmatt,7,inhumation,Ha,Hallstatt,Ha,féminin,3,sur le dos,indéterminé,,,,,,,,,,,
SITE-1cb1065d7bc44e20,Nordhouse,Buerckelmatt,9,inhumation,Ha D1-D2,Hallstatt,Ha D1-D2,féminin,2,sur le ventre,espace vide,,1,1,,,,,,,,
SITE-1cb1065d7bc44e20,Nordhouse,Buerckelmatt,10,inhumation,Ha D3,Hallstatt,Ha D3,féminin,17,sur le dos,espace vide,4,2,3,,,,,,,,
SITE-1cb1065d7bc44e20,Nordhouse,Buerckelmatt,12,inhumation,Ha D2,Hallstatt,Ha D2,féminin,2,indéterminé,indéterminé,,2,,,,,,,,,
SITE-1cb1065d7bc44e20,Nordhouse,Buerckelmatt,13,inhumation,Ha C-D1,Hallstatt,Ha C-D1,Indéterminé,3,sur le dos,espace vide,,,,,,,,,,,
SITE-1cb1065d7bc44e20,Nordhouse,Buerckelmatt,14,inhumation,Ha D3,Hallstatt,Ha D3,féminin,12,sur le dos,espace vide,2,,,,,,,,,,
SITE-1cb1065d7bc44e20,Nordhouse,Buerckelmatt,15,inhumation,Ha C-D1,Hallstatt,Ha C-D1,féminin,7,sur le dos,espace vide,,,,,,,,,2,,
SITE-1cb1065d7bc44e20,Nordhouse,Buerckelmatt,16,inhumation,Ha,Hallstatt,Ha,Indéterminé,3,sur le dos,espace vide,,,,,2,,,,,,
SITE-1cb1065d7bc44e20,Nordhouse,Buerckelmatt,18,inhumation,Ha D1,Hallstatt,Ha D1,féminin,9,sur le dos,espace vide,,1,,,2,,,,,,
SITE-1cb1065d7bc44e20,Nordhouse,Buerckelmatt,19,inhumation,Ha D3,Hallstatt,Ha D3,féminin,18,sur le dos,espace vide,5,2,2,,3,,,,,,
SITE-1cb1065d7bc44e20,Nordhouse,Buerckelmatt,21,inhumation,Ha,Hallstatt,Ha,Indéterminé,1,sur le dos,espace vide,,,,,,,,,,,
SITE-1cb1065d7bc44e20,Nordhouse,Buerckelmatt,22,inhumation,Ha C-D1,Hallstatt,Ha C-D1,féminin,247,sur le dos,espace vide,,,,,,,,,2,2,240
SITE-1cb1065d7bc44e20,Nordhouse,Buerckelmatt,A/8,inhumation,Ha D3,Hallstatt,Ha D3,féminin,10,sur le dos,indéterminé,,2,2,,2,,,,,,
SITE-1cb1065d7bc44e20,Nordhouse,Buerckelmatt,1,inhumation,Ha C,Hallstatt,Ha C,féminin,3,indéterminé,indéterminé,,2,,,,,,,,,
SITE-1cb1065d7bc44e20,Nordhouse,Buerckelmatt,3,inhumation,Ha D1,Hallstatt,Ha D1,féminin,8,sur le dos,espace vide,,2,,,2,,,,,,
SITE-1cb1065d7bc44e20,Nordhouse,Buerckelmatt,4,inhumation,Ha D1-D2,Hallstatt,Ha D1-D2,féminin,470,sur le dos,espace vide,2,1,2,,,,,,,11,105
SITE-1cb1065d7bc44e20,Nordhouse,Buerckelmatt,5,inhumation,Ha C-D1,Hallstatt,Ha C-D1,féminin,2,sur le dos,espace vide,,,,,,,,,2,,
SITE-1cb1065d7bc44e20,Nordhouse,Buerckelmatt,7,inhumation,Ha D1,Hallstatt,Ha D1,féminin,12,sur le dos,espace vide,6,2,,1,2,,,,,,
SITE-1cb1065d7bc44e20,Nordhouse,Buerckelmatt,A,inhumation,Ha D1,Hallstatt,Ha D1,féminin,2,sur le dos,indéterminé,,,,,,,,,,,
SITE-1cb1065d7bc44e20,Nordhouse,Buerckelmatt,B,inhumation,Ha C2-D1,Hallstatt,Ha C2-D1,Indéterminé,4,sur le dos,indéterminé,,3,,,,,,,,,
SITE-1cb1065d7bc44e20,Nordhouse,Buerckelmatt,1,inhumation,Ha C-D1,Hallstatt,Ha C-D1,Indéterminé,2,sur le côté,espace vide,,,,,,,,,,,
SITE-1cb1065d7bc44e20,Nordhouse,Buerckelmatt,3,inhumation,Ha D1,Hallstatt,Ha D1,Masculin,4,sur le dos,espace vide,,,,,,,,,,,
SITE-1cb1065d7bc44e20,Nordhouse,Buerckelmatt,4.1 et 2,inhumation,Ha C-D1,Hallstatt,Ha C-D1,Indéterminé,2,sur le dos,espace vide,,,,,,,,,,,
SITE-1cb1065d7bc44e20,Nordhouse,Buerckelmatt,5,inhumation,Ha C-D1,Hallstatt,Ha C-D1,Masculin,1,indéterminé,indéterminé,,,,,,,,,,,
SITE-1cb1065d7bc44e20,Nordhouse,Buerckelmatt,6.1 et 6.2,inhumation,Ha D1,Hallstatt,Ha D1,féminin,10,A : sur le dos ; I : sur le côté,espace vide,,,,1,2,,,,,,
SITE-1cb1065d7bc44e20,Nordhouse,Buerckelmatt,7,inhumation,Ha D1,Hallstatt,Ha D1,féminin,14,,espace vide,,,,,2,,,,,9,
SITE-1cb1065d7bc44e20,Nordhouse,Buerckelmatt,8,inhumation,Ha C-D1,Hallstatt,Ha C-D1,féminin,5,,espace vide,,,,,,,,,2,1,
SITE-1cb1065d7bc44e20,Nordhouse,Buerckelmatt,9,inhumation,Ha C,Hallstatt,Ha C,Indéterminé,2,,espace vide,,,,,,,,,,,
SITE-1cb1065d7bc44e20,Nordhouse,Buerckelmatt,11,inhumation,Ha C2,Hallstatt,Ha C2,féminin,4,,espace vide,,,,,,,,,2,,
SITE-1cb1065d7bc44e20,Nordhouse,Buerckelmatt,12,inhumation,Ha C-D1,Hallstatt,Ha C-D1,féminin,2,,,,,,,,,,,,,1
SITE-1cb1065d7bc44e20,Nordhouse,Buerckelmatt,13,inhumation,Ha,Hallstatt,Ha,Indéterminé,2,,,,,,,,,,,,,
SITE-40797791793cb7e5,Xouaxanges,Le Champ Renard,1,inhumation,Ha D2-D3,Hallstatt,Ha D2-D3,Indéterminé,6,sur le dos, ,1,2,2,1, ,,,, , , 
SITE-40797791793cb7e5,Xouaxanges,Le Champ Renard,1,inhumation,Ha D2-D3,Hallstatt,Ha D2-D3,Indéterminé,2, , , , ,2, , ,,,, , , 
SITE-ac7c1f0694bf67e3,Metz,ZAC Technopole site C,,inhumation,Ha D3,Hallstatt,Ha D3,Indéterminé,6,sur le dos, ,2,1,1, , ,,,, , , 
SITE-f6b081866a28095e,Mondelange,Schemerten,19,inhumation,Ha C-D1,Hallstatt,Ha C-D1,féminin,2,sur le dos,espace vide, ,2, , , ,,,, , , 
SITE-f6b081866a28095e,Mondelange,Schemerten,4,crémation,Ha D1,Hallstatt,Ha D1,Indéterminé,12, , , ,2, , , ,,,,1, , 
SITE-f6b081866a28095e,Mondelange,Schemerten,61,inhumation,Ha C,Hallstatt,Ha C,Masculin,5,sur le dos, , , , , , ,,,, , , 
SITE-f6b081866a28095e,Mondelange,Schemerten,62,inhumation,Ha D3,Hallstatt,Ha D3,féminin,5,sur le dos, ,4, , , , ,,,, , , 
SITE-f6b081866a28095e,Mondelange,Schemerten,64,inhumation,Ha D3,Hallstatt,Ha D3,Indéterminé,7,sur le dos, ,2, ,2, ,1,,,, , , 
SITE-f6b081866a28095e,Mondelange,Schemerten,178,inhumation,Ha D3,Hallstatt,Ha D3,féminin,4,sur le dos, , , ,2, , ,,,, , , 
