site_id,id_proto,commune,lieu_dit,type_site,type_site_canon,periode,sous_periode,datation_1_brut,datation_2_brut,longitude,latitude,x_l93,y_l93,statut_fouille,confiance,source,bibliographie,structures_resume,remarques,ea,oa
PROTO-ALS-1572,1572,Walheim,Rue Luemschwiller,habitat,HABITAT,LA_TENE,LT A,LTAB,,,,,,,LOW,BdD_Proto_Alsace_xlsx,nan,nan,nan,4.0,
PROTO-ALS-1573,1573,Wettolsheim,Usine Ricoh,habitat,HABITAT,LA_TENE,LT A,LTAB,,7.323099789,48.05015076,1021948.99999322,6781012.000044362,,LOW,BdD_Proto_Alsace_xlsx,nan,nan,nan,14.0,
PROTO-ALS-1574,1574,Wettolsheim,Usine Ricoh 2,habitat,HABITAT,LA_TENE,LT A,LTAB,,7.323099789,48.05015076,1021948.99999322,6781012.000044362,,LOW,BdD_Proto_Alsace_xlsx,nan,nan,nan,3.0,
PROTO-ALS-1575,1575,Weyersheim,Lot. « Les hauts de la Zorn » / Rue de la Gare,habitat,HABITAT,LA_TENE,LT A,LTAB,,,,,,,LOW,BdD_Proto_Alsace_xlsx,nan,nan,nan,675290019.0,
PROTO-ALS-1576,1576,Wolfisheim,Hunsrücken,habitat,HABITAT,LA_TENE,LT A,LTAB,,,,,,,LOW,BdD_Proto_Alsace_xlsx,nan,nan,nan,,
PROTO-ALS-1577,1577,Zellwiller,Pfegfeld,habitat,HABITAT,LA_TENE,LT A,LTAB,,,,,,,LOW,BdD_Proto_Alsace_xlsx,nan,nan,nan,,
PROTO-ALS-1578,1578,Schwindratzhei m,Au nord du ban communal,habitat,HABITAT,LA_TENE,LT A,LTAB,,,,,,,LOW,BdD_Proto_Alsace_xlsx,nan,nan,nan,,
PROTO-ALS-1579,1579,Souffelweyersheim,Lot. « Les Sept Arpents »,habitat,HABITAT,LA_TENE,LT A,LTAB,,7.7323,48.6339,1048501.7885779189,6847525.735305162,,LOW,BdD_Proto_Alsace_xlsx,nan,nan,nan,,
PROTO-ALS-1580,1580,Sierentz,"Landstrasse, Sandgrube, Hochkirch, Scholl, Hochstraessle, Tiergarten",habitat,HABITAT,LA_TENE,LT A,LTAB,,7.448918,47.664629,1033721.3492355755,6738764.05701974,,LOW,BdD_Proto_Alsace_xlsx,nan,nan,nan,13.0,
PROTO-ALS-1581,1581,Stutzheim- Offenheim,11 rue des Églantiers / Lange Straenge ?,habitat,HABITAT,LA_TENE,LT A,LTAB,,,,,,,LOW,BdD_Proto_Alsace_xlsx,nan,nan,nan,3.0,
PROTO-ALS-1582,1582,Stutzheim- Offenheim,Hengstweg,habitat,HABITAT,LA_TENE,LT A,LTAB,,,,,,,LOW,BdD_Proto_Alsace_xlsx,nan,nan,nan,2.0,
PROTO-ALS-1583,1583,Vendenheim,"Zone industrielle
/ Mittelfeld",habitat,HABITAT,LA_TENE,LT A,LTAB,,,,,,,LOW,BdD_Proto_Alsace_xlsx,nan,nan,nan,8.0,
PROTO-ALS-1584,1584,Rixheim,Brunnenberg,habitat,HABITAT,LA_TENE,LT A,LTAB,,,,,,,LOW,BdD_Proto_Alsace_xlsx,nan,nan,nan,,
PROTO-ALS-1585,1585,Rosheim,Sablière Helmbacher / Sandgrube,habitat,HABITAT,LA_TENE,LT A,LTAB,,,,,,,LOW,BdD_Proto_Alsace_xlsx,nan,nan,nan,36.0,
PROTO-ALS-1586,1586,Rosheim,"Renecka, ZAC Rosenmeer",habitat,HABITAT,LA_TENE,LT A,LTAB,,7.493742,48.508242,1031747.6372469894,6832552.845766151,,LOW,BdD_Proto_Alsace_xlsx,nan,nan,nan,,
PROTO-ALS-1587,1587,Rosheim,Mittelweg,habitat,HABITAT,LA_TENE,LT A,LTAB,,7.4843,48.4996,1031105.8648127071,6831554.106054179,,MEDIUM,BdD_Proto_Alsace_xlsx,nan,nan,nan,,
PROTO-ALS-1588,1588,Rosheim,Schnelzellmatt (zone 1),habitat,HABITAT,LA_TENE,LT A,LTAB,,,,,,,LOW,BdD_Proto_Alsace_xlsx,nan,nan,nan,,
PROTO-ALS-1589,1589,Rosheim,Lotissement Sainte Odile,habitat,HABITAT,LA_TENE,LT A,LTAB,,,,,,,LOW,BdD_Proto_Alsace_xlsx,nan,nan,nan,,
PROTO-ALS-1590,1590,Rouffach,Rd 18Bis - Rd 83,habitat,HABITAT,LA_TENE,LT A,LTAB,,7.333546,47.954754,1023307.6542549036,6770469.894247889,,LOW,BdD_Proto_Alsace_xlsx,nan,nan,nan,37.0,
PROTO-ALS-1591,1591,Rosheim,AFUA Rittergass / Boerschweg,habitat,HABITAT,LA_TENE,LT A,LTAB,,7.456683032,48.49097121,1029122.9999962983,6830480.999898355,,LOW,BdD_Proto_Alsace_xlsx,nan,nan,nan,,
PROTO-ALS-1592,1592,Rosheim,Snelzellmatt,habitat,HABITAT,LA_TENE,LT A,LTAB,,,,,,,LOW,BdD_Proto_Alsace_xlsx,nan,nan,nan,,
PROTO-ALS-1593,1593,Sainte-Croix- en-Plaine,Jebsen Boden,habitat,HABITAT,LA_TENE,LT A,LTAB,,,,,,,LOW,BdD_Proto_Alsace_xlsx,nan,nan,nan,32.0,
PROTO-ALS-1594,1594,Niedersteinbach,Le Maimont,habitat,HABITAT,LA_TENE,LT A,LTAB,,7.7074046,49.0524574,1043897.654784054,6893874.510773718,,LOW,BdD_Proto_Alsace_xlsx,nan,nan,nan,,
PROTO-ALS-1595,1595,Obernai,Kurzen Leh (1) / Nevenbrunnen / Runz (zone 2) ou Kurze leh / Weyeracker,habitat,HABITAT,LA_TENE,LT A,LTAB,,,,,,,LOW,BdD_Proto_Alsace_xlsx,nan,nan,nan,,
PROTO-ALS-1596,1596,Obernai,Sandgrub,habitat,HABITAT,LA_TENE,LT A,LTAB,,,,,,,LOW,BdD_Proto_Alsace_xlsx,nan,nan,nan,,
PROTO-ALS-1597,1597,Obernai,Strassburgze Pfad/PAEI,habitat,HABITAT,LA_TENE,LT A,LTAB,,,,,,,LOW,BdD_Proto_Alsace_xlsx,nan,nan,nan,,
PROTO-ALS-1598,1598,Orschwiller,Aire de repos du Haut- Koenigsbourg,habitat,HABITAT,LA_TENE,LT A,LTAB,,,,,,,LOW,BdD_Proto_Alsace_xlsx,nan,nan,nan,12.0,
PROTO-ALS-1599,1599,Pfulgriesheim,Lot. communal  / Langgarten et Buetzel,habitat,HABITAT,LA_TENE,LT A,LTAB,,7.6731,48.6429,1044088.0533049337,6848264.902092506,,LOW,BdD_Proto_Alsace_xlsx,nan,nan,nan,8.0,
PROTO-ALS-1600,1600,Pfulgriesheim,Lot. communal  /  Langgarten et Buetzel,habitat,HABITAT,LA_TENE,LT A,LTAB,,7.6731,48.6429,1044088.0533049337,6848264.902092506,,LOW,BdD_Proto_Alsace_xlsx,nan,nan,nan,,
PROTO-ALS-1601,1601,Pfaffenheim,Station d'épuration,habitat,HABITAT,LA_TENE,LT A,LTAB,,,,,,,LOW,BdD_Proto_Alsace_xlsx,nan,nan,nan,,
PROTO-ALS-1602,1602,Ottrot,Mont Sainte Odile,habitat,HABITAT,LA_TENE,LT A,LTAB,,,,,,,LOW,BdD_Proto_Alsace_xlsx,nan,nan,nan,3.0,
PROTO-ALS-1603,1603,Ottrot,Mont-Sainte-Odile / Hohenburg,habitat,HABITAT,LA_TENE,LT A,LTAB,,,,,,,LOW,BdD_Proto_Alsace_xlsx,nan,nan,nan,,
PROTO-ALS-1604,1604,Reichstett,Schamli,habitat,HABITAT,LA_TENE,LT A,LTAB,,,,,,,LOW,BdD_Proto_Alsace_xlsx,nan,nan,nan,3.0,
PROTO-ALS-1605,1605,Riedisheim,Ober Dem Marxweg,habitat,HABITAT,LA_TENE,LT A,LTAB,,,,,,,LOW,BdD_Proto_Alsace_xlsx,nan,nan,nan,20.0,
PROTO-ALS-1606,1606,Riedisheim,Am Habserweg,habitat,HABITAT,LA_TENE,LT A,LTAB,,,,,,,LOW,BdD_Proto_Alsace_xlsx,nan,nan,nan,7.0,
PROTO-ALS-1607,1607,Riedisheim,"Centre Culturel, Seeboden",habitat,HABITAT,LA_TENE,LT A,LTAB,,,,,,,LOW,BdD_Proto_Alsace_xlsx,nan,nan,nan,10.0,
PROTO-ALS-1608,1608,Riedisheim,Schoffelberg,habitat,HABITAT,LA_TENE,LT A,LTAB,,,,,,,LOW,BdD_Proto_Alsace_xlsx,nan,nan,nan,,
PROTO-ALS-1609,1609,Riedisheim,Lurbitinnen,habitat,HABITAT,LA_TENE,LT A,LTAB,,,,,,,LOW,BdD_Proto_Alsace_xlsx,nan,nan,nan,,
PROTO-ALS-1610,1610,Meistratzheim,Pfeff (zone 2),habitat,HABITAT,LA_TENE,LT A,LTAB,,7.546882366816094,48.44882591178126,1036046.4850138273,6826183.698149674,,LOW,BdD_Proto_Alsace_xlsx,nan,nan,nan,,
PROTO-ALS-1611,1611,Meistratzheim,"Pfeff (zone 2, 3)",habitat,HABITAT,LA_TENE,LT A,LTAB,,7.546882366816094,48.44882591178126,1036046.4850138273,6826183.698149674,,LOW,BdD_Proto_Alsace_xlsx,nan,nan,nan,,
PROTO-ALS-1612,1612,Meistratzheim,Voegel (zone 1),habitat,HABITAT,LA_TENE,LT A,LTAB,,,,,,,LOW,BdD_Proto_Alsace_xlsx,nan,nan,nan,,
PROTO-ALS-1613,1613,Meistratzheim,Voegel,habitat,HABITAT,LA_TENE,LT A,LTAB,,7.54996,48.45201,1036253.3089107452,6826550.147362268,,LOW,BdD_Proto_Alsace_xlsx,nan,nan,nan,,
PROTO-ALS-1614,1614,Merxheim,"Lot.
« Trummelmatte n »",habitat,HABITAT,LA_TENE,LT A,LTAB,,7.286868,47.906255,1020121.0747391238,6764898.661578286,,LOW,BdD_Proto_Alsace_xlsx,nan,nan,nan,19.0,
PROTO-ALS-1615,1615,Mittelhausen,"Vorderen Berg / Tronçon H, site 9.5 / LGV EE",habitat,HABITAT,LA_TENE,LT A,LTAB,,7.614224,48.705337,1039352.4785525581,6854939.688241983,,LOW,BdD_Proto_Alsace_xlsx,nan,nan,nan,,
PROTO-ALS-1616,1616,Mittelhausen,Liesbuehl / Gimbretter Weg,habitat,HABITAT,LA_TENE,LT A,LTAB,,7.6317,48.7102,1040604.5810671942,6855554.67682998,,LOW,BdD_Proto_Alsace_xlsx,nan,nan,nan,,
PROTO-ALS-1617,1617,Mittelhausen,Kellen / Neun Quellen / LGV EE 9-4,habitat,HABITAT,LA_TENE,LT A,LTAB,,7.614224,48.705337,1039352.4785525581,6854939.688241983,,LOW,BdD_Proto_Alsace_xlsx,nan,nan,nan,,
PROTO-ALS-1618,1618,Mittelhausen,Vorderen Berg,habitat,HABITAT,LA_TENE,LT A,LTAB,,7.614224,48.705337,1039352.4785525581,6854939.688241983,,LOW,BdD_Proto_Alsace_xlsx,nan,nan,nan,,
PROTO-ALS-1619,1619,Morschwiller- le-Bas,Rocade ouest de Mulhouse,habitat,HABITAT,LA_TENE,LT A,LTAB,,,,,,,LOW,BdD_Proto_Alsace_xlsx,nan,nan,nan,8.0,
PROTO-ALS-1620,1620,Mommenheim,A35 (A340?),habitat,HABITAT,LA_TENE,LT A,LTAB,,,,,,,LOW,BdD_Proto_Alsace_xlsx,nan,nan,nan,,
PROTO-ALS-1621,1621,Mulhouse,Moenchberg,habitat,HABITAT,LA_TENE,LT A,LTAB,,,,,,,LOW,BdD_Proto_Alsace_xlsx,nan,nan,nan,66.0,
PROTO-ALS-1622,1622,Mundolsheim,Nordfeld,habitat,HABITAT,LA_TENE,LT A,LTAB,,,,,,,LOW,BdD_Proto_Alsace_xlsx,nan,nan,nan,,
PROTO-ALS-1623,1623,Mundolsheim,Pelzstücke,habitat,HABITAT,LA_TENE,LT A,LTAB,,,,,,,LOW,BdD_Proto_Alsace_xlsx,nan,nan,nan,,
PROTO-ALS-1624,1624,Neubois,Le Frankenbourg / Schlossberg,habitat,HABITAT,LA_TENE,LT A,LTAB,,7.324984,48.295214,1020598.1891455736,6808213.90695536,,LOW,BdD_Proto_Alsace_xlsx,nan,nan,nan,,
PROTO-ALS-1625,1625,Krautergershei m,"Oberfeld (zone 3, 5)",habitat,HABITAT,LA_TENE,LT A,LTAB,,,,,,,LOW,BdD_Proto_Alsace_xlsx,nan,nan,nan,,
PROTO-ALS-1626,1626,Lampertheim,Strendfeld / Domaine du Kolbsenbach,habitat,HABITAT,LA_TENE,LT A,LTAB,,7.69004345,48.64867536,1045296.0485582165,6848979.810425829,,LOW,BdD_Proto_Alsace_xlsx,nan,nan,nan,17.0,
PROTO-ALS-1627,1627,Lampertheim,Loewen,habitat,HABITAT,LA_TENE,LT A,LTAB,,,,,,,LOW,BdD_Proto_Alsace_xlsx,nan,nan,nan,9.0,
PROTO-ALS-1628,1628,Landser,"Lot.
« Chalendon » / Les Clapiers",habitat,HABITAT,LA_TENE,LT A,LTAB,,,,,,,LOW,BdD_Proto_Alsace_xlsx,nan,nan,nan,16.0,
PROTO-ALS-1629,1629,Landser,Schemm,habitat,HABITAT,LA_TENE,LT A,LTAB,,,,,,,LOW,BdD_Proto_Alsace_xlsx,nan,nan,nan,12.0,
PROTO-ALS-1630,1630,Littenheim,Rappelrain / Sandgrasse / Pappelntal /Auf den Sand,habitat,HABITAT,LA_TENE,LT A,LTAB,,,,,,,LOW,BdD_Proto_Alsace_xlsx,nan,nan,nan,10.0,
PROTO-ALS-1631,1631,Marlenheim,Lot. « La Peupleraie II »,habitat,HABITAT,LA_TENE,LT A,LTAB,,,,,,,LOW,BdD_Proto_Alsace_xlsx,nan,nan,nan,,
PROTO-ALS-1632,1632,Marlenheim,Gazoduc,habitat,HABITAT,LA_TENE,LT A,LTAB,,,,,,,LOW,BdD_Proto_Alsace_xlsx,nan,nan,nan,56.0,
PROTO-ALS-1633,1633,Meistratzheim,Foegel,habitat,HABITAT,LA_TENE,LT A,LTAB,,7.55024145,48.45184485,1036275.1430154378,6826533.0187547365,,MEDIUM,BdD_Proto_Alsace_xlsx,nan,nan,nan,9.0,
PROTO-ALS-1634,1634,Marlenheim,Zone 6,habitat,HABITAT,LA_TENE,LT A,LTAB,,,,,,,LOW,BdD_Proto_Alsace_xlsx,nan,nan,nan,,
PROTO-ALS-1635,1635,Marlenheim,Zone 2,habitat,HABITAT,LA_TENE,LT A,LTAB,,,,,,,LOW,BdD_Proto_Alsace_xlsx,nan,nan,nan,,
PROTO-ALS-1636,1636,Hilsenheim,"Zone d’Activités
/ Route de Mutterholtz",habitat,HABITAT,LA_TENE,LT A,LTAB,,,,,,,LOW,BdD_Proto_Alsace_xlsx,nan,nan,nan,17.0,
PROTO-ALS-1637,1637,Hindisheim,Niederhamm (IGN),habitat,HABITAT,LA_TENE,LT A,LTAB,,,,,,,LOW,BdD_Proto_Alsace_xlsx,nan,nan,nan,13.0,
PROTO-ALS-1638,1638,Illhaeusern,Niedere Eilache,habitat,HABITAT,LA_TENE,LT A,LTAB,,7.433538,48.183928,1029330.7043396442,6796311.346594919,,LOW,BdD_Proto_Alsace_xlsx,nan,nan,nan,3.0,
PROTO-ALS-1639,1639,Illfurth,Le Britzgyberg et les Hauts de Buergelen,habitat,HABITAT,LA_TENE,LT A,LTAB,,7.2717,47.6767,1020368.6328407018,6739369.115036252,,LOW,BdD_Proto_Alsace_xlsx,nan,nan,nan,,
PROTO-ALS-1640,1640,Illzach,"Rue de l'Ecole,Rue de Kingersheim, Am Weiher",habitat,HABITAT,LA_TENE,LT A,LTAB,,,,,,,LOW,BdD_Proto_Alsace_xlsx,nan,nan,nan,14.0,
PROTO-ALS-1641,1641,Illzach,Am Weier,habitat,HABITAT,LA_TENE,LT A,LTAB,,,,,,,LOW,BdD_Proto_Alsace_xlsx,nan,nan,nan,1.0,
PROTO-ALS-1642,1642,Kienheim,Route de Reitwiller à Gougenheim,habitat,HABITAT,LA_TENE,LT A,LTAB,,,,,,,LOW,BdD_Proto_Alsace_xlsx,nan,nan,nan,1.0,
PROTO-ALS-1643,1643,Kingersheim,ZAC des Dahlias,habitat,HABITAT,LA_TENE,LT A,LTAB,,7.3319507,47.79738,1024147.5940898361,6753003.256843376,,LOW,BdD_Proto_Alsace_xlsx,nan,nan,nan,16.0,
PROTO-ALS-1644,1644,Furdenheim,Gazoduc,habitat,HABITAT,LA_TENE,LT A,LTAB,,7.543035,48.61371,1034708.4773321745,6844466.234797513,,MEDIUM,BdD_Proto_Alsace_xlsx,nan,nan,nan,9.0,
PROTO-ALS-1645,1645,Geispolsheim,À 40 m. au nord du ruisseau de l’Altbach,habitat,HABITAT,LA_TENE,LT A,LTAB,,,,,,,LOW,BdD_Proto_Alsace_xlsx,nan,nan,nan,13.0,
PROTO-ALS-1646,1646,Furdenheim,LGV,habitat,HABITAT,LA_TENE,LT A,LTAB,,,,,,,LOW,BdD_Proto_Alsace_xlsx,nan,nan,nan,,
PROTO-ALS-1647,1647,Gougenheim,Beim Burgweg,habitat,HABITAT,LA_TENE,LT A,LTAB,,,,,,,LOW,BdD_Proto_Alsace_xlsx,nan,nan,nan,8.0,
PROTO-ALS-1648,1648,Gougenheim,Bolland / Vier Laengen / Schmalmatt,habitat,HABITAT,LA_TENE,LT A,LTAB,,,,,,,LOW,BdD_Proto_Alsace_xlsx,nan,nan,nan,6.0,
PROTO-ALS-1649,1649,Griesheim-près- Molsheim,Wasserfall 2,habitat,HABITAT,LA_TENE,LT A,LTAB,,,,,,,LOW,BdD_Proto_Alsace_xlsx,nan,nan,nan,,
PROTO-ALS-1650,1650,Habsheim,Angel,habitat,HABITAT,LA_TENE,LT A,LTAB,,7.411439,47.728751,1030515.1203135876,6745719.322318526,,MEDIUM,BdD_Proto_Alsace_xlsx,nan,nan,nan,5.0,
PROTO-ALS-1651,1651,Habsheim,Alsburg,habitat,HABITAT,LA_TENE,LT A,LTAB,,,,,,,LOW,BdD_Proto_Alsace_xlsx,nan,nan,nan,2.0,
PROTO-ALS-1652,1652,Habsheim,Winling,habitat,HABITAT,LA_TENE,LT A,LTAB,,7.41618,47.72875,1030869.96288218,6745739.066559258,,MEDIUM,BdD_Proto_Alsace_xlsx,nan,nan,nan,3.0,
PROTO-ALS-1653,1653,Habsheim,Lobelia II,habitat,HABITAT,LA_TENE,LT A,LTAB,,,,,,,LOW,BdD_Proto_Alsace_xlsx,nan,nan,nan,,
PROTO-ALS-1654,1654,Habsheim,Spiegel,habitat,HABITAT,LA_TENE,LT A,LTAB,,,,,,,LOW,BdD_Proto_Alsace_xlsx,nan,nan,nan,24.0,
PROTO-ALS-1655,1655,Habsheim,Steinengaessle / Rolissen,habitat,HABITAT,LA_TENE,LT A,LTAB,,,,,,,LOW,BdD_Proto_Alsace_xlsx,nan,nan,nan,16.0,
PROTO-ALS-1656,1656,Habsheim,Kappelenacker,habitat,HABITAT,LA_TENE,LT A,LTAB,,,,,,,LOW,BdD_Proto_Alsace_xlsx,nan,nan,nan,23.0,
PROTO-ALS-1657,1657,Hatten,Z.I. / Rothsmatt,habitat,HABITAT,LA_TENE,LT A,LTAB,,8.000836,48.896084,1066406.9423486802,6877837.278141316,,LOW,BdD_Proto_Alsace_xlsx,nan,nan,nan,,
PROTO-ALS-1658,1658,Ensisheim,THK / Reguisheimer Feld,habitat,HABITAT,LA_TENE,LT A,LTAB,,7.356666,47.87408,1025525.1328069957,6761614.256939831,,LOW,BdD_Proto_Alsace_xlsx,nan,nan,nan,,
PROTO-ALS-1659,1659,Ensisheim,Reguisheimer Feld,habitat,HABITAT,LA_TENE,LT A,LTAB,,7.363244,47.87279,1026024.0498656181,6761498.277702727,,LOW,BdD_Proto_Alsace_xlsx,nan,nan,nan,49.0,
PROTO-ALS-1660,1660,Ernolsheim-sur- Bruche,"Zone 10, 11",habitat,HABITAT,LA_TENE,LT A,LTAB,,,,,,,LOW,BdD_Proto_Alsace_xlsx,nan,nan,nan,,
PROTO-ALS-1661,1661,Ergersheim,Abbaye,habitat,HABITAT,LA_TENE,LT A,LTAB,,7.5173,48.5788,1033036.424897382,6840482.856506158,,MEDIUM,BdD_Proto_Alsace_xlsx,nan,nan,nan,,
PROTO-ALS-1662,1662,Entzheim,In der Klamm,habitat,HABITAT,LA_TENE,LT A,LTAB,,7.642978,48.544125,1042517.9831931046,6837172.234356992,,LOW,BdD_Proto_Alsace_xlsx,nan,nan,nan,,
PROTO-ALS-1663,1663,Entzheim,Sablière Oesch,habitat,HABITAT,LA_TENE,LT A,LTAB,,,,,,,LOW,BdD_Proto_Alsace_xlsx,nan,nan,nan,1.0,
PROTO-ALS-1664,1664,Erstein,Krebsrott,habitat,HABITAT,LA_TENE,LT A,LTAB,,7.668064,48.432618,1045098.8018318288,6824907.818360197,,MEDIUM,BdD_Proto_Alsace_xlsx,nan,nan,nan,11.0,
PROTO-ALS-1665,1665,Ernolsheim-sur- Bruche,"Zone 12, 13",habitat,HABITAT,LA_TENE,LT A,LTAB,,,,,,,LOW,BdD_Proto_Alsace_xlsx,nan,nan,nan,,
PROTO-ALS-1666,1666,Ettendorf,Lot. « Gaensbruch I et II »,habitat,HABITAT,LA_TENE,LT A,LTAB,,,,,,,LOW,BdD_Proto_Alsace_xlsx,nan,nan,nan,,
PROTO-ALS-1667,1667,Fessenheim,Rue du Bourg,habitat,HABITAT,LA_TENE,LT A,LTAB,,,,,,,LOW,BdD_Proto_Alsace_xlsx,nan,nan,nan,17.0,
PROTO-ALS-1668,1668,Brunstatt,Burn ??,habitat,HABITAT,LA_TENE,LT A,LTAB,,,,,,,LOW,BdD_Proto_Alsace_xlsx,nan,nan,nan,,
PROTO-ALS-1669,1669,Colmar,16 avenue Foch,habitat,HABITAT,LA_TENE,LT A,LTAB,,7.354472,48.071315,1024153.3518005782,6783488.707495296,,LOW,BdD_Proto_Alsace_xlsx,nan,nan,nan,18.0,
PROTO-ALS-1670,1670,Colmar,Route de Rouffach,habitat,HABITAT,LA_TENE,LT A,LTAB,,7.337235545,48.06189632,1022929.0000761154,6782372.999036473,,MEDIUM,BdD_Proto_Alsace_xlsx,nan,nan,nan,,
PROTO-ALS-1671,1671,Colmar,Rue Balzac,habitat,HABITAT,LA_TENE,LT A,LTAB,,7.347851,48.06442,1023703.1418412642,6782696.488653091,,MEDIUM,BdD_Proto_Alsace_xlsx,nan,nan,nan,51.0,
PROTO-ALS-1672,1672,Dachstein,Zone 1,habitat,HABITAT,LA_TENE,LT A,LTAB,,,,,,,LOW,BdD_Proto_Alsace_xlsx,nan,nan,nan,,
PROTO-ALS-1673,1673,Dachstein,Geist,habitat,HABITAT,LA_TENE,LT A,LTAB,,,,,,,LOW,BdD_Proto_Alsace_xlsx,nan,nan,nan,,
PROTO-ALS-1674,1674,Didenheim,Rocade ouest,habitat,HABITAT,LA_TENE,LT A,LTAB,,,,,,,LOW,BdD_Proto_Alsace_xlsx,nan,nan,nan,16.0,
PROTO-ALS-1675,1675,Dossenheim- Kochersberg,Kraulächer,habitat,HABITAT,LA_TENE,LT A,LTAB,,,,,,,LOW,BdD_Proto_Alsace_xlsx,nan,nan,nan,3.0,
PROTO-ALS-1676,1676,Didenheim,Kalhlberg,habitat,HABITAT,LA_TENE,LT A,LTAB,,7.299737,47.723823,1022184.3308130878,6744710.971837673,,LOW,BdD_Proto_Alsace_xlsx,nan,nan,nan,,
PROTO-ALS-1677,1677,Altorf,"Winkel (zone 5
et 6)",habitat,HABITAT,LA_TENE,LT A,LTAB,,,,,,,LOW,BdD_Proto_Alsace_xlsx,nan,nan,nan,,
PROTO-ALS-1678,1678,Altorf,Winkel (zone 13),habitat,HABITAT,LA_TENE,LT A,LTAB,,,,,,,LOW,BdD_Proto_Alsace_xlsx,nan,nan,nan,,
PROTO-ALS-1679,1679,Achenheim,Loessière anc. Schaeffer / Auf den Ziegelhof [Occup. 2],habitat,HABITAT,LA_TENE,LT A,LTAB,,7.63526012,48.58213211,1041701.3985811977,6841356.648404154,,LOW,BdD_Proto_Alsace_xlsx,nan,nan,nan,,
PROTO-ALS-1680,1680,Altorf,Winkel (zone 6),habitat,HABITAT,LA_TENE,LT A,LTAB,,,,,,,LOW,BdD_Proto_Alsace_xlsx,nan,nan,nan,,
PROTO-ALS-1681,1681,Bergheim,Saulager / ZA Muehlbach,habitat,HABITAT,LA_TENE,LT A,LTAB,,7.3718,48.1925,1024696.7037781477,6797006.842960358,,LOW,BdD_Proto_Alsace_xlsx,nan,nan,nan,,
PROTO-ALS-1682,1682,Bischoffsheim,"RN 422 /
Maison Schlepp",habitat,HABITAT,LA_TENE,LT A,"LTAB, HaD",,,,,,,LOW,BdD_Proto_Alsace_xlsx,nan,nan,nan,18.0,
PROTO-ALS-1683,1683,Bernolsheim,Dans le talus de la voie rapide RD4,habitat,HABITAT,LA_TENE,LT A,LTAB,,,,,,,LOW,BdD_Proto_Alsace_xlsx,nan,nan,nan,7.0,
PROTO-ALS-1684,1684,Bischoffsheim,Rue du Stade / Lot. Les Parcs de l’Europe / Société TFP,habitat,HABITAT,LA_TENE,LT A,LTAB,,7.5019,48.4833,1032507.2323502082,6829819.0741156805,,LOW,BdD_Proto_Alsace_xlsx,nan,nan,nan,,
PROTO-ALS-1685,1685,Bischoffsheim,Riedweg (zone 1),habitat,HABITAT,LA_TENE,LT A,LTAB,,,,,,,LOW,BdD_Proto_Alsace_xlsx,nan,nan,nan,,
PROTO-ALS-1686,1686,Bischoffsheim,Eselhurst,habitat,HABITAT,LA_TENE,LT A,LTAB,,,,,,,LOW,BdD_Proto_Alsace_xlsx,nan,nan,nan,,
PROTO-ALS-1687,1687,Bischwihr,Lotissement Muelhaecker,habitat,HABITAT,LA_TENE,LT A,LTAB,,7.439704,48.102305,1030297.9940082422,6787280.444550976,,LOW,BdD_Proto_Alsace_xlsx,nan,nan,nan,,
PROTO-ALS-1688,1688,Bischoffsheim,Vogelgesang,habitat,HABITAT,LA_TENE,LT A,LTAB,,,,,,,LOW,BdD_Proto_Alsace_xlsx,nan,nan,nan,,
PROTO-ALS-1689,1689,Bischoffsheim,Staetten (zone 4),habitat,HABITAT,LA_TENE,LT A,LTAB,,,,,,,LOW,BdD_Proto_Alsace_xlsx,nan,nan,nan,,
PROTO-ALS-1690,1690,Bruebach,"Auf der Ebene, Auf dem Burner",habitat,HABITAT,LA_TENE,LT A,LTAB,,,,,,,LOW,BdD_Proto_Alsace_xlsx,nan,nan,nan,1.0,
PROTO-ALS-1691,1691,Brinckheim,Strutberg,habitat,HABITAT,LA_TENE,LT A,LTAB,,,,,,,LOW,BdD_Proto_Alsace_xlsx,nan,nan,nan,1.0,
PROTO-ALS-1692,1692,Bruebach,Rennwasen am Rotlauben,habitat,HABITAT,LA_TENE,LT A,LTAB,,7.35865,47.700355,1026738.1482799205,6742349.592076251,,LOW,BdD_Proto_Alsace_xlsx,nan,nan,nan,23.0,
PROTO-ALS-1693,1693,Bruebach,Renwasen,habitat,HABITAT,LA_TENE,LT A,LTAB,,,,,,,LOW,BdD_Proto_Alsace_xlsx,nan,nan,nan,5.0,
