site_id,id_site_source,nom_site,commune,lieu_dit,pays,admin1,longitude,latitude,x_l93,y_l93,epsg_source,decouverte_annee,decouverte_operation,periode,sous_periode,datation_debut,datation_fin,type_site,confiance,source,bibliographie,rapports,commentaire
ALSACE-BASEL-AF-502,502,Ratzadoerfle Brüstlein,Mulhouse,Ratzadoerfle Brüstlein,FR,Haut-Rhin,7.310754,47.737215,1022927.8399340352,6746241.675902203,4326.0,1903,découverte isolée,,,,,indéterminé,HIGH,Alsace_Basel_AF_xlsx,Werner 1920 ; Normand 1981 ; Duval et al. 1974,,
ALSACE-BASEL-AF-503,503,"Grossaecker, Ungeheuer hoelzle, ZAC Parc des Collines 1-Projet IKEA",Mulhouse-Morschwiller-le-Bas,"Grossaecker, Ungeheuer hoelzle, ZAC Parc des Collines 1-Projet IKEA",FR,Haut-Rhin,7.282705,47.731731,1020861.727081243,6745518.93607702,4326.0,2012 / 2013 / 2014,diagnostic,,,,,indéterminé,HIGH,Alsace_Basel_AF_xlsx,Schneikert 2012 ; Schneikert 2013,Schneikert 2012 ; Schneikert 2013,
ALSACE-BASEL-AF-504,504,Les Fleurs,Munwiller,Les Fleurs,FR,Haut-Rhin,7.348027,47.929768,1024539.734135856,6767757.095037934,4326.0,,fouille,,,,,indéterminé,HIGH,Alsace_Basel_AF_xlsx,Châtelet ; 1999 ; p. 21-22 et fig. 3-13 ; Lasserre et Adam ; 2007,,
ALSACE-BASEL-AF-505,505,Niederhergheim,Niederhergheim,,FR,Haut-Rhin,7.399167,47.984798,1028012.4347112846,6774073.9186712215,4326.0,,,,,,,indéterminé,HIGH,Alsace_Basel_AF_xlsx,Jehl ; Bonnet 1958,,
ALSACE-BASEL-AF-506,506,"Grösser Plön, gravière",Niederhergheim,"Grösser Plön, gravière",FR,Haut-Rhin,7.44488,47.979469,1031450.639097433,6773673.5721502695,4326.0,2011,diagnostic,,,,,indéterminé,HIGH,Alsace_Basel_AF_xlsx,Latron 2011,Latron 2011,
ALSACE-BASEL-AF-507,507,"Mittlere Allmende, Extension ZA Ouest",Niederhergheim,"Mittlere Allmende, Extension ZA Ouest",FR,Haut-Rhin,7.370005,47.991201,1025800.9170511792,6774663.60027746,4326.0,2015,diagnostic,,,,,indéterminé,HIGH,Alsace_Basel_AF_xlsx,Schneikert 2016,Schneikert 2016,
ALSACE-BASEL-AF-508,508,Oberentzen,Oberentzen,,FR,Haut-Rhin,7.379128,47.943623,1026773.4258828701,6769422.548142895,4326.0,,découverte isolée,,,,,indéterminé,HIGH,Alsace_Basel_AF_xlsx,Gallay 1970 ; p. 163 ; Treinen 1970.,,
ALSACE-BASEL-AF-509,509,Oberentzen,Oberentzen,,FR,Haut-Rhin,7.379128,47.943623,1026773.4258828701,6769422.548142895,4326.0,,découverte isolée,,,,,indéterminé,HIGH,Alsace_Basel_AF_xlsx,Zumstein 1964-65,,
ALSACE-BASEL-AF-510,510,Biederlingerfeld,Oberhergheim,Biederlingerfeld,FR,Haut-Rhin,7.395757,47.967692,1027864.202121909,6772161.876605652,4326.0,,découverte isolée,,,,,indéterminé,HIGH,Alsace_Basel_AF_xlsx,Zumstein 1964-65,,
ALSACE-BASEL-AF-511,511,Birgelsgaerten RD 416 / Rue de Strasbourg,Ostheim,Birgelsgaerten RD 416 / Rue de Strasbourg,FR,Haut-Rhin,7.371407,48.164833,1024837.6797370099,6793935.159508388,4326.0,2008,fouille,,,,,indéterminé,HIGH,Alsace_Basel_AF_xlsx,Logel et al. 2013,Logel et al. 2013,
ALSACE-BASEL-AF-512,512,Ottmarsheim,Ottmarsheim,,FR,Haut-Rhin,7.506512,47.787189,1037260.1992336074,6752603.807241942,4326.0,,découverte isolée,,,,,indéterminé,HIGH,Alsace_Basel_AF_xlsx,Zumstein 1964-65,,
ALSACE-BASEL-AF-513,513,"Ochsenweidle, rue de Cernay/rue de Mulhouse",Pulversheim,"Ochsenweidle, rue de Cernay/rue de Mulhouse",FR,Haut-Rhin,7.300265,47.832707,1021565.3382162927,6756793.014796094,4326.0,2015,diagnostic,,,,,indéterminé,HIGH,Alsace_Basel_AF_xlsx,Schneikert 2016,Schneikert 2016,
ALSACE-BASEL-AF-514,514,Ribeauvillé,Ribeauvillé,,FR,Haut-Rhin,7.319212,48.19481,1020780.8396888454,6797048.239389472,4326.0,,découverte isolée,,,,,indéterminé,HIGH,Alsace_Basel_AF_xlsx,Voegtlin ; 1991 ; p. 57,,
ALSACE-BASEL-AF-515,515,Richwiller,Richwiller,,FR,Haut-Rhin,7.284873,47.778933,1020739.5474974648,6750764.4545947,4326.0,,,,,,,indéterminé,HIGH,Alsace_Basel_AF_xlsx,Zumstein 1964-65,,
ALSACE-BASEL-AF-516,516,"Bonneterie Wassmer-Rapp""",Riedisheim,"Bonneterie Wassmer-Rapp""",FR,Haut-Rhin,7.3715787,47.75619,1027363.067451827,6748597.176543458,4326.0,,fouille,,,,,indéterminé,HIGH,Alsace_Basel_AF_xlsx,Gallay M. ; 1970 ; p. 167 ; Mordant et Gaiffe ; 1996 ; p. 700-701 ; 702-703 ; Voegtlin ; 1991 ; p. 45 ; 51 ; 60 et 61 ; Zumstein ; 1966 ; p. 147-148 ; p. 29 ; 147-149 et fig. 57 ; n° 360-364,,
ALSACE-BASEL-AF-517,517,Riedisheim,Riedisheim,,FR,Haut-Rhin,7.368598,47.749708,1027179.9114541437,6747865.737020497,4326.0,,,,,,,indéterminé,HIGH,Alsace_Basel_AF_xlsx,Zumstein 1964-65,,
ALSACE-BASEL-AF-518,518,Riedisheim,Riedisheim,,FR,Haut-Rhin,7.368598,47.749708,1027179.9114541437,6747865.737020497,4326.0,,fouille,,,,,indéterminé,HIGH,Alsace_Basel_AF_xlsx,Schweitzer 1985,,
ALSACE-BASEL-AF-519,519,Tertre I,Riedwihr,Tertre I,FR,Haut-Rhin,7.462468,48.152193,1031676.60242968,6792911.178934175,4326.0,1984-1989,fouille,,,,,tumulus,MEDIUM,Alsace_Basel_AF_xlsx,,,
ALSACE-BASEL-AF-520,520,Tertre II,Riedwihr,Tertre II,FR,Haut-Rhin,7.462468,48.152193,1031676.60242968,6792911.178934175,4326.0,1984-1989,fouille,,,,,tumulus,MEDIUM,Alsace_Basel_AF_xlsx,Bonnet et al. ; 2004 ; p. 565 et 570 ; fig. 17 et 19 ; n° 3,,
ALSACE-BASEL-AF-521,521,Tertre II,Riedwihr,Tertre II,FR,Haut-Rhin,7.462468,48.152193,1031676.60242968,6792911.178934175,4326.0,1984-1989,fouille,,,,,tumulus,MEDIUM,Alsace_Basel_AF_xlsx,Bonnet et al. ; 2004 ; p. 565 et 570 ; fig. 17 et 19 ; n° 3,,
ALSACE-BASEL-AF-522,522,Riquewihr,Riquewihr,,FR,Haut-Rhin,7.299685,48.166157,1019505.3480983536,6793789.449482939,4326.0,,découverte isolée,,,,,indéterminé,HIGH,Alsace_Basel_AF_xlsx,Gallay M. ; 1970 ; p. 167 ; Zumstein ; 1966 ; p. 29 et 152,,
ALSACE-BASEL-AF-523,523,Sonnenberg,Rixheim,Sonnenberg,FR,Haut-Rhin,7.378843,47.734499,1028040.0696836899,6746221.035316018,4326.0,,,,,,,indéterminé,HIGH,Alsace_Basel_AF_xlsx,Fuelleringer ; 1973 ; Voegtlin ; 1991 ; p. 45 et 61,,
ALSACE-BASEL-AF-524,524,Gravière,Rixheim,Gravière,FR,Haut-Rhin,7.396826,47.744372,1029324.8236514365,6747391.136722183,4326.0,,découverte isolée,,,,,indéterminé,HIGH,Alsace_Basel_AF_xlsx,Zumstein 1964-65,,
ALSACE-BASEL-AF-525,525,Gypsboden,Rixheim,Gypsboden,FR,Haut-Rhin,7.388776,47.732958,1028792.9438469966,6746091.399580484,4326.0,1984,fouille de sauvetage,,,,,indéterminé,HIGH,Alsace_Basel_AF_xlsx,Voegtlin 1984,,
ALSACE-BASEL-AF-526,526,Schaenzel,Rodern,Schaenzel,FR,Haut-Rhin,7.324655,48.240376,1020907.4626384682,6802126.895976294,4326.0,,découverte isolée,,,,,indéterminé,HIGH,Alsace_Basel_AF_xlsx,Zumstein 1964-65,,
ALSACE-BASEL-AF-527,527,Nord village,Rorschwihr,Nord village,FR,Haut-Rhin,7.362501,48.217338,1023854.3341281877,6799724.860565956,4326.0,,,,,,,habitat,MEDIUM,Alsace_Basel_AF_xlsx,Bonnet 1972,,
ALSACE-BASEL-AF-528,528,Rouffach,Rouffach,,FR,Haut-Rhin,7.299383,47.957033,1020747.6439034797,6770583.431539818,4326.0,,,,,,,indéterminé,HIGH,Alsace_Basel_AF_xlsx,Zumstein 1965 ; Gallay 1970 ; p. 163,,
ALSACE-BASEL-AF-529,529,Allbûhl,Rouffach,Allbûhl,FR,Haut-Rhin,7.299383,47.957033,1020747.6439034797,6770583.431539818,4326.0,,,,,,,indéterminé,HIGH,Alsace_Basel_AF_xlsx,Zumstein 1964-65,,
ALSACE-BASEL-AF-530,530,Gallbuhl,Rouffach,Gallbuhl,FR,Haut-Rhin,7.299383,47.957033,1020747.6439034797,6770583.431539818,4326.0,,,,,,,indéterminé,HIGH,Alsace_Basel_AF_xlsx,Zumstein 1964-65,,
ALSACE-BASEL-AF-531,531,Rouffach,Rouffach,,FR,Haut-Rhin,7.299383,47.957033,1020747.6439034797,6770583.431539818,4326.0,,,,,,,indéterminé,HIGH,Alsace_Basel_AF_xlsx,Zumstein 1964-65,,
ALSACE-BASEL-AF-532,532,Ziegelbrücklefeld,Rouffach,Ziegelbrücklefeld,FR,Haut-Rhin,7.299383,47.957033,1020747.6439034797,6770583.431539818,4326.0,,,,,,,indéterminé,HIGH,Alsace_Basel_AF_xlsx,Chosson 2010,,
ALSACE-BASEL-AF-533,533,Issenbreitfeld,Rouffach,Issenbreitfeld,FR,Haut-Rhin,7.299383,47.957033,1020747.6439034797,6770583.431539818,4326.0,,découverte isolée,,,,,indéterminé,HIGH,Alsace_Basel_AF_xlsx,Zumstein 1964-65,,
ALSACE-BASEL-AF-534,534,Lotissement les Jonquilles,Ruelisheim,Lotissement les Jonquilles,FR,Haut-Rhin,7.352127,47.826882,1025475.2263085956,6756359.251948923,4326.0,2017,diagnostic,,,,,indéterminé,HIGH,Alsace_Basel_AF_xlsx,Blondeau 2017,Blondeau 2017,
ALSACE-BASEL-AF-535,535,Burghofen,Rumersheim-le-Haut,Burghofen,FR,Haut-Rhin,7.522779,47.851337,1038068.244483695,6759789.2091998225,4326.0,,découverte isolée,,,,,indéterminé,HIGH,Alsace_Basel_AF_xlsx,Zumstein ; 1966 ; p. 160-161 et fig. 62 ; n° 424-426 ; 1995 ; pl. IIB.,,
ALSACE-BASEL-AF-536,536,"ZA communale entre la RD1 et l'A35, Holzackerfeld",Sainte-Croix-en-Plaine,"ZA communale entre la RD1 et l'A35, Holzackerfeld",FR,Haut-Rhin,7.371355,48.013685,1025763.2173418785,6777163.817618602,4326.0,2007,fouille,,,,,indéterminé,HIGH,Alsace_Basel_AF_xlsx,Philippe ; 2011 ; Inédit ; fouille M. Landolt (Pair),,
ALSACE-BASEL-AF-537,537,Schlittweg,Sainte-Croix-en-Plaine,Schlittweg,FR,Haut-Rhin,7.378126,47.997945,1026364.2193198677,6775445.392295493,4326.0,,surveillance archéologique,,,,,indéterminé,HIGH,Alsace_Basel_AF_xlsx,Sainty 1990,,
ALSACE-BASEL-AF-538,538,"ZA communale entre la RD1 et l'A35, Holzackerfeld",Sainte-Croix-en-Plaine,"ZA communale entre la RD1 et l'A35, Holzackerfeld",FR,Haut-Rhin,7.37077,48.013126,1025723.1029808531,6777099.381672938,4326.0,2007,diagnostic,,,,,indéterminé,HIGH,Alsace_Basel_AF_xlsx,Landolt 2007,Landolt 2007,
ALSACE-BASEL-AF-539,539,ZA III° tr,Sainte-Croix-en-Plaine,ZA III° tr,FR,Haut-Rhin,7.3849487,48.021046,1026729.8098227626,6778036.704259618,4326.0,,fouille,,,,,indéterminé,HIGH,Alsace_Basel_AF_xlsx,,,
ALSACE-BASEL-AF-540,540,"Holzackerfeld/ZA II, Tr. 1",Sainte-Croix-en-Plaine,"Holzackerfeld/ZA II, Tr. 1",FR,Haut-Rhin,7.3725114,48.01324,1025852.0436439192,6777119.2150537,4326.0,,fouille,,,,,indéterminé,HIGH,Alsace_Basel_AF_xlsx,Zehner 2004,Zehner 2004,
ALSACE-BASEL-AF-541,541,Obere Katzis/ Parc d'Activités,Sainte-Croix-en-Plaine,Obere Katzis/ Parc d'Activités,FR,Haut-Rhin,7.3787684,48.012558,1026322.0559038182,6777069.384664623,4326.0,,diagnostic,,,,,indéterminé,HIGH,Alsace_Basel_AF_xlsx,,,
ALSACE-BASEL-AF-542,542,Lotissement Mermoz,Sainte-Croix-en-Plaine,Lotissement Mermoz,FR,Haut-Rhin,7.382251,48.021255,1026527.7179250129,6778048.734264236,4326.0,1999,diagnostic,,,,,indéterminé,HIGH,Alsace_Basel_AF_xlsx,Jeudy 1999,Jeudy 1999,
ALSACE-BASEL-AF-543,543,Ancien échangeur/Gendarmerie,Sainte-Croix-en-Plaine,Ancien échangeur/Gendarmerie,FR,Haut-Rhin,7.378341,48.012543,1026290.3294986495,6777065.954184421,4326.0,2005,fouille,,,,,indéterminé,HIGH,Alsace_Basel_AF_xlsx,Véber 2006,Véber 2006,
ALSACE-BASEL-AF-544,544,"Lotissement Les Bosquets, rue de l'Ecole/rue de Woffenheim",Sainte-Croix-en-Plaine,"Lotissement Les Bosquets, rue de l'Ecole/rue de Woffenheim",FR,Haut-Rhin,7.390372,48.006494,1027223.356279006,6776444.594065379,4326.0,2012,diagnostic,,,,,indéterminé,HIGH,Alsace_Basel_AF_xlsx,Bolly 2013,Bolly 2013,
ALSACE-BASEL-AF-545,545,Walenweg,Saint-Hippolyte,Walenweg,FR,Haut-Rhin,7.36795,48.233311,1024160.2838977422,6801519.727843631,4326.0,,découverte isolée,,,,,indéterminé,HIGH,Alsace_Basel_AF_xlsx,Werner ; 1915 ; p. 52-53 et Taf. V ; Zumstein ; 1966 ; p. 162 et fig. 65 ; n° 428,,
ALSACE-BASEL-AF-546,546,Saint Louis,Saint Louis,,FR,Haut-Rhin,7.563963,47.586003,1042846.1979855457,6730535.926739336,4326.0,,,,,,,indéterminé,HIGH,Alsace_Basel_AF_xlsx,Schweitzer 1972,,
ALSACE-BASEL-AF-547,547,ZAC du Welschen Schlag,Saint Louis,ZAC du Welschen Schlag,FR,Haut-Rhin,7.524217,47.611375,1039702.3354298517,6733178.22680711,4326.0,2007,diagnostic,,,,,indéterminé,HIGH,Alsace_Basel_AF_xlsx,Thomas 2007,Thomas 2007,
ALSACE-BASEL-AF-548,548,"LGV Rhin-Rhône : Kleinfeld, grunacker",Schweighouse- Thann,"LGV Rhin-Rhône : Kleinfeld, grunacker",FR,Haut-Rhin,7.180654,47.747769,1013128.9653847298,6746888.596727389,4326.0,2013,fouille,,,,,indéterminé,HIGH,Alsace_Basel_AF_xlsx,Landolt 2017,Landolt 2017,
ALSACE-BASEL-AF-549,549,Tiergarten,Sierentz,Tiergarten,FR,Haut-Rhin,7.448918,47.664629,1033721.3492355755,6738764.05701974,4326.0,1996,diagnostic,,,,,indéterminé,HIGH,Alsace_Basel_AF_xlsx,Wolf ; 2000 ; pl. 37.,,
ALSACE-BASEL-AF-550,550,ZAC Hoell,Sierentz,ZAC Hoell,FR,Haut-Rhin,7.4397984,47.667694,1033018.8569801811,6739065.539432224,4326.0,2006-2007,fouille,,,,,indéterminé,HIGH,Alsace_Basel_AF_xlsx,Roth-Zehner 2007,Roth-Zehner 2007,
ALSACE-BASEL-AF-551,551,"Steinackerweg et Tafelweg, Lotissement l'Envol des Hirondelles",Sierentz,"Steinackerweg et Tafelweg, Lotissement l'Envol des Hirondelles",FR,Haut-Rhin,7.46256,47.649897,1034836.0225153604,6737187.686801342,4326.0,2015,diagnostic,,,,,indéterminé,HIGH,Alsace_Basel_AF_xlsx,Griselin 2015,Griselin 2015,
ALSACE-BASEL-AF-552,552,Sandgrube,Sierentz,Sandgrube,FR,Haut-Rhin,7.447003,47.669626,1033546.6040554199,6739310.255413103,4326.0,,fouille,,,,,indéterminé,HIGH,Alsace_Basel_AF_xlsx,Wolf 1987 ; Wolf 1989 ; Wolf 1996,,
ALSACE-BASEL-AF-553,553,Sigolsheim,Sigolsheim,,FR,Haut-Rhin,7.300075,48.134593,1019725.2307635064,6790288.423374008,4326.0,,découverte isolée,,,,,indéterminé,HIGH,Alsace_Basel_AF_xlsx,Zumstein 1964-65,,
ALSACE-BASEL-AF-554,554,Spechbacherweg,Spechbach-le-Bas,Spechbacherweg,FR,Haut-Rhin,7.224023,47.675452,1016803.801119783,6739038.301075856,4326.0,,fouille,,,,,indéterminé,HIGH,Alsace_Basel_AF_xlsx,Lack 1988 ; p. 61-66,,
ALSACE-BASEL-AF-555,555,aire d'activité du Florival,Soultz,aire d'activité du Florival,FR,Haut-Rhin,7.232042,47.892454,1016113.0492428299,6763146.512258851,4326.0,2020,fouille,,,,,indéterminé,HIGH,Alsace_Basel_AF_xlsx,Boury à paraître,Boury à paraître,
ALSACE-BASEL-AF-556,556,Turkheim,Turkheim,,FR,Haut-Rhin,7.27802,48.087433,1018370.7771486703,6784966.142325123,4326.0,,,,,,,indéterminé,HIGH,Alsace_Basel_AF_xlsx,Mordant et Gaiffe ; 1996 ; p. 722-723 ; Voegtlin ; 1991 ; p. 51 ; Zumstein ; 1966 ; p. 164 et fig. 19 ; n° 431,,
ALSACE-BASEL-AF-557,557,Turkheim,Turkheim,,FR,Haut-Rhin,7.27802,48.087433,1018370.7771486703,6784966.142325123,4326.0,,découverte isolée,,,,,indéterminé,HIGH,Alsace_Basel_AF_xlsx,Zumstein 1964-65,,
ALSACE-BASEL-AF-558,558,Terrain de Sport,Uffheim,Terrain de Sport,FR,Haut-Rhin,7.442885,47.650072,1033360.2308173173,6737123.851446559,4326.0,,découverte isolée,,,,,indéterminé,HIGH,Alsace_Basel_AF_xlsx,Gallia Préhistoire ; 19.2 ; 1976 ; p. 500 et fig. 35 ; Schweitzer ; 1989a ; p. 10,,
ALSACE-BASEL-AF-559,559,Uffheim,Uffheim,,FR,Haut-Rhin,7.442885,47.650072,1033360.2308173173,6737123.851446559,4326.0,,découverte isolée,,,,,indéterminé,HIGH,Alsace_Basel_AF_xlsx,David-Elbiali 2000 ; p. 193,,
ALSACE-BASEL-AF-560,560,"Salle Espérance, rue de Thann, rue du Bourg",Uffholtz,"Salle Espérance, rue de Thann, rue du Bourg",FR,Haut-Rhin,7.175993,47.819837,1012356.9085204457,6754866.244756527,4326.0,2015,diagnostic,,,,,indéterminé,HIGH,Alsace_Basel_AF_xlsx,Schneikert 2015,Schneikert 2015,
ALSACE-BASEL-AF-561,561,Desserte routière du Bioscope et de l'Ecomusée,Ungersheim,Desserte routière du Bioscope et de l'Ecomusée,FR,Haut-Rhin,7.292693,47.86434,1020808.6937454201,6760271.816389632,4326.0,2007,fouille,,,,,indéterminé,HIGH,Alsace_Basel_AF_xlsx,Lefranc 2008,Lefranc 2008,
ALSACE-BASEL-AF-562,562,Z.I. rue des fleurs,Ungersheim,Z.I. rue des fleurs,FR,Haut-Rhin,7.317947,47.877435,1022614.6152029462,6761827.574487651,4326.0,2000,diagnostic,,,,,indéterminé,HIGH,Alsace_Basel_AF_xlsx,Jeudy ?,,
ALSACE-BASEL-AF-563,563,Urschenheim,Urschenheim,,FR,Haut-Rhin,7.486819,48.087188,1033894.8332075082,6785801.345247189,4326.0,,,,,,,indéterminé,HIGH,Alsace_Basel_AF_xlsx,Gallay 1970 ; p. 64,,
ALSACE-BASEL-AF-564,564,Vogelgrün,Vogelgrün,,FR,Haut-Rhin,7.573436,48.012654,1040812.9096618062,6777902.385716244,4326.0,,découverte isolée,,,,,indéterminé,HIGH,Alsace_Basel_AF_xlsx,Gallia Préhistoire ; 1976 ; p. 500 et fig. 36 ; Schweitzer ; 1989a ; p. 10 ; Zumstein ; 1966 ; p. 165,,
ALSACE-BASEL-AF-565,565,Wattwiller,Wattwiller,,FR,Haut-Rhin,7.176865,47.835926,1012327.5543701221,6756654.852237681,4326.0,,,,,,,indéterminé,HIGH,Alsace_Basel_AF_xlsx,Gallay M. ; 1970 ; p. 167,,
ALSACE-BASEL-AF-566,566,"10 rue de la 5e Division Blindée, lotissement Le Clos Driesbach",Wettolsheim,"10 rue de la 5e Division Blindée, lotissement Le Clos Driesbach",FR,Haut-Rhin,7.299919,48.05782,1020178.0097391515,6781768.727952881,4326.0,2011,diagnostic,,,,,indéterminé,HIGH,Alsace_Basel_AF_xlsx,Latron 2011 ; Goepfert 2013,Latron 2011 ; Goepfert 2013,
ALSACE-BASEL-AF-567,567,Widensolen,Widensolen,,FR,Haut-Rhin,7.481468,48.064501,1033640.0662760122,6783261.640394757,4326.0,,,,,,,indéterminé,HIGH,Alsace_Basel_AF_xlsx,Gallay M. ; 1970 ; p. 168 ; Voegtlin ; 1991 ; p. 51 et 57 ; Zumstein ; 1966 ; p. 29 ; 166 et fig. 62 ; n° 440,,
ALSACE-BASEL-AF-568,568,Sonnenbuckel,Wintzenheim,Sonnenbuckel,FR,Haut-Rhin,7.289888,48.073075,1019339.7692667523,6783420.839646802,4326.0,,découverte isolée,,,,,indéterminé,HIGH,Alsace_Basel_AF_xlsx,Zumstein 1964-65,,
ALSACE-BASEL-AF-569,569,Hohlandsberg,Wintzenheim,Hohlandsberg,FR,Haut-Rhin,7.270689,48.06032,1017988.6144363477,6781928.017837593,4326.0,,fouille,,,,,indéterminé,HIGH,Alsace_Basel_AF_xlsx,Koch et Ferrier 2015,Koch et Ferrier 2015,
ALSACE-BASEL-AF-570,570,Langenzug,Wittelsheim,Langenzug,FR,Haut-Rhin,7.240589,47.809209,1017247.3518962499,6753944.574042322,4326.0,,,,,,,indéterminé,HIGH,Alsace_Basel_AF_xlsx,Zumstein 1964-65,,
ALSACE-BASEL-AF-571,571,Auf den Wald,Wittenheim,Auf den Wald,FR,Haut-Rhin,7.305628,47.80681,1022122.7961973667,6753941.727942892,4326.0,2002,diagnostic,,,,,indéterminé,HIGH,Alsace_Basel_AF_xlsx,Peytremann 2002,Peytremann 2002,
ALSACE-BASEL-AF-572,572,"6 rue des Hirondelles, Lotissement Les Hirondelles",Wittenheim,"6 rue des Hirondelles, Lotissement Les Hirondelles",FR,Haut-Rhin,7.337891,47.818218,1024464.5135919896,6755339.461662193,4326.0,2015,diagnostic,,,,,indéterminé,HIGH,Alsace_Basel_AF_xlsx,Michler 2015,Michler 2015,
ALSACE-BASEL-AF-573,573,"rue de Franche-Comté, rue de Bourgogne, Lotissement Le Mittelfeld II",Wittenheim,"rue de Franche-Comté, rue de Bourgogne, Lotissement Le Mittelfeld II",FR,Haut-Rhin,7.325301,47.81563,1023539.4965432025,6755000.6820429545,4326.0,2015,diagnostic,,,,,indéterminé,HIGH,Alsace_Basel_AF_xlsx,Lefranc 2015,Lefranc 2015,
ALSACE-BASEL-AF-574,574,Katzenroth,Wolfgantzen,Katzenroth,FR,Haut-Rhin,7.501608,48.027324,1035373.2408273206,6779222.331957493,4326.0,,découverte isolée,,,,,indéterminé,HIGH,Alsace_Basel_AF_xlsx,Zumstein 1964-65,,
ALSACE-BASEL-AF-575,575,Route Neuf-Brisach,Wolfgantzen,Route Neuf-Brisach,FR,Haut-Rhin,7.501608,48.027324,1035373.2408273206,6779222.331957493,4326.0,,découverte isolée,,,,,voie,MEDIUM,Alsace_Basel_AF_xlsx,Bonnet 1972,,
ALSACE-BASEL-AF-576,576,Déviation RN 415,Wolfgantzen,Déviation RN 415,FR,Haut-Rhin,7.5026555,48.032764,1035416.7433137521,6779830.314869611,4326.0,,fouille,,,,,indéterminé,HIGH,Alsace_Basel_AF_xlsx,Lasserre ; 1999 ; p. 23 ; 25 et fig. 4-5 ; Plouin ; 2007 ; p. 128,,
ALSACE-BASEL-AF-577,577,Hoell-Faubourg de Mulhouse,Zillisheim,Hoell-Faubourg de Mulhouse,FR,Haut-Rhin,7.303654,47.697068,1022639.4779542884,6741758.806915958,4326.0,2020,diagnostic,,,,,indéterminé,HIGH,Alsace_Basel_AF_xlsx,Chosson 2020,Chosson 2020,
ALSACE-BASEL-AF-578,578,Klusstrasse 45,Aesch,Klusstrasse 45,CH,Bâle-Campagne,7.588807,47.467406,1045475.6248278024,6717491.053618602,4326.0,"2004, 2005",découverte fortuite,,,,,indéterminé,HIGH,Alsace_Basel_AF_xlsx,unpubliziert ; Gemeindeakten Archäologie Baselland,,
ALSACE-BASEL-AF-579,579,Aktienziegelei,Allschwil,Aktienziegelei,CH,Bâle-Campagne,7.54722489645562,47.5453012525965,1041850.471052632,6725949.122132859,4326.0,"1908, 1909, 1914, 1920, 1921",fouille,,,,,indéterminé,HIGH,Alsace_Basel_AF_xlsx,Müller ; F. (1981) Die frühlatènezeitlichen Flachgräber der Kantone Baselstadt und Baselland. JbSGUF 64 ; 73-95 ; Abb. 2 ; 4 ; 6 ; 11 ; 12.,,"base de données SPMIV, ca. 10 Körpergräber"
ALSACE-BASEL-AF-580,580,Hegenheimermattweg/Burgfeldermattweg,Allschwil,Hegenheimermattweg/Burgfeldermattweg,CH,Bâle-Campagne,7.54193017446127,47.5547945026679,1041392.2349212675,6726979.11289266,4326.0,1946,fouille,,,,,habitat,MEDIUM,Alsace_Basel_AF_xlsx,Gutzwiller 1993 (Katalog) ; 28.,,"base de données SPMIV, Ha, Talsiedlung"
ALSACE-BASEL-AF-581,581,Spitzwaldstrasse/Bettenstrasse,Allschwil,Spitzwaldstrasse/Bettenstrasse,CH,Bâle-Campagne,7.56153059270299,47.5567989777073,1042850.9992345998,6727286.351938862,4326.0,1971,fouille,,,,,dépôt,MEDIUM,Alsace_Basel_AF_xlsx,Müller 1981 ; 73-95 ; Abb. 11 ; 1.,,"base de données SPMIV, Einzelfund"
ALSACE-BASEL-AF-582,582,Vogelgärten,Allschwil,Vogelgärten,CH,Bâle-Campagne,7.53561615191958,47.552866300715,1040930.4641705708,6726737.974381127,4326.0,"1959, 1964, 1966",fouille,,,,,habitat,MEDIUM,Alsace_Basel_AF_xlsx,G. Lüscher ; Allschwil-Vogelgärten ; eine hallstattzeitliche Talsiedlung ; AM 007 ; 1986,,"base de données SPMIV, Siedlung im Tal"
ALSACE-BASEL-AF-583,583,"Südlich Obermatt, Rennweg",Anwil,"Südlich Obermatt, Rennweg",CH,Bâle-Campagne,7.94129006947226,47.4635855020916,1072006.003610483,6718668.80473167,4326.0,1931,découverte fortuite,,,,,indéterminé,HIGH,Alsace_Basel_AF_xlsx,Jahrbuch der Schweizerischen Gesellschaft für Urgeschichte 14 ; 1922 ; 61 (unter FO Wittnau).,,base de données AFEAF 2010
ALSACE-BASEL-AF-584,584,Bärenfels,Arisdorf,Bärenfels,CH,Bâle-Campagne,7.7676249,47.520308,1058567.5338937398,6724154.87248477,4326.0,"2022, 2024",prospections,,,,,indéterminé,HIGH,Alsace_Basel_AF_xlsx,Archäologie Baselland Jahresbericht 2023 ; 112-117.,,
ALSACE-BASEL-AF-585,585,Birch/Seiglisten,Arisdorf,Birch/Seiglisten,CH,Bâle-Campagne,7.75060080650935,47.5137235923777,1057332.7006544208,6723347.5505585335,4326.0,1969,découverte fortuite,,,,,indéterminé,HIGH,Alsace_Basel_AF_xlsx,,,"base de données SPMIV, LT?, Lesefunde in römischer Schicht"
