site_id,id_site_source,nom_site,commune,lieu_dit,pays,admin1,longitude,latitude,x_l93,y_l93,epsg_source,decouverte_annee,decouverte_operation,periode,sous_periode,datation_debut,datation_fin,type_site,confiance,source,bibliographie,rapports,commentaire
ALSACE-BASEL-AF-274,274,Zone Commerciale Nord,Lampertheim-Mundolsheim-Reichstett-Vendenheim,Zone Commerciale Nord,FR,Bas-Rhin,7.730393,48.655756,1048216.0425000944,6849942.793662019,4326.0,2016 / 2017,diagnostic ; fouille,,,,,indéterminé,HIGH,Alsace_Basel_AF_xlsx,Rault et al. À paraître ; Chosson 2017,Chosson 2017,
ALSACE-BASEL-AF-275,275,Heidenberg/Hexenberg,Leutenheim,Heidenberg/Hexenberg,FR,Bas-Rhin,8.001251,48.837933,1066846.5823486,6871386.007125105,4326.0,,fouille,,,,,indéterminé,HIGH,Alsace_Basel_AF_xlsx,Lasserre M. 2004 ; Lasserre et al. 2011,,
ALSACE-BASEL-AF-276,276,Sablières Modernes,Lingolsheim,Sablières Modernes,FR,Bas-Rhin,7.6732826,48.54624,1044737.0802240002,6837538.819543247,4326.0,,fouille,,,,,indéterminé,HIGH,Alsace_Basel_AF_xlsx,Lasserre et Adam ; 2007 ; Lasserre et Rohmer ; 1994 ; p. 51 et fig. 3 ; Plouin ; p. 126,,
ALSACE-BASEL-AF-277,277,Ancienne sablière Lienhardt,Lingolsheim,Ancienne sablière Lienhardt,FR,Bas-Rhin,7.681744,48.554457,1045306.3994359253,6838487.639956446,4326.0,1937,,,,,,indéterminé,HIGH,Alsace_Basel_AF_xlsx,Forrer 1937,,
ALSACE-BASEL-AF-278,278,Schlettstadterweg,Marckolsheim,Schlettstadterweg,FR,Bas-Rhin,7.542446,48.173595,1037477.7809590371,6795624.684135501,4326.0,2015,fouille,,,,,indéterminé,HIGH,Alsace_Basel_AF_xlsx,Goepfert 2016,Goepfert 2016,
ALSACE-BASEL-AF-279,279,ZA Intercom tr.1,Marckolsheim,ZA Intercom tr.1,FR,Bas-Rhin,7.542446,48.173595,1037477.7809590371,6795624.684135501,4326.0,2015,diagnostic,,,,,indéterminé,HIGH,Alsace_Basel_AF_xlsx,Croutsch 2009,Croutsch 2009,
ALSACE-BASEL-AF-280,280,"Schlettstadtdterfeld, ZAI 1ere tranche",Marckolsheim,"Schlettstadtdterfeld, ZAI 1ere tranche",FR,Bas-Rhin,7.5465765,48.1734567,1037785.1989535007,6795627.00102655,4326.0,2009,fouille,,,,,indéterminé,HIGH,Alsace_Basel_AF_xlsx,Fleischer 2024,Fleischer 2024,
ALSACE-BASEL-AF-281,281,Lot. « le clos du Marlenberg »,Marlenheim,Lot. « le clos du Marlenberg »,FR,Bas-Rhin,7.502011,48.619514,1031652.5531157458,6844937.319146384,4326.0,2000,diagnostic,,,,,indéterminé,HIGH,Alsace_Basel_AF_xlsx,Belay 2000,Belay 2000,
ALSACE-BASEL-AF-282,282,Hofstatt,Marlenheim,Hofstatt,FR,Bas-Rhin,7.502028,48619681.0,inf,inf,4326.0,2007,fouille,,,,,indéterminé,MEDIUM,Alsace_Basel_AF_xlsx,Châtelet 2009,Châtelet 2009,
ALSACE-BASEL-AF-283,283,Im gewinkel,Marlenheim,Im gewinkel,FR,Bas-Rhin,7.525891,48.611456,1033461.1325056101,6844143.531905874,4326.0,1984-1985,fouille de sauvetage,,,,,indéterminé,HIGH,Alsace_Basel_AF_xlsx,Haegel B. ; Kill R. 1985 ; Kill R. 1989 ; Pascutto 2007,,
ALSACE-BASEL-AF-284,284,"La Peupleraie, tranche 4",Marlenheim,"La Peupleraie, tranche 4",FR,Bas-Rhin,7.50255,48.627591,1031641.0428079849,6845836.065125146,4326.0,2015,diagnostic,,,,,indéterminé,HIGH,Alsace_Basel_AF_xlsx,Abert 2015,Abert 2015,
ALSACE-BASEL-AF-285,285,Station d'épuration,Meistratzheim,Station d'épuration,FR,Bas-Rhin,7.55526,48.462501,1036577.3206512376,6827736.946896358,4326.0,2009,fouille,,,,,indéterminé,HIGH,Alsace_Basel_AF_xlsx,Murer A. et al ; 2010,Murer A. et al ; 2010,
ALSACE-BASEL-AF-286,286,Foegel,Meistratzheim,Foegel,FR,Bas-Rhin,7.54996,48.45201,1036253.3089107452,6826550.147362268,4326.0,,fouille,,,,,indéterminé,HIGH,Alsace_Basel_AF_xlsx,Véber C. ; 2008,Véber C. ; 2008,
ALSACE-BASEL-AF-287,287,"Allmendplatz, tranche 2",Meistratzheim,"Allmendplatz, tranche 2",FR,Bas-Rhin,7.550287,48.453032,1036270.9054137508,6826664.954229198,4326.0,2016,diagnostic,,,,,indéterminé,HIGH,Alsace_Basel_AF_xlsx,Véber C. à paraître ; Habasque-Sudour A. ; 2016,,
ALSACE-BASEL-AF-288,288,Pfeff,Meistratzheim,Pfeff,FR,Bas-Rhin,7.546882366816094,48.44882591178126,1036046.4850138273,6826183.698149674,4326.0,,découverte isolée,,,,,indéterminé,HIGH,Alsace_Basel_AF_xlsx,cart. arch. 0012,,
ALSACE-BASEL-AF-289,289,Meistratzheim,Meistratzheim,,FR,Bas-Rhin,7.546882366816094,48.44882591178126,1036046.4850138273,6826183.698149674,4326.0,,découverte isolée,,,,,indéterminé,HIGH,Alsace_Basel_AF_xlsx,Sauger ; CAAH 1958,,
ALSACE-BASEL-AF-290,290,Rue Allmendweg,Meistratzheim,Rue Allmendweg,FR,Bas-Rhin,7.550435,48.450995,1036294.8719645299,6826439.53279413,4326.0,2020,fouille,,,,,indéterminé,HIGH,Alsace_Basel_AF_xlsx,Céciliot 2022,Céciliot 2022,
ALSACE-BASEL-AF-291,291,"LGV Est-Européenne, 2e phase – Vorderen Berg"", tronçon H, site 9.5",Mittelhausen,"LGV Est-Européenne, 2e phase – Vorderen Berg"", tronçon H, site 9.5",FR,Bas-Rhin,7.614224,48.705337,1039352.4785525581,6854939.688241983,4326.0,2009,fouille,,,,,indéterminé,HIGH,Alsace_Basel_AF_xlsx,Thomas 2011,Thomas 2011,
ALSACE-BASEL-AF-292,292,Mommenheim,Mommenheim,,FR,Bas-Rhin,7.641729,48.757562,1041031.872542239,6860854.737064385,4326.0,,découverte isolée,,,,,indéterminé,HIGH,Alsace_Basel_AF_xlsx,Schweitzer ; 1989a ; fig. 3 ; n° 5 et 11 ; Voegtlin ; 1991 ; p. 51,,
ALSACE-BASEL-AF-293,293,RMS ?,Mundolsheim,RMS ?,FR,Bas-Rhin,7.714438,48.643488,1047124.3360803786,6848511.087084406,4326.0,,fouille,,,,,indéterminé,HIGH,Alsace_Basel_AF_xlsx,Vignaud ; 1999,Vignaud ; 1999,
ALSACE-BASEL-AF-294,294,"Lotissement Quartier du Parc, Rue de Strasbourg",Mundolsheim,"Lotissement Quartier du Parc, Rue de Strasbourg",FR,Bas-Rhin,7.711147,48.634559,1046941.4981038676,6847505.717749325,4326.0,2016,diagnostic,,,,,indéterminé,HIGH,Alsace_Basel_AF_xlsx,Vauthier 2016,Vauthier 2016,
ALSACE-BASEL-AF-295,295,"Mittelweide, lotissement communal de l'Illwald",Mussig,"Mittelweide, lotissement communal de l'Illwald",FR,Bas-Rhin,7.511573,48.22684,1034848.6830886069,6801401.010600783,4326.0,2010,diagnostic,,,,,indéterminé,HIGH,Alsace_Basel_AF_xlsx,Thomas 2010,Thomas 2010,
ALSACE-BASEL-AF-296,296,Rue des Cigognes/Lotissement Bruchfeld,Muttersholtz,Rue des Cigognes/Lotissement Bruchfeld,FR,Bas-Rhin,7.5426507,48.269833,1036877.9931175113,6806303.616108794,4326.0,2013,fouille,,,,,indéterminé,HIGH,Alsace_Basel_AF_xlsx,Pierrevelcin 2016,Pierrevelcin 2016,
ALSACE-BASEL-AF-297,297,"Kindwiller, 22 rue de la Concorde",Niederbronn-les-Bains,"Kindwiller, 22 rue de la Concorde",FR,Bas-Rhin,7.631191,48.952251,1038989.5616340141,6882420.476485066,4326.0,,découverte isolée,,,,,indéterminé,HIGH,Alsace_Basel_AF_xlsx,Gallia Préhistoire ; 17.2 ; 1974 ; p. 545 et fig. 6,,
ALSACE-BASEL-AF-298,298,Rue Pfaulmengarten - Rue Nicolas Antoine Kim,Nordhouse,Rue Pfaulmengarten - Rue Nicolas Antoine Kim,FR,Bas-Rhin,7.6698522,48.453295,1045094.9974231393,6827210.002070133,4326.0,2024,diagnostic,,,,,indéterminé,HIGH,Alsace_Basel_AF_xlsx,Bachellerie 2024,Bachellerie 2024,
ALSACE-BASEL-AF-299,299,rue Hipsheim,Nordhouse,rue Hipsheim,FR,Bas-Rhin,7.6718084,48.4521146,1045247.1474722985,6827087.5725057,4326.0,2021,diagnostic,,,,,indéterminé,HIGH,Alsace_Basel_AF_xlsx,Keller 2021,Keller 2021,
ALSACE-BASEL-AF-300,300,Am neuen Berg,Nordheim,Am neuen Berg,FR,Bas-Rhin,7.509502,48.633244,1032116.6731902871,6846492.723824428,4326.0,2009,fouille,,,,,indéterminé,HIGH,Alsace_Basel_AF_xlsx,Koziol 2011,Koziol 2011,
ALSACE-BASEL-AF-301,301,"Schulbach, Nouvel hôpital",Obernai,"Schulbach, Nouvel hôpital",FR,Bas-Rhin,7.488695,48.456218,1031704.0096523846,6826758.006850978,4326.0,2011,fouille,,,,,indéterminé,HIGH,Alsace_Basel_AF_xlsx,Ferrier 2013,Ferrier 2013,
ALSACE-BASEL-AF-302,302,Kuttergaessel,Obernai,Kuttergaessel,FR,Bas-Rhin,7.503907,48.457666,1032817.747657931,6826982.712042943,4326.0,2010,diagnostic,,,,,indéterminé,HIGH,Alsace_Basel_AF_xlsx,Ferrier 2010,Ferrier 2010,
ALSACE-BASEL-AF-303,303,Lotissement le Parc des Roselières,Obernai,Lotissement le Parc des Roselières,FR,Bas-Rhin,7.503011,48.461695,1032726.0830943985,6827426.063607584,4326.0,2006,diagnostic,,,,,indéterminé,HIGH,Alsace_Basel_AF_xlsx,Logel 2006,Logel 2006,
ALSACE-BASEL-AF-304,304,avenue Gail,Obernai,avenue Gail,FR,Bas-Rhin,7.503011,48.461695,1032726.0830943985,6827426.063607584,4326.0,,découverte isolée,,,,,indéterminé,HIGH,Alsace_Basel_AF_xlsx,Logel 2006,Logel 2006,
ALSACE-BASEL-AF-305,305,Parc d'activités Economiques Intercommunal,Obernai,Parc d'activités Economiques Intercommunal,FR,Bas-Rhin,7.510018,48.468471,1033200.2685218772,6828207.593958028,4326.0,2012,fouille,,,,,indéterminé,HIGH,Alsace_Basel_AF_xlsx,Féliu 2017,Féliu 2017,
ALSACE-BASEL-AF-306,306,Lotissement la Chapelle,Oberschaeffolsheim,Lotissement la Chapelle,FR,Bas-Rhin,7.64598,48.588337,1042450.17152235,6842091.689721353,4326.0,,diagnostic,,,,,indéterminé,HIGH,Alsace_Basel_AF_xlsx,Lasserre ; 1999 ; p. 21 et fig. 1 ; Lasserre et Adam ; 2007 ; Jeunesse ; Denaire ; 2010,,
ALSACE-BASEL-AF-307,307,"RN 4, échangeur et bassin (phase 1)",Oberschaeffolsheim,"RN 4, échangeur et bassin (phase 1)",FR,Bas-Rhin,7.644216,48.603589,1042220.6308886067,6843776.675642243,4326.0,2020,diagnostic,,,,,indéterminé,HIGH,Alsace_Basel_AF_xlsx,Steiner 2020,Steiner 2020,
ALSACE-BASEL-AF-308,308,Lotissement RD 45,Oberschaeffolsheim,Lotissement RD 45,FR,Bas-Rhin,7.64465,48.583806,1042381.863262492,6841583.085930083,4326.0,2016,diagnostic,,,,,indéterminé,HIGH,Alsace_Basel_AF_xlsx,Griselin 2016,Griselin 2016,
ALSACE-BASEL-AF-309,309,Rue du Général de Gaulle,Oberschaeffolsheim,Rue du Général de Gaulle,FR,Bas-Rhin,7.6404115,48.583313,1042072.999773019,6841510.004438657,4326.0,2022,Fouille,,,,,indéterminé,HIGH,Alsace_Basel_AF_xlsx,Michler 2026,Michler 2026,
ALSACE-BASEL-AF-310,310,Leimgarten,Odratzheim,Leimgarten,FR,Bas-Rhin,7.4786911,48.6007153,1030054.9511388051,6842753.10882471,4326.0,2025,diagnostic,,,,,indéterminé,HIGH,Alsace_Basel_AF_xlsx,Steiner 2025,Steiner 2025,
ALSACE-BASEL-AF-311,311,Drove im Tal,Offwiller,Drove im Tal,FR,Bas-Rhin,7.540975,48.909949,1032663.7433628433,6877340.628224354,4326.0,,découverte isolée,,,,,indéterminé,HIGH,Alsace_Basel_AF_xlsx,Gallay M. ; 1970 ; p. 166 ; Mordant et Gaiffe ; 1996 ; p. 698-699 ; 704-705 et 714-715 ; Plouin ; 2007 ; p. 125 ; Voegtlin ; 1991 ; p. 45 et 57,,
ALSACE-BASEL-AF-312,312,Olwisheim,Olwisheim,,FR,Bas-Rhin,7.672622,48.696722,1043699.0144493165,6854236.110313227,4326.0,,découverte isolée,,,,,indéterminé,HIGH,Alsace_Basel_AF_xlsx,Schweitzer ; 1989a ; fig. 3 ; n° 9 ; Werner ; 1915 ; p. 32 et Taf. IV,,
ALSACE-BASEL-AF-313,313,"Verlohe, LGV 10.6",Olwisheim,"Verlohe, LGV 10.6",FR,Bas-Rhin,7.6662486,48.6925738,1043257.9975168444,6853747.999030145,4326.0,2010,Fouille,,,,,indéterminé,HIGH,Alsace_Basel_AF_xlsx,Michler ; Minni 2025,Michler ; Minni 2025,
ALSACE-BASEL-AF-314,314,Mont Saint Odile,Ottrott,Mont Saint Odile,FR,Bas-Rhin,7.405096,48.437766,1025647.0751795142,6824362.215288332,4326.0,,fouille,,,,,indéterminé,HIGH,Alsace_Basel_AF_xlsx,Zumstein 1994 ; 1995,,
ALSACE-BASEL-AF-315,315,"Hammeracker - A355, COS site 4.5",Pfulgriesheim,"Hammeracker - A355, COS site 4.5",FR,Bas-Rhin,7.655263,48.648457,1042739.809109638,6848804.047821603,4326.0,2018,fouille,,,,,indéterminé,HIGH,Alsace_Basel_AF_xlsx,Perrin 2020,Perrin 2020,
ALSACE-BASEL-AF-316,316,Weberacker (A 355 – Contournement Ouest de Strasbourg – Site 4.6),Pfulgriesheim,Weberacker (A 355 – Contournement Ouest de Strasbourg – Site 4.6),FR,Bas-Rhin,7.659176,48.650261,1043015.7390065596,6849021.2501911055,4326.0,2018,fouille,,,,,indéterminé,HIGH,Alsace_Basel_AF_xlsx,Vergnaud 2020,Vergnaud 2020,
ALSACE-BASEL-AF-317,317,"Pfulgriesheim, Meyeracker et Kleinfeld, tranche 2",Pfulgriesheim,"Pfulgriesheim, Meyeracker et Kleinfeld, tranche 2",FR,Bas-Rhin,7.6686453,48.6375939,1043795.2864028792,6847656.628948178,4326.0,2022,diagnostic,,,,,indéterminé,HIGH,Alsace_Basel_AF_xlsx,Thomas 2023,Thomas 2023,
ALSACE-BASEL-AF-318,318,Plobsheim,Plobsheim,,FR,Bas-Rhin,7.726128,48.469836,1049138.772365988,6829292.803701394,4326.0,,découverte isolée,,,,,indéterminé,HIGH,Alsace_Basel_AF_xlsx,Michler 2000,Michler 2000,
ALSACE-BASEL-AF-319,319,Kapellenfeld/ 13 rue des cigognes,Reichshoffen,Kapellenfeld/ 13 rue des cigognes,FR,Bas-Rhin,7.670655,48.93048,1042017.9752218013,6880173.838104434,4326.0,1970,découverte isolée,,,,,indéterminé,HIGH,Alsace_Basel_AF_xlsx,Thévenin 1970 ; 1972,,
ALSACE-BASEL-AF-320,320,Winckelmatten,Reichstett,Winckelmatten,FR,Bas-Rhin,7.753509,48.648262,1049965.7427960373,6849213.343288549,4326.0,,découverte isolée,,,,,indéterminé,HIGH,Alsace_Basel_AF_xlsx,Gallia Préhistoire 17.2 ; 1974 ; p. 545 et fig. 7,,
ALSACE-BASEL-AF-321,321,Rue Ampère,Reichstett-Mundolsheim-Souffelweyersheim,Rue Ampère,FR,Bas-Rhin,7.7285137,48.64165,1048171.7224901582,6848369.084813111,4326.0,,fouille,,,,,indéterminé,HIGH,Alsace_Basel_AF_xlsx,Treffort et Le Meur ; 2000 ; p. 5 ; 19-22 et fig. 1 et 25-26 ; Michler 2007 ; Lasserre 2007,,
ALSACE-BASEL-AF-322,322,réseau de chaleur souterrain entrre Rittershoffen et Beinheim,"Rittershoffen, Hatten, Kesseldorf, Seltz, Beinheim",réseau de chaleur souterrain entrre Rittershoffen et Beinheim,FR,Bas-Rhin,8.064966,48.877173,1071234.0807194742,6876038.222455716,4326.0,2015,diagnostic,,,,,indéterminé,HIGH,Alsace_Basel_AF_xlsx,Higelin 2015,Higelin 2015,
ALSACE-BASEL-AF-323,323,Roeschwoog,Roeschwoog,,FR,Bas-Rhin,8.032906,48.825138,1069255.9910031396,6870113.71650236,4326.0,,découverte isolée,,,,,indéterminé,HIGH,Alsace_Basel_AF_xlsx,Frey 1928-29,,
ALSACE-BASEL-AF-324,324,Am wassertum/Lotissement communal,Roeschwoog,Am wassertum/Lotissement communal,FR,Bas-Rhin,8.029421,48.824291,1069006.6428933425,6870003.436550353,4326.0,2007,diagnostic,,,,,indéterminé,HIGH,Alsace_Basel_AF_xlsx,Logel 2007,Logel 2007,
ALSACE-BASEL-AF-325,325,Romanswiller,Romanswiller,,FR,Bas-Rhin,7.407782,48.64543,1024557.4662341431,6847422.36627118,4326.0,,,,,,,indéterminé,HIGH,Alsace_Basel_AF_xlsx,Sainty et al. ; 1986 ; p. 10-12 et fig. 8-9,,
ALSACE-BASEL-AF-326,326,Parc du Rosenmeer/Strasbourg Câbles,Rosheim,Parc du Rosenmeer/Strasbourg Câbles,FR,Bas-Rhin,7.4945035,48.50309,1031836.3743632154,6831984.265983022,4326.0,,,,,,,indéterminé,HIGH,Alsace_Basel_AF_xlsx,Lefranc et Boës ; 2006 ; p. 59 ; Latron 2006,,
ALSACE-BASEL-AF-327,327,Hengbauemel,Rosheim,Hengbauemel,FR,Bas-Rhin,7.487154,48.505737,1031277.6218028484,6832247.175924951,4326.0,,découverte isolée,,,,,indéterminé,HIGH,Alsace_Basel_AF_xlsx,Lefranc et Boës ; 2006 ; p. 58-59,,
ALSACE-BASEL-AF-328,328,Leimen,Rosheim,Leimen,FR,Bas-Rhin,7.462323,48.49756,1029497.6963094554,6831235.770254367,4326.0,2005,fouille,,,,,indéterminé,HIGH,Alsace_Basel_AF_xlsx,Lefranc et Boës ; 2006 ; p. 57-59 et pl. 33 ; n° 1 ; 15-19,,
ALSACE-BASEL-AF-329,329,Bischenabwand,Rosheim,Bischenabwand,FR,Bas-Rhin,7.4945035,48.50309,1031836.3743632154,6831984.265983022,4326.0,1995,,,,,,indéterminé,HIGH,Alsace_Basel_AF_xlsx,Gröder et Blanc 1995 Cahiers alsaciens p 55-68,,
ALSACE-BASEL-AF-330,330,route de Grendelbruch,Rosheim,route de Grendelbruch,FR,Bas-Rhin,7.457032,48.493978,1029129.8876733321,6830816.159635008,4326.0,2011,diagnostic,,,,,voie,MEDIUM,Alsace_Basel_AF_xlsx,Boisseau 2012,Boisseau 2012,
ALSACE-BASEL-AF-331,331,ZAC du Fehrel,Rosheim,ZAC du Fehrel,FR,Bas-Rhin,7.493742,48.508242,1031747.6372469894,6832552.845766151,4326.0,2015,diagnostic,,,,,indéterminé,HIGH,Alsace_Basel_AF_xlsx,Koziol 2015,Koziol 2015,
ALSACE-BASEL-AF-332,332,Hitzenmattweg,Rosheim,Hitzenmattweg,FR,Bas-Rhin,7.462625,48.490043,1029567.1715195505,6830402.767320071,4326.0,,,,,,,indéterminé,HIGH,Alsace_Basel_AF_xlsx,,,
ALSACE-BASEL-AF-333,333,Roetter Brunnen,Rosheim,Roetter Brunnen,FR,Bas-Rhin,7.464161,48.492117,1029667.45794808,6830639.358344981,4326.0,,,,,,,indéterminé,HIGH,Alsace_Basel_AF_xlsx,,,
ALSACE-BASEL-AF-334,334,Lotissement Am Wasserturm,Roeschwoog,Lotissement Am Wasserturm,FR,Bas-Rhin,8.028673,48.824823,1068948.0720046344,6870058.975398482,4326.0,2010,fouille,,,,,indéterminé,HIGH,Alsace_Basel_AF_xlsx,Koziol 2010,Koziol 2010,
ALSACE-BASEL-AF-335,335,Dammbockel,Roeschwoog,Dammbockel,FR,Bas-Rhin,8.031733,48.823857,1069179.1168327462,6869966.084160395,4326.0,1926,découverte isolée,,,,,indéterminé,HIGH,Alsace_Basel_AF_xlsx,Koziol 2010,Koziol 2010,
ALSACE-BASEL-AF-336,336,Rountzenheim/Auenheim,Rountzenheim/Auenheim,,FR,Bas-Rhin,8.003665,48.813362,1067196.4252537717,6868670.611390196,4326.0,,découverte isolée,,,,,indéterminé,HIGH,Alsace_Basel_AF_xlsx,Koziol 2010 ; Schaeffer 1927,,
ALSACE-BASEL-AF-337,337,Rountzenheim/Auenheim,Rountzenheim/Auenheim,,FR,Bas-Rhin,8.004274,48.813376,1067240.9585845862,6868674.99711886,4326.0,,découverte isolée,,,,,indéterminé,HIGH,Alsace_Basel_AF_xlsx,Koziol 2010,Koziol 2010,
ALSACE-BASEL-AF-338,338,"A35, Aménagement des aires de repos de Saint-Pierre et de Stotzheim","Saint-Pierre, Stotzheim","A35, Aménagement des aires de repos de Saint-Pierre et de Stotzheim",FR,Bas-Rhin,7.479396,48.383398,1031476.5009650018,6818637.723429901,4326.0,2013,diagnostic,,,,,indéterminé,HIGH,Alsace_Basel_AF_xlsx,Schneikert 2013,Schneikert 2013,
ALSACE-BASEL-AF-339,339,Parc des Nations,Sand,Parc des Nations,FR,Bas-Rhin,7.613392,48.377045,1041422.3529991892,6818503.6897583315,4326.0,2014,diagnostic,,,,,indéterminé,HIGH,Alsace_Basel_AF_xlsx,Schneikert 2014,Schneikert 2014,
ALSACE-BASEL-AF-340,340,PAEI du Giessen,"Scherwiller, Châtenois",PAEI du Giessen,FR,Bas-Rhin,7.42742,48.274461,1028312.8590693835,6806331.794414984,4326.0,2006,diagnostic,,,,,indéterminé,HIGH,Alsace_Basel_AF_xlsx,Werlé 2006,Werlé 2006,
ALSACE-BASEL-AF-341,341,Neuen Acker,Schirrhein,Neuen Acker,FR,Bas-Rhin,7.5655659,48.5521603,1036762.0018105994,6837730.995504232,4326.0,2024,diagnostic,,,,,indéterminé,HIGH,Alsace_Basel_AF_xlsx,Steiner 2024 ; Rault à paraître,Steiner 2024 ; Rault à paraître,
ALSACE-BASEL-AF-342,342,"La Schemm, rue des Forgerons",Schnersheim,"La Schemm, rue des Forgerons",FR,Bas-Rhin,7.563706,48.654612,1035967.0581864272,6849093.6854018,4326.0,2015,fouille,,,,,atelier,MEDIUM,Alsace_Basel_AF_xlsx,Dottori 2024,Dottori 2024,
ALSACE-BASEL-AF-343,343,"Donnerloch, rue du Forgeron",Schnersheim,"Donnerloch, rue du Forgeron",FR,Bas-Rhin,7.5625277,48.6557349,1035873.2023526579,6849213.303351625,4326.0,2021,diagnostic,,,,,atelier,MEDIUM,Alsace_Basel_AF_xlsx,Keller 2021,Keller 2021,
ALSACE-BASEL-AF-344,344,Schwindratzheim,Schwindratzheim,,FR,Bas-Rhin,7.593176,48.766032,1037413.9375272063,6861586.286338009,4326.0,,fouille,,,,,indéterminé,HIGH,Alsace_Basel_AF_xlsx,Thévenin 1976 ; Gallia Préhistoire ; p. 492 ; fig. 21,,
ALSACE-BASEL-AF-345,345,Grubeck,Sermersheim,Grubeck,FR,Bas-Rhin,7.5389566,48.35583,1036055.2181216497,6815830.279280178,4326.0,,fouille,,,,,indéterminé,HIGH,Alsace_Basel_AF_xlsx,Hamm 1997,,
ALSACE-BASEL-AF-346,346,Westrich-Riedwasen,Sélestat,Westrich-Riedwasen,FR,Bas-Rhin,7.474332,48.287676,1031704.7066120199,6807994.279292022,4326.0,2014,fouille,,,,,indéterminé,HIGH,Alsace_Basel_AF_xlsx,Thomas 2016,Thomas 2016,
ALSACE-BASEL-AF-347,347,Westrich-Riedwasen/RD1083,Selestat-Ebersheim,Westrich-Riedwasen/RD1083,FR,Bas-Rhin,7.473235,48.288022,1031621.2901610704,6808028.065640362,4326.0,2023,fouille,,,,,indéterminé,HIGH,Alsace_Basel_AF_xlsx,Henry 2024,Henry 2024,
ALSACE-BASEL-AF-348,348,Lotissement Roedern,Soufflenheim,Lotissement Roedern,FR,Bas-Rhin,7.959861,48.81379,1063983.1073031693,6868515.297404102,4326.0,,découverte isolée,,,,,indéterminé,HIGH,Alsace_Basel_AF_xlsx,Michler 2007 ; Jeudry ; Schneickert ; Piningre 1999 ?,,
ALSACE-BASEL-AF-349,349,Westrich-Riedwasen,Sélestat,Westrich-Riedwasen,FR,Bas-Rhin,7.474332,48.287676,1031704.7066120199,6807994.279292022,4326.0,2014,fouille,,,,,indéterminé,HIGH,Alsace_Basel_AF_xlsx,Thomas 2016,Thomas 2016,
ALSACE-BASEL-AF-350,350,Strasbourg,Strasbourg,,FR,Bas-Rhin,7.752108,48.573416,1050363.1774892332,6840901.458153716,4326.0,,découverte isolée,,,,,indéterminé,HIGH,Alsace_Basel_AF_xlsx,Gallay 1970 ; p. 167,,
ALSACE-BASEL-AF-351,351,Koenigshoffen/Lot. Chemin du cuivre,Strasbourg,Koenigshoffen/Lot. Chemin du cuivre,FR,Bas-Rhin,7.709283,48.583549,1047142.3971483578,6841836.763110089,4326.0,1995,fouille de sauvetage,,,,,voie,MEDIUM,Alsace_Basel_AF_xlsx,Michler M. 2007,Michler M. 2007,
ALSACE-BASEL-AF-352,352,"18, rue du 22 nov",Strasbourg,"18, rue du 22 nov",FR,Bas-Rhin,7.742465,48.582825,1049590.291015624,6841902.813128932,4326.0,,découverte isolée,,,,,indéterminé,HIGH,Alsace_Basel_AF_xlsx,Forrer 1925-26,,
ALSACE-BASEL-AF-353,353,"3, rue du 22 nov",Strasbourg,"3, rue du 22 nov",FR,Bas-Rhin,7.741547,48.582894,1049522.241776014,6841906.406093842,4326.0,,découverte isolée,,,,,indéterminé,HIGH,Alsace_Basel_AF_xlsx,Forrer 1925-26,,
ALSACE-BASEL-AF-354,354,"4, Haute Montée",Strasbourg,"4, Haute Montée",FR,Bas-Rhin,7.745717,48.584291,1049819.934261553,6842079.895113343,4326.0,,découverte isolée,,,,,indéterminé,HIGH,Alsace_Basel_AF_xlsx,Forrer 1925-26,,
ALSACE-BASEL-AF-355,355,Banque de France,Strasbourg,Banque de France,FR,Bas-Rhin,7.7492,48.584821,1050072.8247033434,6842154.144248547,4326.0,,découverte isolée,,,,,indéterminé,HIGH,Alsace_Basel_AF_xlsx,Forrer 1925-26,,
ALSACE-BASEL-AF-356,356,Rue des étudiants,Strasbourg,Rue des étudiants,FR,Bas-Rhin,7.748412,48.584054,1050019.934146347,6842065.538463162,4326.0,,découverte isolée,,,,,indéterminé,HIGH,Alsace_Basel_AF_xlsx,Forrer 1925-26,,
ALSACE-BASEL-AF-357,357,Port d'Austerlitz,Strasbourg,Port d'Austerlitz,FR,Bas-Rhin,7.761386,48.57351,1051045.7672074381,6840953.0963739725,4326.0,,découverte isolée,,,,,indéterminé,HIGH,Alsace_Basel_AF_xlsx,Lasserre et Rohmer ; 1994 ; p. 49 ; Schweitzer ; 1989a ; fig. 3 ; n° 12 ; Voegtlin ; 1991 ; p. 45,,
ALSACE-BASEL-AF-358,358,Sainte Marguerite,Strasbourg,Sainte Marguerite,FR,Bas-Rhin,7.736649,48.58137,1049171.776852845,6841715.619983782,4326.0,,découverte isolée,,,,,indéterminé,HIGH,Alsace_Basel_AF_xlsx,Waton ; Nilles 1998,,
ALSACE-BASEL-AF-359,359,Schiltigmatt,Strasbourg,Schiltigmatt,FR,Bas-Rhin,7.752108,48.573416,1050363.1774892332,6840901.458153716,4326.0,,découverte isolée,,,,,indéterminé,HIGH,Alsace_Basel_AF_xlsx,Werner ; 1915 ; p. 54-55 et Taf. VII ; d'après Gallay 1970 ; Bronze ancien,,
